,Description,Published,Meta_Url,Languages,Provider,Asset URL,Repository,Terms Of Service
0, The Jovo Node.js Framework assists in building cross-platform Voice Apps for Amazon Alexa and Google Assistant.,08.01.2018,https://www.programmableweb.com/framework/jovo-nodejs-framework,Node.js,Jovo,https://github.com/jovotech/jovo-framework-nodejs,,
1," NativeScript, by Progress Software, allows you to build cross-platform, native iOS and Android apps without web views. You can use Angular, TypeScript or modern JavaScript to get truly native UI and performance while reusing the skills and the code from your web projects. Get 100% access to native APIs via JavaScript and reuse of packages from npm, CocoaPods and Gradle. Open source and backed by Progress. NativeScript is designed to give you significant code reuse between your web and mobile tiers and gives you direct access to every native platform API.
NativeScript is free and is open source.",08.01.2018,https://www.programmableweb.com/framework/nativescript,JavaScript,Progress Software,https://www.progress.com/nativescript,https://github.com/NativeScript/NativeScript,https://www.progress.com/legal/terms-of-use
2," The SpriteJS Framework allows creating sprites for animation and video games. Tested on WebKit, Firefox, Android phones, Opera and IE9.",08.01.2018,https://www.programmableweb.com/framework/spritejs-framework,JavaScript,,http://spritejs.readthedocs.io/en/latest/,https://github.com/batiste/sprite.js,
3," The ZURB Foundation JS Framework aims to design responsive websites, applications, and emails. It provides semantic, readable, flexible, and customizable features.",08.01.2018,https://www.programmableweb.com/framework/zurb-foundation-js-framework,JavaScript,ZURB,https://foundation.zurb.com/sites/docs/,,
4," The Bootstrap JS Framework helps to build responsive mobile sites, thinking in scalable CSS format. The Bootstrap team invites developers to write and maintain vanilla JavaScript plugins and improving tooling processes for frontend code.",08.01.2018,https://www.programmableweb.com/framework/bootstrap-js-framework,JavaScript,Bootstrap,https://getbootstrap.com/,,
5, The Aegis Go Framework is a serverless Golang deploy tool and framework for AWS Lambda. See original article at https://serifandsemaphore.io/build-a-serverless-api-in-seconds-with-go-c504398d86f6,08.01.2018,https://www.programmableweb.com/framework/aegis-go-framework,Go,Independent Developer,https://github.com/tmaiaroto/aegis,,
6," Graphcool is an open-source backend development framework to develop and deploy production-ready GraphQL microservices. With Graphcool you can design your data model and have a production ready GraphQL API online in minutes.
The framework integrates with cloud-native serverless functions and is compatible with existing libraries and tools like GraphQL.js and Apollo Server. The framework offers an opinionated backend setup, including GraphQL database mapping, subscriptions &amp; permission system. Graphcool comes with a CLI and a Docker-based runtime which can be deployed to any server or cloud.",08.01.2018,https://www.programmableweb.com/framework/graphcool,"JavaScript, Node.js","Graphcool, Prisma",https://www.graph.cool/,https://github.com/prismagraphql/graphcool-framework,https://github.com/prismagraphql/content/blob/master/static/legal/terms.md
7," The Baliba PHP Framework uses arrays, aiming to simplify API documentation writing. Instructions available in English and Haitian Creole.",08.01.2018,https://www.programmableweb.com/framework/baliba-php-framework,PHP,,https://baliba.monkata.com/baliba/,,
8, The Orienteer Java Framework is an open source business application platform with flexible and dynamically configurable APIs.,08.01.2018,https://www.programmableweb.com/framework/orienteer-java-framework,Java,,http://orienteer.org/,https://github.com/OrienteerBAP/Orienteer,
9," The Fanout.io Python Framework is a hybrid reverse proxy and message broker, pushing data to connected devices. Open technology runs Fanout in the cloud and servers. Developers will work with Python, C, and C++ languages by using Fanout.",08.01.2018,https://www.programmableweb.com/framework/fanoutio-python-framework,"C, C++, Python",Fanout,https://fanout.io/,https://github.com/fanout,https://fanout.io/legal/terms-of-service/
