,Description,Published,Meta_Url,Languages,Provider,Asset URL,Repository,Terms Of Service
0," The Mockito Framework tests Java units. Developers can declare dependencies on the library, recommending Gradle as a build system. Interactions can be verified as well as stub method calls. Use Mockito to automate tests, sustain development, and minimize defects.",03.01.2017,https://www.programmableweb.com/framework/mockito-framework,Java,Independent Developer,http://mockito.org/,https://github.com/mockito/mockito,
1," The Guzzle PHP Framework offers all the tools necessary for building RESTful web service clients. This Framework features PSR-7 based streams request and response bodies, persistent connections and parallel requests, plugins for OAuth and logging, and is powered by the Symfony2 EventDispatcher. Additionally, it supports both synchronous and asynchronous requests with the same interface, and client behavior constructs with a middleware system.",03.01.2017,https://www.programmableweb.com/framework/guzzle-php-framework,PHP,,http://docs.guzzlephp.org/en/latest/,,
2," The Yawp Java Web Framework in REST architecture aims to provide productivity and scalability to create APIs. Features include query API, security shields, model hooks, asynchronous pipes, Google App Engine support, and PostgreSQL JsonB as manual scaling.",03.01.2017,https://www.programmableweb.com/framework/yawp-java-web-framework,Java,,http://yawp.io/guides/getting-started/introduction,,
3," The WorkShare Ruby Framework by WorkShare helps developers to integrate file sharing features into applications. It includes functionality, configuration, and libraries.",03.01.2017,https://www.programmableweb.com/framework/workshare-ruby-framework-workshare,Ruby,,https://github.com/pdegrazia/apiframework,,
4," Siesta is a framework for writing REST clients for iOS 8+ and macOS / OS X 10.11+. It provides a client-side cache of observable models for RESTful resources in order to simplify app code. Siesta is written in Swift, but supports apps in both Swift and Objective-C. This framework requires Xcode 7 and Swift 2.0.",03.01.2017,https://www.programmableweb.com/framework/siesta-framework-swift-and-objective-c,"Objective-C, Swift",,https://bustoutsolutions.github.io/siesta/,https://github.com/bustoutsolutions/siesta,
5," Enyo is a JavaScript framework for building native-quality HTML5 apps. It can be used to develop apps for all major platforms, including phones, tablets, PCs, and TVs. Enyo is provided for free under the Apache 2 License.",03.01.2017,https://www.programmableweb.com/framework/enyo-javascript-framework,"JavaScript, Node.js",,http://enyojs.com/,,
6," Ruby on Rails Framework is a web framework that allows developers to construct database-supported applications as per the prescribed requirements of the Model-View-Controller (MVC) pattern. The knowledge of the MVC is a prerequisite for deploying the Ruby on Rails framework, considering that it splits the developer’s application into model layer, controller layer, and view layer. Whereas the model layer is the domain model that forms the backbone of the developer’s application, the controller layer processes relevant responses to inbound HTTP requests. The view layer, on the other hand, generates representations for resources related to the developer’s application.",03.01.2017,https://www.programmableweb.com/framework/ruby-rails-framework-rails,Ruby,rubyonrails.org,http://rubyonrails.org/,https://github.com/rails/rails,
7, Limoncello PHP framework is available for download and installation from Packagist. Additional models can be found on GitHub repository.,03.01.2017,https://www.programmableweb.com/framework/limoncello-php-framework,PHP,,https://packagist.org/packages/limoncello-php/models,https://github.com/limoncello-php/models,
8," jQuery is a JavaScript framework that aims to simplify web design. It can be used in multiple browsers - including Internet Explorer, Chrome, Firefox, Safari, and Opera - to add and manage elements, events, callbacks, and more. jQuery is CSS3 compliant.",03.01.2017,https://www.programmableweb.com/framework/jquery-javascript-framework-jquery-foundation,JavaScript,The jQuery Foundation,https://jquery.com/,,
9," Bootbox is a JavaScript Framework for creating programmatic dialog boxes using Bootstrap modals. It removes the burden of creating, managing, and removing the required DOM elements or JS event handlers from the user. This framework is offered under the MIT License.",03.01.2017,https://www.programmableweb.com/framework/bootbox-javascript-framework-nick-payne,JavaScript,Independent Developer,http://bootboxjs.com/,https://github.com/makeusabrew/bootbox,
10," Blueprint is a CSS framework that aims to provide web developers with a way to minimize design work. Blueprint's intent is to offer common CSS classes and other web design tools, so developers don't have to start from scratch. The framework proposes built-in grid layouts, typography, plugins, printing stylesheets, and IE browser compatibility while also working with most programming languages such as PHP and Ruby on Rails.",03.01.2017,https://www.programmableweb.com/framework/blueprint-css-framework-blueprint,CSS,,http://www.blueprintcss.org/,https://github.com/joshuaclayton/blueprint-css/tree/master,
11, Garage is a Ruby on Rails framework that allows developers to add RESTful hypermedia APIs to their applications. It provides a descriptive way to serve both ActiveRecord models and Ruby objects as JSON-based resources.,03.01.2017,https://www.programmableweb.com/framework/garage-rails-framework-cookpad,Ruby,,https://github.com/cookpad/garage,,
