,Description,Published,Meta_Url,Languages,Provider,Asset URL,Repository,Terms Of Service
0," BlueOak Server Node.js Framework by BlueOak is swagger-matic, that is, it maximizes the value of the Swagger-enabled API by using it to drive runtime behavior. BlueOak Server loads the API, connects the paths it defines to developer's implementation code, exposes that API to the network; and validates that every request is well-formed, per that API.",04.11.2016,https://www.programmableweb.com/framework/blueoak-server-node.js-framework-blueoak,"JavaScript, Node.js",Independent Developer,HTTPS://github.com/BlueOakJS/blueoak-server,HTTPS://github.com/BlueOakJS/blueoak-server,
1," Cocos2D-XNA is a 2D/3D game development framework, written specifically for XNA. The framework offers support to other platforms than deprecated Microsoft XNA targets such as the MonoGame runtime.",04.11.2016,https://www.programmableweb.com/framework/cocos2d-xna-java-framework-cocos2d-xna,Java,Cocos2D-XNA,http://www.cocos2dxna.com,https://github.com/Cocos2DXNA/cocos2d-xna,
2," The Less Framework is a CSS grid system that aims to assist developers with designing adaptive web sites. It intends to contain 4 layouts and 3 sets of typography presets, all based on a single grid.",04.01.2016,https://www.programmableweb.com/framework/less-css-framework-joni-korpi,CSS,Independent Developer,http://www.jonikorpi.com/less-framework/,https://github.com/jonikorpi/Less-Framework,
3, The Ice Cream CSS framework intends to offer developers a basic grid layout with predefined classes for simple web pages. The framework presents a 12 column layout with responsive design options for multiple screen dimensions and an image wrapper with the goal to minimize grid development from scratch.,04.01.2016,https://www.programmableweb.com/framework/ice-cream-css-framework-zied-hosni,CSS,Independent Developer,http://html5-ninja.com/icecream,https://github.com/html5-ninja/icecream,
4, Formee is a CSS framework that presents developers with stylized HTML and CSS for most forms on web pages. The framework's goal is to offer web developers and designers with options to customize or to use without additions.,04.01.2016,https://www.programmableweb.com/framework/formee-css-framework-bernard-de-luna,CSS,Independent Developer,http://www.formee.org/,https://github.com/bernarddeluna/Formee,
5," The 52 CSS framework intends to provide a grid system for HTML5 form validation and update to standards in web development, CSS3 and HTML5.",04.01.2016,https://www.programmableweb.com/framework/52-framework-css-framework-angel-grablev,CSS,Independent Developer,http://52framework.com/,https://github.com/agrublev/52framework,
6," The 1kb Grid aims to be a tool that offers a CSS grid system, loosely based on 960 Grid system (of Nathan Smith). The framework intends to reduce the need for code writing and employment of streamlining CMS page templates all while aiming to be under 1kb.",04.01.2016,https://www.programmableweb.com/framework/1kb-css-framework-grady-kuhnline,CSS,Independent Developer,http://www.1kbgrid.com/,https://github.com/heygrady/compass-grid-plugin,
7," The 960 Grid System aims to offer rapid prototyping, and integration into a production environment. The CSS framework intends to offer printable sketch sheets, design layouts, and a CSS file that have identical measurements.",04.01.2016,https://www.programmableweb.com/framework/960-grid-system-css-framework-960-grid-system,CSS,Independent Developer,http://960.gs/,,
8," The Concise CSS framework is written in SASS with PostCSS plugins. It aims to be a lighter option to Bootstrap and Foundation by focusing on native HTML elements only. The intent is to render a lightweight framework with plug-in options to minimize the need to override the presented code. The framework proposes prebuilt yet customizable headers, forms, lists, print stylesheets, and grid layouts that are mobile responsive.",04.01.2016,https://www.programmableweb.com/framework/concise-css-framework-concise,CSS,Independent Developer,http://concisecss.com/,https://github.com/ConciseCSS/concise.css,
9," Xitrum aims to be an async and clustered Scala web framework and HTTP(S) server that is a fusion on top of Netty, Akka, and Hazelcast frameworks.",03.28.2016,https://www.programmableweb.com/framework/xitrum-scala-framework-xitrum,Scala,Independent Developer,http://xitrum-framework.github.io/,https://github.com/xitrum-framework/xitrum,
