,Description,Published,Meta_Url,Languages,Provider,Asset URL,Repository,Terms Of Service
0, Webjs is a JavaScript framework that uses Node.js as a means to offer developers websites' and web apps' with a server-side script that is more stable and more readable.,12.27.2015,https://www.programmableweb.com/framework/web-node.js-framework-will-wen-gunn,Node.js,Independent Developer,http://iwillwen.github.io/webjs/,https://github.com/iwillwen/webjs,
1," Bone.io allows for the building of real time HTML5 apps using web sockets to deliver ""hot"" data to a browser. This aims to provide a construct rich, highly responsive user interface for developers.",12.27.2015,https://www.programmableweb.com/framework/bone-node.js-framework-brad-carleton,Node.js,Independent Developer,http://bone.io/,https://github.com/techpines/bone.io,
2," Pintura aims to be a cross-platform, server side JavaScript based REST architecture web framework that uses standards based in HTTP client/server interaction with a focus on JSON formatted data. The framework allows for the use of a RESTful HTTP/JSON interface to data,that can create data models and automatically provide a HTTP interface. In further aims to provide reusable CommonJS modules and JSGI middleware to be used on a JSGI compliant JavaScript platform, but tested on NodeJS and RingoJS.",12.27.2015,https://www.programmableweb.com/framework/pintura-node.js-framework-kris-zyp,Node.js,Independent Developer,http://www.persvr.org/,https://github.com/kriszyp/pintura,
3," Fortune is a Node.js framework the aims to offer an application system for Node.js &amp; web browsers. It intends to provide a data access layer (adapter), business logic layer (transform), and presentation layer (serializer). These layers allow for multiple data sources to be exposed via multiple formats through a uniform interface.",12.27.2015,https://www.programmableweb.com/framework/fortune-node.js-framework-fortune,Node.js,Independent Developer,http://fortunejs.com/,https://github.com/fortunejs/fortune,
4," Flatiron is a Node.js framework that intends to offer a built collection of decoupled, unobtrusive tools that can operate in unison and independently. It aims to promote code organization and sustainability by clearly separating development concerns.",12.27.2015,https://www.programmableweb.com/framework/flatiron-node.js-framework-flatiron,Node.js,Independent Developer,http://flatironjs.org/,https://github.com/flatiron/flatiron,
5," simpleS is a web framework for Node.JS that is aimed to be designed for the creatation of HTTP(S) servers and clients with features such as routing for http requests, static files, and errors, unique interface for requests and responses, and virtual hosting as well as others.",12.27.2015,https://www.programmableweb.com/framework/simples-node.js-framework-micleu%C8%99anu-nicu,Node.js,Independent Developer,http://micnic.github.io/simpleS/,https://github.com/micnic/simpleS,
6," The MEAN.JS JavaScript Framework by MEAN.JS is designed to help developers build and maintain web applications using MongoDB, Express, AngularJS, and Node.js.",12.27.2015,https://www.programmableweb.com/framework/mean.js-javascript-framework-mean.js,JavaScript,Independent Developer,http://meanjs.org/,https://github.com/meanjs/mean,
7, The MicroBees JavaScript SDK by MicroBees provides integration with an Internet of Things system to existing JavaScript applications. It can be used to connect with all of MicroBees' products.,12.21.2015,https://www.programmableweb.com/framework/microbees-javascript-sdk-microbees,JavaScript,MicroBees,https://github.com/microBeesTech/javascript-sdk,,
8," The HTML9 JavaScript Framework by Louis Lazaris is a flexible, dependency-free, lightweight, device-agnostic, modular, baked-in, component framework MVC library designed to allow for a responsive CSS-based app architecture.",12.21.2015,https://www.programmableweb.com/framework/html9-javascript-framework-louis-lazaris,JavaScript,Independent Developer,http://html9responsiveboilerstrapjs.com/,https://github.com/impressivewebs/HTML9-Responsive-Boilerstrap-js/blob/master/README.md,
9," The goal of RestMVC is to provide a simple framework that assists deveopers to write a RESTful webservice using NodeJs, Express, Mongoose, and MongoDB. It's goal is to take out the repetition of code writing and allow for application development.",12.10.2015,https://www.programmableweb.com/framework/restmvc-node.js-framework-keith-larsen,Node.js,Independent Developer,https://github.com/keithnlarsen/restmvc.js/,https://github.com/keithnlarsen/restmvc.js/,
10," The Node.js framework Ni intends to offer a structure for organizing a application project and a file structure separated into models, views, controllers, libraries and helpers.",12.10.2015,https://www.programmableweb.com/framework/ni-node.js-framework-chetan-surpur,Node.js,Independent Developer,https://github.com/chetan51/ni,https://github.com/chetan51/ni,
