,Description,Published,Meta_Url,Languages,Provider,Asset URL,Repository,Terms Of Service
0," The Meteor JavaScript Framework by Meteor helps to develop web and mobile applications. It uses a server to send data, offering full stack reactivity, enabling user interface development.",06.16.2017,https://www.programmableweb.com/framework/meteor-javascript-framework-meteor,JavaScript,,https://www.meteor.com/,https://github.com/meteor/guide/blob/master/content/index.md,
1," This is a Scala Backtesting and Live Trading Framework built on top of Akka/Spray. The framework can be useful for back/live testing automated trading strategies using Oanda's REST API. The API allows you to develop trading strategies and automate your trading experience. OANDA provides FX &amp; CFD trading, exchange rates data and corporate FX payments.",06.16.2017,https://www.programmableweb.com/framework/oanda-rest-scala-framework-michael-silbermann,Scala,Independent Developer,http://developer.oanda.com/rest-live/sample-code/,https://github.com/msilb/akka-trading,https://github.com/msilb/akka-trading/blob/master/LICENSE
2," Rack provides a minimal, modular, and adaptable interface for developing web applications in Ruby. By wrapping HTTP requests and responses in the simplest way possible, it unifies and distills the API for web servers, web frameworks, and software in between (the so-called middleware) into a single method call.",06.16.2017,https://www.programmableweb.com/framework/rack-ruby-framework-rack,Ruby,Independent Developer,http://rack.github.io/,https://github.com/rack/rack,
3," The Vue.JS JavaScript Framework by Vue.JS builds user interfaces on the web. According to the Vue, the core features include declarative rendering with a plain JavaScript object based reactivity system, component-oriented development style with tooling support, and flexible transition effect system. It only supports ES5-compliant browsers.",06.16.2017,https://www.programmableweb.com/framework/vuejs-javascript-framework-vuejs,JavaScript,,https://vuejs.org/,https://github.com/vuejs/vue,
4," The Backbone.JS JavaScript Framework by Backbone provides structure to web apps by offering models, views, collections, and events. It connects to a developer's API in REST architecture and JSON format.",06.16.2017,https://www.programmableweb.com/framework/backbonejs-javascript-framework-backbone,JavaScript,,http://backbonejs.org/,https://github.com/jashkenas/backbone/,
5, The Sunrise Shop Framework iOS Sample Code by Commercetools presents how to use the Sunrise framework to run an eCommerce project.,06.16.2017,https://www.programmableweb.com/framework/sunrise-shop-framework-ios-sample-code-commercetools,Objective-C,Commercetools,https://github.com/commercetools/commercetools-sunrise-ios/blob/master/README.md,,
6," The Wave PHP Framework by Wave helps in building applications. It is a micro-framework built considering API, that returns XML, CSV, JSON, HTML, and native PHP. It also provides support for jQuery JavaScript framework. For more features, see the documentation, available at https://www.waveframework.com/wave/doc/index.htm",06.16.2017,https://www.programmableweb.com/framework/wave-php-framework-wave,PHP,Independent Developer,https://www.waveframework.com/,https://github.com/kristovaher/Wave-Framework,
7," The Silex PHP Framework by SensioLabs is a micro-framework for building applications that aims to be concise, extensible, and testable. It includes JSON format and HTTP methods such as GET, POST, PUT, DELETE, PATCH, or OPTIONS. It was created by SensioLabs, the developers behind Symfony.",06.16.2017,https://www.programmableweb.com/framework/silex-php-framework-sensiolabs,PHP,SensioLabs,https://silex.sensiolabs.org/,https://github.com/silexphp/Silex,
8," The Kanary Kotlin Framework by Kanary helps in building applications that feature RESTful APIs. It supports routing, controllers, HTTP helpers, asynchronous middleware, one-liners, and action lifecycle callback methods. For additional information, contact iyanuadelekan@gmail.com",06.16.2017,https://www.programmableweb.com/framework/kanary-kotlin-framework-kanary,Java,Independent Developer,https://github.com/SeunAdelekan/Kanary,,
9, The Lumen PHP Framework by Laravel is a micro-framework for building the web that can be upgraded to the full Laravel. It aims to be fast with almost zero configuration. Additional Laravel features are available at https://laravel.com/,06.16.2017,https://www.programmableweb.com/framework/lumen-php-framework-laravel,PHP,LumenData,https://lumen.laravel.com/,,
