,Description,Published,Meta_Url,Languages,Provider,Asset URL,Repository,Terms Of Service
0, The AddThis Web Service Framework by AddThis describes the common properties of all the APIs available on http://api.addthis.com.,04.24.2015,https://www.programmableweb.com/framework/addthis-web-service-framework-addthis,JavaScript,AddThis,http://support.addthis.com/customer/portal/articles/381267-addthis-web-service-framework,,
1, RestKit is an Objective-C framework for iOS that aims to make interacting with RESTful web services in a simplified format. It combines HTTP request/response API with a object mapping system that reduces the need for code writing.,04.17.2015,https://www.programmableweb.com/framework/restkit-ios-framework-restkit,Objective-C,RestKit,http://restkit.org/,https://github.com/RestKit/RestKit/,
2, The eMobc IOS Framework allows for the development of native apps based in XML.,04.17.2015,https://www.programmableweb.com/framework/emobc-ios-framework-emobc,Objective-C,eMobc,http://www.emobc.com/,https://github.com/emobc/emobc-ios,
3, The eMobc Android Framework allows for the creation of native apps based in XML in Android. The framework is written in JavaScript.,04.17.2015,https://www.programmableweb.com/framework/emobc-android-framework-emobc,JavaScript,eMobc,http://www.emobc.com/,https://github.com/emobc/emobc-android,
4, The Nimbus is an iOS framework is a whose feature based framework that allows for problem solving when developing iOS applications. The framework is written in Objective-C.,04.17.2015,https://www.programmableweb.com/framework/nimbus-ios-framework-jeff-verkoeyen,Objective-C,,http://nimbuskit.info/,https://github.com/jverkoey/nimbus,
5," The PowerMock is a Java framework that allows you to unit test code normally regarded as untestable. PowerMock is a framework that extends other mock libraries such as EasyMock with more capabilities. PowerMock uses a custom classloader and bytecode manipulation to enable mocking of static methods, constructors, final classes and methods, private methods, removal of static initializers and more.",04.17.2015,https://www.programmableweb.com/framework/powermock-javascript-framework-jayway,JavaScript,,https://code.google.com/p/powermock/,https://github.com/jayway/powermock,
6," The Core Plot is a plotting framework for Mac OS X and iOS. It provides 2D visualization of data, and is integrated with Apple technologies like Core Animation, Core Data, and Cocoa Bindings. The framework is written in Objective-C.",04.17.2015,https://www.programmableweb.com/framework/core-plot-ios-framework-core-plot,Objective-C,,http://core-plot.googlecode.com/hg/documentation/html/iOS/index.html?name=release_1.4,https://github.com/core-plot/core-plot/wiki,
7," The Box2D C++ Framework is a 2D rigid body physics engine, written in C++ by Erin Catto. Box2D is developed on Windows using Visual C++. Ports are also available for Flash, Java, C#, Python.",04.17.2015,https://www.programmableweb.com/framework/box2d-c-framework-box2d,C++,Box2D,http://box2d.org/about/,,
8, The TouchXML Framework is an iOS framework written in Objective-C as a replacement for Cocoa's NSXML* cluster of classes. It is based on the commonly available Open Source libxml2 library.,04.17.2015,https://www.programmableweb.com/framework/touchxml-ios-framework-touchcode,Objective-C,Touchcode,http://www.touchcode.de/,https://github.com/TouchCode/TouchXML,
9, The Facebook React Native Framework by Facebook allows developers to build quality applications on native platforms using React and JavaScript.,04.17.2015,https://www.programmableweb.com/framework/facebook-react-native-framework-facebook,JavaScript,Facebook,https://github.com/facebook/react-native,,
10, The Gem Bitcoin Python Library by BitVault allows developers to integrate the Gem Bitcoin API's methods into their Python applications.,04.17.2015,https://www.programmableweb.com/framework/gem-bitcoin-python-library-bitvault,Python,BitVault,https://github.com/GemHQ/round-py,,
11, The Sauce Labs PHP Framework provides automated application testing. The SDK is written in PHP.,04.15.2015,https://www.programmableweb.com/framework/sauce-labs-php-framework-sauce-labs,PHP,Sauce Labs,https://github.com/jlipps/sausage,https://github.com/jlipps/sausage,
12," The USA ePAY Perl Framework by CPAN is an online payment framework for USA ePay and a generic module for processing payments through online credit card processors, electronic cash systems, etc. This framework is written in Perl.",04.15.2015,https://www.programmableweb.com/framework/usa-epay-perl-framework-cpan,PERL,CPAN,http://search.cpan.org/~ivan/Business-OnlinePayment-USAePay-0.02/USAePay.pm,,
13, The Wepay Python Framework by Wepay allows developers to build on their API and add payments into applications. This framework is written in Python.,04.10.2015,https://www.programmableweb.com/framework/wepay-python-framework-wepay,Python,WePay,http://webpy.org/,,
14," Use this JavaScript SDK from Acision to add video and voice calling, messaging, content sharing, and other WebRTC capabilities into your web and mobile applications.",04.07.2015,https://www.programmableweb.com/framework/forge-javascript-sdk-acision,JavaScript,,https://docs.sdk.acision.com/api/latest/javascript/#toc0,https://docs.sdk.acision.com/api/latest/javascript/#toc0,
15," The OAuth Django Framework by eofs makes it easy for developers to access the OAuth API using the Django REST Framework. This framework requires Python 2.7 or 3.3, Django 1.7+, Django Rest Framework 3.1+, and OAuthLib 0.6.0.",04.07.2015,https://www.programmableweb.com/framework/oauth-django-framework-eofs,Python,,https://pypi.python.org/pypi/django-oauth-api/0.4.0.post1,https://github.com/eofs/django-oauth-api,
16," The Ionic Javascript Framework by Ionicis a HTML5 native app development framework that allows developers to build native-feeling mobile apps with web technologies like HTML, CSS, and Javascript. Ionic is focused mainly on the look and feel, and UI interaction of your app. Ionic recommends AngularJS in order to work at its fully. .",04.03.2015,https://www.programmableweb.com/framework/ionic-javascript-framework-ionic,JavaScript,,http://ionicframework.com/docs/overview/#download,,
17," The Yii PHP Framework by Yii is a free, open source project released under the terms of the BSD License. It provides Web application development framework written in PHP5 that promotes DRY design and allows for development. Yii works to streamline application development and helps developers with their application development.",04.03.2015,https://www.programmableweb.com/framework/yii-php-framework-yii,PHP,,http://www.yiiframework.com/download/,,
18," A PERL SDK for interfacing with SendGrid's SMTP API. This SDK provides a wrapper for custom SMTP fields as well as a way to manipulate filter and app settings. SendGrid is a cloud-based platform for sending and managing email, and generating email analytics.",03.21.2015,https://www.programmableweb.com/framework/sendgrid-smtp-perl-sdk-sendgrid-perl,PERL,,https://github.com/sendgrid/sendgrid-perl,https://github.com/sendgrid/sendgrid-perl,
19," The Google Affiliate Network Java Library allows developers to integrate Google Affiliate Network data into their Java applications. Developers can add the library to their projects in Maven or Gradle using the provided code, or they can download a zip file containing the required jars.",03.11.2015,https://www.programmableweb.com/framework/google-affiliate-network-java-library,Java,,https://developers.google.com/api-client-library/java/apis/gan/v1beta1,,
20," The Skeleton framework allows developers a framework for smaller, responsive CSS projects that don't need the utility of larger frameworks. Skeleton only styles standard HTML elements and includes a grid. The framework offers itself as a starting point with with UI and roughly 400 lines of CSS unminified (with comments), and has no compiling or installing.",03.05.2015,https://www.programmableweb.com/framework/skeleton-css-framework,C++,,http://getskeleton.com/#code,,
21," Use this framework for building iOS and OSX App.net applications. The framework offers 100% App.net and features and multiuser support. ADNKit's only external dependency is AFNetworking, a networking library. See the framework wiki for detailed installation and implementation documentation.",02.06.2015,https://www.programmableweb.com/framework/app.net-objective-c-framework,Objective-C,App.Net,https://github.com/joeldev/ADNKit,https://github.com/joeldev/ADNKit,
22, This Python language framework allows interaction between Django model interface and Twitter API objects.,02.02.2015,https://www.programmableweb.com/framework/django-twitter-api-0.2.1-framework,Python,Twitter,https://pypi.python.org/pypi/django-twitter-api/0.2.1,http://pypi.python.org/pypi/django-twitter-api,
23," The LifePics service provides photo finishing and printing, including online storage and sharing of images. The LifePics Android SDK provides tools that enable developers to integrate the LifePics OPEN (Open Photo Ecommerce Network) API into Android applications. This will allow select pictures to be printed automatically from within a user's Android application. The SDK requires a LifePics developer key for use, and supports Android 2.3.3 and later. Instructions detail how to install and implement the SDK using Android Studio.",01.26.2015,https://www.programmableweb.com/framework/lifepics-android-sdk,Java,Lifepics,https://github.com/LifePics/Android-SDK,,
24," Kraken is a framework in Node.js language that assists in the application development process with security and scalability. Although this tool can be used independently, users can benefit from 4 modules that include Lusca, an application security, Kappa with NPM Proxy, Makara with Dust i18n, and Adaro with Js context. Using Kraken, example projects include a shopping cart, passport integration, localization, and A/B testing.",01.07.2015,https://www.programmableweb.com/framework/krakenjs-framework,Node.js,,http://krakenjs.com/,https://github.com/krakenjs/kraken-js,
25," Laravel is a framework in PHP language that invites developers to contribute for continuous improvement. Resources aim to educate users to create projects. Documentation on the Laravel website demonstrates installation, configuration, routing, and controllers. Additionally, it displays authentication, events, localization, security, unit testing, and validation. These guides can help to develop original work or practice over projects like the ones presented in the website. Such examples include Laravel Art, Laravel Cashier, Laravel Homestead, and Laravel Website.",01.07.2015,https://www.programmableweb.com/framework/laravel-php-framework,PHP,Independent Developer,http://laravel.com/,http://laravel.com/docs/4.2/installation,
26," Dogpatch is a framework designed to test HTTP-accessible APIs. The package is written in PHP using curl. The framework was originally created by the team at NodeSocket to help in testing the Commando.io API. The framework supports basic authentication, SSL support, custom requests, and redirection up to 10 levels.",12.23.2014,https://www.programmableweb.com/framework/dogpatch-php-framework,".Net, PHP",NodeSocket,https://github.com/commando/dogpatch,,
