,Related APIs,Category,Submitted,Meta_Url,Description,Repository,Languages,Provider,Asset URL
0,Joysticket REST API,"Rewards, Community, Customer Relationship Management, Real Time, Recommendations",02.11.2016,https://www.programmableweb.com/sdk/joysticket-php-sdk-joysticket, The Joysticket PHP SDK by Joysticket integrates a rewards platform to existing PHP applications. The current version is 1.1.,,PHP,Joysticket,https://github.com/Joysticket/joysticket-sdk-php
1,Blitzr REST API,"Music, Recommendations",02.11.2016,https://www.programmableweb.com/sdk/blitzr-symfony-sdk-blitzr, The Blitzr Symfony SDK by Blitzr allows developers to integrate the Blitzr API into their applications using the Symfony PHP framework.,https://github.com/blitzr/BlitzrApiClientBundle,PHP,Blitzr,https://packagist.org/packages/blitzr/api-client-bundle
2,Basecamp REST API,"Project Management, Collaboration, Enterprise",02.11.2016,https://www.programmableweb.com/sdk/basecamp-php-sdk-zawntech, The Basecamp PHP SDK by zawntech allows developers to integrate the Basecamp API into their projects and applications. Usage examples are included in the documentation.,https://github.com/zawntech/basecamp-api-php,PHP,Independent Developer,https://packagist.org/packages/zawntech/basecamp-api-php
3,PortaText REST API,"Marketing, Advertising, Messaging",02.11.2016,https://www.programmableweb.com/sdk/portatext-ruby-sdk-portatext, The PortaText Ruby SDK by PortaText offers an integrated marketing platform for Ruby applications. The current version is 1.1.11.,,Ruby,Portatext,https://github.com/PortaText/ruby-sdk
4,AeroFS REST API,"Security, Availability, Cloud, Content Management, Encoding, Privacy",02.11.2016,https://www.programmableweb.com/sdk/aerofs-go-sdk-aerofs, The AeroFS Go SDK by AeroFS allows developers to integrate the AeroFS API into their Go applications. Installation and testing instructions are provided in the documentation.,,Go,AeroFS,https://github.com/aerofs/aerofs-sdk-golang
5,PortaText REST API,"Marketing, Advertising, Messaging",02.11.2016,https://www.programmableweb.com/sdk/portatext-node.js-sdk-portatext, The PortaText Node.js SDK by PortaText offers an integrated marketing platform for Node.js applications. The current version is 1.0.11.,,Node.js,Portatext,https://github.com/PortaText/node-sdk
6,AeroFS REST API,"Security, Availability, Cloud, Content Management, Encoding, Privacy",02.11.2016,https://www.programmableweb.com/sdk/aerofs-python-sdk-aerofs, The AeroFS Python SDK by AeroFS allows developers to integrate the AeroFS API into their Python applications. This SDK has been updated for v1.3 of the API.,,Python,AeroFS,https://github.com/aerofs/aerofs-sdk-python
7,PortaText REST API,"Marketing, Advertising, Messaging",02.11.2016,https://www.programmableweb.com/sdk/portatext-php-sdk-portatext, The PortaText PHP SDK by PortaText offers an integrated marketing platform for PHP applications. The current version is 1.1.12.,,PHP,Portatext,https://github.com/PortaText/php-sdk
8,PortaText REST API,"Marketing, Advertising, Messaging",02.11.2016,https://www.programmableweb.com/sdk/portatext-elixir-sdk-portatext, The PortaText Elixir SDK by PortaText offers an integrated marketing platform for Erlang/Elixir applications.,,Elixir,Portatext,https://github.com/PortaText/erlang-sdk
9,AeroFS REST API,"Security, Availability, Cloud, Content Management, Encoding, Privacy",02.10.2016,https://www.programmableweb.com/sdk/aerofs-c-sdk-aerofs, The AeroFS C# SDK by AeroFS allows developers to integrate the AeroFS API into their C# applications. Instructions for building and testing the SDK are included in the documentation.,,".Net, C#",AeroFS,https://github.com/aerofs/aerofs-sdk-csharp
