,Related APIs,Category,Submitted,Meta_Url,Description,Repository,Languages,Provider,Asset URL
0,Google Cloud Vision REST API v1.0,"Images, Analytics, Content",06.03.2016,https://www.programmableweb.com/sdk/google-cloud-vision-guzzle-php-sdk-thijs-feryn," The Google Cloud Vision Guzzle PHP SDK by Thijs Feryn integrates image content analytics via Guzzle, a PHP HTTP client. Test available at https://github.com/ThijsFeryn/google-cloud-vision-api/blob/master/examples/test.php",https://github.com/ThijsFeryn/google-cloud-vision-api,PHP,Independent Developer,https://packagist.org/packages/thijsferyn/google-cloud-vision-api
1,MailChimp REST API v3.0,"Email, Marketing, Newsletter",06.03.2016,https://www.programmableweb.com/sdk/mailchimp-php-sdk-hoangthienan," The Mailchimp PHP SDK by hoangthienan access the API to integrate email marketing features. Developers have the options to download, clone, and fork the package.",https://bitbucket.org/vhtvn/vht-mailchimp-api-php.git,PHP,Independent Developer,https://packagist.org/packages/vhtvn/mailchimp-api-php
2,Stattleship REST API,"Sports, Social",06.03.2016,https://www.programmableweb.com/sdk/stattleship-node.js-sdk-john-carmichael, The Stattleship Node.js SDK by John Carmichael allows developers to integrate the Stattleship API into their Node.js applications. This SDK is offered under the MIT License.,https://github.com/jlcarmic/node-stattleship,Node.js,Independent Developer,https://www.npmjs.com/package/node-stattleship
3,Stattleship REST API,"Sports, Social",06.03.2016,https://www.programmableweb.com/sdk/stattleship-r-sdk-stattleship," The Stattleship R SDK by Stattleship allows developers to integrate the Stattleship API into their R applications. Data is available for football, basketball, hockey, and baseball. College football and major league soccer will be added soon.",,R,Stattleship,https://github.com/stattleship/stattleship-r
4,Stattleship REST API,"Sports, Social",06.03.2016,https://www.programmableweb.com/sdk/stattleship-ruby-sdk-stattleship," The Stattleship Ruby SDK by Stattleship allows developers to integrate the Stattleship API into their Ruby applications. This SDK provides access to information on football, basketball, hockey, and baseball.",,Ruby,Stattleship,https://github.com/stattleship/stattleship-ruby
5,Stattleship REST API,"Sports, Social",06.03.2016,https://www.programmableweb.com/sdk/stattleship-python-sdk-stattleship," The Stattleship Python SDK by Stattleship allows developers to integrate the Stattleship API into their Python applications. This SDK covers football, basketball, and hockey data with baseball coming soon.",,Python,Stattleship,https://github.com/stattleship/stattleship-python
6,Clearbit Company REST API,"Business, Data Mining, Domains, Intelligence, URLs, Webhooks",06.03.2016,https://www.programmableweb.com/sdk/clearbit-company-go-sdk-thoughtbot, The Clearbit Company Go SDK by Thoughtbot allows developers to access the Clearbit Company API's methods from their Go applications or the command line interface.,,Go,Independent Developer,https://github.com/thoughtbot/clearbit
7,Shopify Admin REST API,"eCommerce, Business, Webhooks",06.03.2016,https://www.programmableweb.com/sdk/shopify-c-sdk-joshua-harms, The Shopify C# SDK by Joshua Harms allows developers to integrate the Shopify API's authentication and API calls into their .Net and C# applications. Usage examples are included in the documentation.,,".Net, C#",Independent Developer,https://github.com/nozzlegear/ShopifySharp
8,Redmine REST API,"Project Management, Business, Office, Time Tracking",06.02.2016,https://www.programmableweb.com/sdk/redmine-php-sdk-fogarasi-ferenc," The Redmine PHP SDK by Fogarasi Ferenc offers a project management platform designed for PHP applications. It requires PHP 5.4+, and its current version is 1.5.8.",https://github.com/ffogarasi/php-redmine-api,PHP,Independent Developer,https://packagist.org/packages/ffogarasi/redmine-api
9,Walmart Open REST API,Developers,06.02.2016,https://www.programmableweb.com/sdk/walmart-python-sdk-dmitry-ganzhelo," This Python based SDK is associated with the Walmart API. Gain access to Walmart's product information, data feeds, customer referrals, pricing and more.",https://github.com/kronas/python-walmart-api-client,Python,Independent Developer,https://pypi.python.org/pypi/walmart-api-client/1.0
10,Pinboard REST API,"Bookmarks, Privacy, Social",06.02.2016,https://www.programmableweb.com/sdk/pinboard-c-sdk-kym-phillpotts," The Pinboard C# SDK by Kym Phillpotts interacts with the API to access social bookmark capabilities. As resources, the author includes connection, constants, post, tag, and utilities.",,C#,Independent Developer,https://github.com/kphillpotts/Pinboard
11,Pinboard REST API,"Bookmarks, Privacy, Social",06.02.2016,https://www.programmableweb.com/sdk/pinboard-go-sdk-usman-mahmood," The Pinboard Go SDK by Usman Mahmood allows API access to integrate social bookmark features. Installation, usage, and documentation available.",,Go,Independent Developer,https://github.com/umahmood/pinboard
12,Pinboard REST API,"Bookmarks, Privacy, Social",06.02.2016,https://www.programmableweb.com/sdk/pinboard-php-sdk-kijin-sung," The Pinboard PHP SDK by Kijin Sung allows API communication to access social bookmark features. It includes a getting started guide, classes, and methods.",,PHP,Independent Developer,https://github.com/kijin/pinboard-api
13,Pinboard REST API,"Bookmarks, Privacy, Social",06.02.2016,https://www.programmableweb.com/sdk/pinboard-ruby-sdk-jan-erik-rediger, The Pinboard Ruby SDK by Jan-Erik Rediger interacts with the API to integrate social bookmarks. It offers installation and examples. Documentation available at https://pinboard.in/api/,,Ruby,Independent Developer,https://github.com/ryw/pinboard
