,Related APIs,Category,Submitted,Meta_Url,Description,Repository,Languages,Provider,Asset URL
0,Ubiq Security Indirect API v4.0.1,Security,05.07.2021,https://www.programmableweb.com/sdk/ubiq-security-ruby-sdk," Ubiq Security Ruby SDK enables developers to add customer-side encryption, key management, and security directly into applications with Ruby programming language.",,Ruby,Ubiq Security,https://dev.ubiqsecurity.com/docs/ruby-library
1,Ubiq Security Indirect API v4.0.1,Security,05.07.2021,https://www.programmableweb.com/sdk/ubiq-security-python-sdk," Ubiq Security Python SDK enables developers to add customer-side encryption, key management, and security directly into applications with Python programming language.",,Python,Ubiq Security,https://dev.ubiqsecurity.com/docs/python-library
2,Ubiq Security Indirect API v4.0.1,Security,05.07.2021,https://www.programmableweb.com/sdk/ubiq-security-php-sdk," Ubiq Security PHP SDK enables developers to add customer-side encryption, key management, and security directly into applications with PHP programming language.",,PHP,Ubiq Security,https://dev.ubiqsecurity.com/docs/php-library
3,Ubiq Security Indirect API v4.0.1,Security,05.07.2021,https://www.programmableweb.com/sdk/ubiq-security-nodejs-sdk," Ubiq Security Node.js SDK enables developers to add customer-side encryption, key management, and security directly into applications with Node.js programming language.",,Node.js,Ubiq Security,https://dev.ubiqsecurity.com/docs/javascript-library
4,Ubiq Security Indirect API v4.0.1,Security,05.07.2021,https://www.programmableweb.com/sdk/ubiq-security-java-sdk," Ubiq Security Java SDK enables developers to add customer-side encryption, key management, and security directly into applications with Java programming language.",,Java,Ubiq Security,https://dev.ubiqsecurity.com/docs/java-library
5,Ubiq Security Indirect API v4.0.1,Security,05.07.2021,https://www.programmableweb.com/sdk/ubiq-security-go-sdk," Ubiq Security Go SDK enables developers to add customer-side encryption, key management, and security directly into applications with Go programming language.",,Go,Ubiq Security,https://dev.ubiqsecurity.com/docs/go-library
6,Ubiq Security Indirect API v4.0.1,Security,05.07.2021,https://www.programmableweb.com/sdk/ubiq-security-net-sdk," Ubiq Security .NET SDK enables developers to add customer-side encryption, key management, and security directly into applications.",,".Net, C#",Ubiq Security,https://dev.ubiqsecurity.com/docs/dotnet-library
7,Adobe PDF Embed Indirect API v2.15.0,"PDF, Documents",04.19.2021,https://www.programmableweb.com/sdk/adobe-pdf-embed-javascript-sdk," The PDF Embed Javascript SDK lets developers have more control over how PDFs are rendered in a browser. It supports multiple different ways to view PDFs and APIs into the PDF itself for searching, annotation, and more.",,JavaScript,Adobe,https://www.adobe.io/apis/documentcloud/dcsdk/pdf-embed.html
8,WaifuAI Indirect API v1,"Chat, Artificial Intelligence, Avatars, Bots",03.30.2021,https://www.programmableweb.com/sdk/waifuai-chatbot-nodejs-sdk, Waifus are anime-themed personal assistants. The WaifuAI Node.js SDK enables developers to add a Waifu Chatbot to their applications. The service produces English language responses.,,Node.js,WaifuAI,https://waifuai.com/
9,SecuGen Web Indirect API v1,Biometrics,03.24.2021,https://www.programmableweb.com/sdk/secugen-web-javascript-sdk," The service offers easy to integrate fingerprint capture, enrollment and matching functions for web applications with JavaScript support. It uses JSON objects and no browser plug-ins are needed. Several SecuGen Fingerprint Readers are supported and drivers do need to be installed for the fingerprint readers.",,JavaScript,SecuGen Corporation,https://secugen.com/products/webapi/
10,Neuro AI Indirect API v1,Machine Learning,03.04.2021,https://www.programmableweb.com/sdk/neuro-ai-sdk," Neuro AI provides infrastructure for machine learning models so developers don't need to deal with servers. Use this Python library to compile, predict and train machine learning models in cloud hardware. Data can be uploaded and models exported to the original format it was in. Global models will be exported as pytorch models.",,Python,Neuro Ai,https://www.getneuro.ai/about
11,CurrencyAPI REST API v1,"Currency, Accounts, Data, Financial, Invoicing, Monetization",02.15.2021,https://www.programmableweb.com/sdk/currencyapi-nodejs-sdk," NodeJs wrapper for CurrencyApi.net endpoints.
Prerequisites - Minimum NodeJs v8 (npm v5 and above) - Free or Paid account with CurrencyApi.net",https://github.com/houseofapis/currencyapi-node,Node.js,CurrencyAPI,https://github.com/houseofapis/currencyapi-node
12,CurrencyAPI REST API v1,"Currency, Accounts, Financial, Invoicing, Monetization",02.15.2021,https://www.programmableweb.com/sdk/currencyapi-php-sdk," PHP wrapper for CurrencyApi.net endpoints.
Prerequisites
- Minimum PHP 7.1+ (tested and working on PHP 7.4)
- Free or Paid account with CurrencyApi.net
Composer or clone the repo
Test Coverage - 100% coverage",https://github.com/houseofapis/currencyapi-php,PHP,CurrencyAPI,https://github.com/houseofapis/currencyapi-php
13,mypromo REST API v1,"Printing, Customization, eCommerce, Products",02.14.2021,https://www.programmableweb.com/sdk/mypromo-php-sdk, mypromo PHP SDK simplifies the use of API for printing customized merchandise.,https://github.com/MyPromoConnect/connect-sdk,PHP,mypromo,https://docs.api.mypromo.com
14,Shotstack REST API v1,"Video, Audio, Images, Media",02.12.2021,https://www.programmableweb.com/sdk/shotstack-ruby-sdk, This is the Ruby SDK for interacting with the Shotstack video editing API. It is available as a Ruby Gem.,https://github.com/shotstack/shotstack-sdk-ruby,Ruby,Shotstack,https://shotstack.io/docs/api/
15,Shotstack REST API v1,"Video, Audio, Images, Media",02.06.2021,https://www.programmableweb.com/sdk/shotstack-php-sdk, This is the PHP SDK for interacting with the Shotstack video editing API. It is available as a Composer package.,https://github.com/shotstack/shotstack-sdk-php,PHP,Shotstack,https://shotstack.io/docs/api/#shotstack
16,Shotstack REST API v1,"Video, Audio, Images, Media",02.06.2021,https://www.programmableweb.com/sdk/shotstack-nodejs-sdk, This is the Node.JS SDK for interacting with the Shotstack video editing API. It is available as an NPM package.,https://github.com/shotstack/shotstack-sdk-node,Node.js,Shotstack,https://shotstack.io/docs/api/#shotstack
17,Courier REST API v1,Notifications,02.03.2021,https://www.programmableweb.com/sdk/courier-php-sdk," This PHP Package helps you send notifications through Courier, the smartest way to design &amp; deliver notifications. Design your notifications once using our drag &amp; drop editor, then deliver to any channel through one API. Email, mobile push, SMS, Slack — you name it!",,PHP,Courier,https://packagist.org/packages/trycourier/courier
18,Courier REST API v1,Notifications,02.03.2021,https://www.programmableweb.com/sdk/courier-go-sdk," This Go package helps you send notifications through Courier, the smartest way to design &amp; deliver notifications. Design your notifications once using our drag &amp; drop editor, then deliver to any channel through one API. Email, mobile push, SMS, Slack — you name it!",,Go,Courier,https://pkg.go.dev/github.com/trycourier/courier-go/v2
19,Courier REST API v1,Notifications,02.03.2021,https://www.programmableweb.com/sdk/courier-nodejs-sdk, A Node.js module for communicating with the Courier REST API.,,Node.js,Courier,https://www.npmjs.com/package/@trycourier/courier
20,Courier REST API v1,Notifications,02.03.2021,https://www.programmableweb.com/sdk/courier-ruby-sdk," This Gem helps you send notifications through Courier, the smartest way to design &amp; deliver notifications. Design your notifications once using our drag &amp; drop editor, then deliver to any channel through one API. Email, mobile push, SMS, Slack — you name it!",,Ruby,Courier,https://rubygems.org/gems/trycourier
21,Courier REST API v1,"Notifications, Cloud, Design, Software-as-a-Service",02.03.2021,https://www.programmableweb.com/sdk/courier-python-sdk," This Python Package helps you send notifications through Courier, the smartest way to design &amp; deliver notifications. Design your notifications once using our drag &amp; drop editor, then deliver to any channel through one API. Email, mobile push, SMS, Slack — you name it!",,Python,Courier,https://pypi.org/project/trycourier/
22,FreshBooks REST API,"Accounting, Financial",01.20.2021,https://www.programmableweb.com/sdk/freshbooks-python-sdk," The FreshBooks Python SDK allows you to more easily utilize the FreshBooks API via Python. Developed by Andrew McIntosh at FreshBooks.
Have Questions? Reach out to us at newapi@freshbooks.com",https://github.com/freshbooks/freshbooks-python-sdk,Python,FreshBooks,https://freshbooks.github.io/freshbooks-python-sdk/
23,Weavy Indirect API v8.0.3,"Collaboration, Messaging, Tasks",01.20.2021,https://www.programmableweb.com/sdk/weavy-javascript-sdk," The Weavy JavaScript SDK enables developers to embed the Weavy instant messaging, file sharing, feeds, tasks, services into their own applications. The main point of Weavy is adding new features like instant messaging, file sharing, feeds, document collaboration, etc. to an existing application with minimal effort.",https://github.com/weavy/weavy-sln,".Net, CSS, JavaScript, jQuery",,https://docs.weavy.com/
24,Shake Indirect API v1,"Mobile, Application Development",01.04.2021,https://www.programmableweb.com/sdk/shake-ios-sdk," Shake is a bug reporting tool for mobile apps that helps testers to report bugs easier and enables developers to solve them faster. It offers user attachments, tags, usage data, activity history, and device details with every bug report. The data you receive can be customized to fit the specific debugging requirements of your mobile app. This SDK is for use to develop iOS applications with Shake functionality.",https://github.com/shakebugs/shake-ios,"Objective-C, Swift",Shake Technologies,https://www.shakebugs.com/docs/overview
25,Browzwear Indirect API v1,"Clothing, 3D, Fashion",12.21.2020,https://www.programmableweb.com/sdk/browzwear-c-sdk-0," Browzwear provides 3D digital solutions for the fashion industry. The Browzwear C# SDK gives partners plugin access to the software with methods for asset management, techpack, outputs, garment creation, colorways, smart design, and costing. Browzwear enables users to digitize their apparel workflow with true-to-life 3D.",,C#,Browzwear Solutions,https://developer.browzwear.com/docs/Getting-Started/Create-plugin-csharp
26,Browzwear Indirect API v1,"Clothing, Fashion",12.21.2020,https://www.programmableweb.com/sdk/browzwear-python-sdk," Browzwear provides 3D digital solutions for the fashion industry. The Browzwear Python SDK gives partners plugin access to the software with methods for asset management, techpack, outputs, garment creation, colorways, smart design, and costing. Browzwear enables users to digitize their apparel workflow with true-to-life 3D.",,Python,Browzwear Solutions,https://developer.browzwear.com/docs/Getting-Started/Create-plugin-python
