,Related APIs,Category,Submitted,Meta_Url,Description,Repository,Languages,Provider,Asset URL
0,OpenWeatherMap 5 Day Weather Forecast REST API v2.5,Weather,02.06.2018,https://www.programmableweb.com/sdk/openweathermap-5-day-weather-forecast-javascript-sdk-karol-brzeski, The OpenWeatherMap 5 Day Weather Forecast JavaScript SDK by Karol Brzeski allows developers to integrate the OpenWeatherMap 5 Day Weather Forecast API into their JavaScript applications.,,JavaScript,Independent Developer,https://github.com/KarolBrzeski/Weather-forecast
1,"OpenWeatherMap 16 Day Weather Forecast REST API v2.5, OpenWeatherMap 5 Day Weather Forecast REST API v2.5, OpenWeatherMap Accumulated Weather Data REST API v2.5, OpenWeatherMap Air Pollution REST API v1.0, OpenWeatherMap Current Weather Data REST API v2.5, OpenWeatherMap Historical Data REST API v2.5, OpenWeatherMap History Bulk REST API, OpenWeatherMap Ultraviolet Index REST API v2.5, OpenWeatherMap Weather Alerts REST API v3.0, OpenWeatherMap Weather Stations REST API v3.0",Weather,02.06.2018,https://www.programmableweb.com/sdk/openweathermap-crystal-sdk-chris-larsen," The OpenWeatherMap Crystal SDK by Chris Larsen allows developers to integrate the OpenWeatherMap APIs into their Crystal applications. This SDK covers all APIs available to free accounts, except the OpenWeatherMap Weather Map Layers API.",,Unspecified,Independent Developer,https://github.com/HCLarsen/OpenWeatherMapCr
2,"OpenWeatherMap Current Weather Data REST API v2.5, OpenWeatherMap 5 Day Weather Forecast REST API v2.5, OpenWeatherMap 16 Day Weather Forecast REST API v2.5",Weather,02.06.2018,https://www.programmableweb.com/sdk/openweathermap-java-sdk-kyle-corry, The OpenWeatherMap Java SDK by Kyle Corry allows developers to use the OpenWeatherMap APIs to integrate current and forecast weather conditions into their Java applications.,,Java,Independent Developer,https://github.com/kylecorry31/OpenWeatherMapAPI-Java
3,OpenWeatherMap Current Weather Data REST API v2.5,Weather,02.06.2018,https://www.programmableweb.com/sdk/openweathermap-javascript-sdk-vivek-bajpai," The OpenWeatherMap JavaScript SDK by Vivek Bajpai allows developers to integrate the OpenWeatherMap APIs into their JavaScript applications. So far, this SDK only covers the OpenWeatherMap Current Weather Data API, but others will be added in the future. This SDK is installed via npm.",,JavaScript,Independent Developer,https://github.com/vivekkrbajpai/openweather-api
4,OpenWeatherMap Current Weather Data REST API v2.5,Weather,02.06.2018,https://www.programmableweb.com/sdk/openweathermap-current-weather-data-javascript-sdk-dronorobotics, The OpenWeatherMap Current Weather Data JavaScript SDK by DronoRobotics allows developers to use the OpenWeatherMap Current Weather Data API to retrieve and cache weather data in their JavaScript applications.,,JavaScript,,https://github.com/DronoRobotics/rainman
5,"OpenWeatherMap Current Weather Data REST API v2.5, OpenWeatherMap 5 Day Weather Forecast REST API v2.5",Weather,02.06.2018,https://www.programmableweb.com/sdk/openweathermap-java-sdk-itinosesan, The OpenWeatherMap Java SDK by ItinoseSan allows developers to integrate the OpenWeatherMap Current Weather Data and 5 Day Weather Forecast APIs into their Java applications.,,Java,Independent Developer,https://github.com/ItinoseSan/openWeatherMap-API-4j
6,"OpenWeatherMap Current Weather Data REST API v2.5, OpenWeatherMap 5 Day Weather Forecast REST API v2.5, OpenWeatherMap 16 Day Weather Forecast REST API v2.5",Weather,02.06.2018,https://www.programmableweb.com/sdk/openweathermap-ruby-sdk-janusz-szubert, The OpenWeatherMap Ruby SDK by Janusz Szubert is a gem that allows developers to use the OpenWeatherMap APIs to integrate current and forecast weather conditions into their Ruby applications.,,Ruby,Independent Developer,https://github.com/TheInvalidNonce/weatherbot-cli-app
7,OpenWeatherMap Current Weather Data REST API v2.5,Weather,02.06.2018,https://www.programmableweb.com/sdk/openweathermap-current-weather-data-xamarin-sdk-asif-adamsha, The OpenWeatherMap Current Weather Data Xamarin SDK by Asif Adamsha allows developers to integrate the OpenWeatherMap Current Weather Data API into their Xamarin applications.,,Unspecified,Independent Developer,https://github.com/Asifadam93/XamWeather
8,"OpenWeatherMap Current Weather Data REST API v2.5, OpenWeatherMap 5 Day Weather Forecast REST API v2.5, OpenWeatherMap 16 Day Weather Forecast REST API v2.5",Weather,02.06.2018,https://www.programmableweb.com/sdk/openweathermap-python-sdk-elliotd123," The OpenWeatherMap Python SDK by elliotd123 allows developers to integrate the OpenWeatherMap Current Weather Data, 5 Day Weather Forecast, and 16 Day Weather Forecast APIs into their Python applications. This SDK requires Python 3.",,Python,Independent Developer,https://github.com/elliotd123/pyweather
9,"OpenWeatherMap Current Weather Data REST API v2.5, OpenWeatherMap 5 Day Weather Forecast REST API v2.5",Weather,02.06.2018,https://www.programmableweb.com/sdk/openweathermap-r-sdk-mukul-chaware, The OpenWeatherMap R SDK by Mukul Chaware allows developers to integrate the OpenWeatherMap Current Weather Data and 5 Day Weather Forecast APIs into their R applications.,,R,Independent Developer,https://github.com/mukul13/ROpenWeatherMap
