,Related APIs,Category,Submitted,Meta_Url,Description,Repository,Languages,Provider,Asset URL
21,Kvpbase REST API v2.0.1,"Data, Cloud, Developers",07.16.2018,https://www.programmableweb.com/sdk/kvpbase-nodejs-sdk, This Kvpbase NodeJS SDK connects an application with a RESTful object storage platform. This platform is intended for developers and sysadmins.,,Node.js,Marauder Software,https://github.com/kvpbase/kvpbase-sdk-js-node
22,Kvpbase REST API v2.0.1,"Data, Cloud, Developers",07.16.2018,https://www.programmableweb.com/sdk/kvpbase-php-sdk, The Kvpbase PHP SDK connects an application with a RESTful object storage platform. This platform is intended for developers and sysadmins.,,PHP,Marauder Software,https://github.com/kvpbase/kvpbase-sdk-php
23,Kvpbase REST API v2.0.1,"Data, Cloud, Developers",07.16.2018,https://www.programmableweb.com/sdk/kvpbase-python-sdk, The Kvpbase Python SDK connects an application with a RESTful object storage platform. This platform is intended for developers and sysadmins. The latest version is 3.0.0.,,Python,Marauder Software,https://github.com/kvpbase/kvpbase-sdk-python
24,Kvpbase REST API v2.0.1,"Data, Cloud, Developers",07.16.2018,https://www.programmableweb.com/sdk/kvpbase-objective-c-sdk, This Kvpbase Objective-C SDK connects an application with a RESTful object storage platform. This platform is intended for developers and sysadmins. API Keys should be retrieved dynamically from your servers.,,Objective-C,Marauder Software,https://github.com/kvpbase/kvpbase-sdk-ios
25,Kvpbase REST API v2.0.1,"Data, Cloud, Developers",07.16.2018,https://www.programmableweb.com/sdk/kvpbase-ruby-sdk, The Kvpbase Ruby SDK connects an application with a RESTful object storage platform. This platform is intended for developers and sysadmins. This is gem version 1.0.0.,,Ruby,Marauder Software,https://github.com/kvpbase/kvpbase-sdk-ruby
26,Visenze REST API,"Photos, Extraction, Images, Recognition, Search, Visualizations",07.13.2018,https://www.programmableweb.com/sdk/visenze-swift-sdk, The Visenze Swift SDK is an official SDK that allows developers to integrate the Visenze API into their Swift applications. This SDK requires iOS 8.x or higher.,,Swift,ViSenze,https://github.com/visenze/visearch-sdk-swift
27,Visenze REST API,"Photos, Extraction, Images, Recognition, Search, Visualizations",07.13.2018,https://www.programmableweb.com/sdk/visenze-android-sdk, The Visenze Android SDK is an official SDK that allows developers to integrate the Visenze API into their Android applications. This SDK requires a minimum of Android 2.3.,,Java,ViSenze,https://github.com/visenze/visearch-sdk-android
28,Visenze REST API,"Photos, Extraction, Images, Recognition, Search, Visualizations",07.13.2018,https://www.programmableweb.com/sdk/visenze-ios-sdk, The Visenze iOS SDK is an official SDK that allows developers to integrate the Visenze API into their iOS applications. This SDK works with iOS 7.x or greater.,,Objective-C,ViSenze,https://github.com/visenze/visearch-sdk-ios
29,Visenze REST API,"Photos, Extraction, Images, Recognition, Search, Visualizations",07.13.2018,https://www.programmableweb.com/sdk/visenze-php-sdk, The Visenze PHP SDK is an official SDK that allows developers to access the Visenze API using PHP code. This SDK requires PHP 5+.,,PHP,ViSenze,https://github.com/visenze/visearch-sdk-php
30,Visenze REST API,"Photos, Extraction, Images, Recognition, Search, Visualizations",07.13.2018,https://www.programmableweb.com/sdk/visenze-python-sdk, The Visenze Python SDK is an official SDK that allows developers to integrate the Visenze API into their Python applications. This SDK works with Python 2.7+ and 3.3+.,,Python,ViSenze,https://github.com/visenze/visearch-sdk-python
31,Visenze REST API,"Photos, Extraction, Images, Recognition, Search, Visualizations",07.13.2018,https://www.programmableweb.com/sdk/visenze-java-sdk, The Visenze Java SDK is an official SDK that allows developers to integrate the Visenze API into their Java applications.,,Java,ViSenze,https://github.com/visenze/visearch-sdk-java
32,Zipwhip REST API,"Messaging, Cloud, Telephony",07.13.2018,https://www.programmableweb.com/sdk/zipwhip-go-sdk-alan-capps, The Zipwhip Go SDK by Alan Capps is an SMTP daemon that allows developers to send and accept messages via the Zipwhip API from their Go projects.,,Go,Independent Developer,https://github.com/acapps/zipwhip-smtp
33,Zipwhip REST API,"Messaging, Cloud, Telephony",07.13.2018,https://www.programmableweb.com/sdk/zipwhip-php-sdk-colling-media, The Zipwhip PHP SDK by Colling Media allows developers to access the Zipwhip API using PHP code. This SDK is installed via Composer.,,PHP,Zipwhip,https://github.com/Colling-Media/ZipWhip-PHP-API
34,Zipwhip REST API,"Messaging, Cloud, Telephony",07.13.2018,https://www.programmableweb.com/sdk/zipwhip-ruby-sdk-tgmerritt, The Zipwhip Ruby SDK by tgmerritt is a gem that allows developers to integrate the Zipwhip API into their Ruby applications.,,Ruby,Zipwhip,https://github.com/tgmerritt/zipwhip
35,Zipwhip REST API,"Messaging, Cloud, Telephony",07.13.2018,https://www.programmableweb.com/sdk/zipwhip-java-sdk, The Zipwhip Java SDK allows developers to integrate the Zipwhip API into their Java applications.,,Java,Zipwhip,https://github.com/Zipwhip/zipwhip-api
36,"Postmark EMAIL/MESSAGING/FTP API, Postmark REST API","Email, Business, Protocol",07.13.2018,https://www.programmableweb.com/sdk/postmark-java-sdk-imaginatio, The Postmark Java SDK by Imaginatio allows developers to integrate the Postmark API into their Java applications.,,Java,Postmark,https://github.com/Imaginatio/postmark-java
37,"Postmark EMAIL/MESSAGING/FTP API, Postmark REST API","Email, Business, Protocol",07.13.2018,https://www.programmableweb.com/sdk/postmark-go-sdk-mahmud-ridwan, The Postmark Go SDK by Mahmud Ridwan allows developers to integrate the Postmark API into their Go applications.,,Go,Independent Developer,https://github.com/hjr265/postmark.go
38,"Postmark EMAIL/MESSAGING/FTP API, Postmark REST API","Email, Business, Protocol",07.13.2018,https://www.programmableweb.com/sdk/postmark-haskell-sdk-markhibberd, The Postmark Haskell SDK by markhibberd allows developers to integrate the Postmark API into their Haskell applications.,,Haskell,Independent Developer,https://github.com/markhibberd/postmark
39,"Postmark EMAIL/MESSAGING/FTP API, Postmark REST API","Email, Business, Protocol",07.13.2018,https://www.programmableweb.com/sdk/postmark-go-sdk-kyle-truscott, The Postmark Go SDK by Kyle Truscott allows developers to integrate the Postmark API into their Go applications.,,Go,Independent Developer,https://github.com/keighl/postmark
40,"Postmark EMAIL/MESSAGING/FTP API, Postmark REST API","Email, Business, Protocol",07.13.2018,https://www.programmableweb.com/sdk/postmark-php-sdk-joffrey-jaffeux, The Postmark PHP SDK by Joffrey JAFFEUX allows developers to access the Postmark API using PHP code. This SDK can be installed using Composer.,,PHP,Independent Developer,https://github.com/jjaffeux/postmark-inbound-php
41,"Postmark EMAIL/MESSAGING/FTP API, Postmark REST API","Email, Business, Protocol",07.13.2018,https://www.programmableweb.com/sdk/postmark-ruby-sdk-randy-schmidt," The Postmark Ruby SDK by Randy Schmidt is a gem that allows developers to integrate the Postmark API into their Ruby applications. This SDK works on Ruby Enterprise Edition 1.8.7, 1.9.2, and 1.9.3.",,Ruby,Independent Developer,https://github.com/r38y/postmark-mitt
42,"Postmark EMAIL/MESSAGING/FTP API, Postmark REST API","Email, Business, Protocol",07.13.2018,https://www.programmableweb.com/sdk/postmark-java-sdk-jared-holdcroft, The Postmark Java SDK by Jared Holdcroft allows developers to integrate the Postmark API into their Java applications.,,Java,Independent Developer,https://github.com/jaredholdcroft/postmark-java
43,"Postmark EMAIL/MESSAGING/FTP API, Postmark REST API","Email, Business, Protocol",07.13.2018,https://www.programmableweb.com/sdk/postmark-ruby-rails-sdk-wildbit," The Postmark Ruby on Rails SDK by Wildbit is a gem that allows developers to integrate the Postmark API into their Ruby on Rails applications. This SDK supports Rails 3.x, 4.x, and 5.0.",,Ruby,Wildbit,https://github.com/wildbit/postmark-rails
44,Bacon Ipsum REST API,"Text, Content",07.13.2018,https://www.programmableweb.com/sdk/bacon-ipsum-php-sdk, The Bacon Ipsum PHP SDK interacts with the API to access Lorem Ipsum text to test website content related to bacon.,,PHP,Independent Developer,https://github.com/petenelson/wp-any-ipsum/tree/master/lib
45,Pilot FM Radio Indirect API,"Media, Streaming",07.13.2018,https://www.programmableweb.com/sdk/pilot-fm-radio-android-sdk, The Pilot FM Radio Android SDK connects an application with the radio streaming service provided by the National Association of Broadcasters. Android 2.3.3+ is required.,https://fmradiosdk.nabpilot.org/downloads,Java,National Association of Broadcasters,https://fmradiosdk.nabpilot.org/docs/PILOT_SDK_IntegrationGuide.pdf
46,CityBikes REST API,Cycling,07.13.2018,https://www.programmableweb.com/sdk/citybikes-python-sdk," The CityBikes Python SDK interacts with the API to access bike sharing data for apps, research, and projects. It supports more than 400 cities in the world.
https://citybik.es/",,Python,,https://github.com/eskerda/pybikes
47,Language Detection REST API,"Language, Recognition",07.13.2018,https://www.programmableweb.com/sdk/language-detection-java-sdk, The Language Detection Java SDK allows developers to interact with the DetectLanguage API. Maven and Gradle available.,,Java,Detect Language,https://github.com/detectlanguage/detectlanguage-java
48,Language Detection REST API,"Language, Recognition",07.13.2018,https://www.programmableweb.com/sdk/language-detection-nodejs-sdk, The Language Detection Node.js SDK,,Node.js,Detect Language,https://github.com/detectlanguage/detectlanguage-node
49,Language Detection REST API,"Language, Recognition",07.13.2018,https://www.programmableweb.com/sdk/language-detection-python-sdk, The Language Detection Python SDK communicates with the API to access language recognition. Before using Detect Language API client developers can setup a personal API key.,,Python,Detect Language,https://github.com/detectlanguage/detectlanguage-python
50,Language Detection REST API,"Language, Recognition",07.13.2018,https://www.programmableweb.com/sdk/language-detection-ruby-sdk, The Language Detection Ruby SDK interacts with the API to access language recognition. It returns detected language codes and scores.,,Ruby,Detect Language,https://github.com/detectlanguage/detectlanguage-ruby
51,"Postmark EMAIL/MESSAGING/FTP API, Postmark REST API","Email, Business, Protocol",07.12.2018,https://www.programmableweb.com/sdk/postmark-feathersjs-sdk-feathers-plus," The Postmark FeathersJS SDK by feathers-plus allows developers to integrate the Postmark API into their applications built with FeathersJS, an open source REST and realtime API layer. This SDK is installed via npm.",,JavaScript,,https://github.com/feathers-plus/feathers-postmark
52,"Postmark EMAIL/MESSAGING/FTP API, Postmark REST API","Email, Business, Protocol",07.12.2018,https://www.programmableweb.com/sdk/postmark-laravel-php-sdk-durham-hale," The Postmark Laravel PHP SDK by Durham Hale allows developers to integrate the Postmark API into their applications built with Laravel, a PHP web framework.",,PHP,Independent Developer,https://github.com/durhamhale/laravel-postmark
53,"Postmark EMAIL/MESSAGING/FTP API, Postmark REST API","Email, Business, Protocol",07.12.2018,https://www.programmableweb.com/sdk/postmark-elixir-sdk-marcel-oomens, The Postmark Elixir SDK by Marcel Oomens allows developers to integrate the Postmark API into their Elixir applications.,,Elixir,Independent Developer,https://github.com/marceloomens/ExPosta
54,"Postmark EMAIL/MESSAGING/FTP API, Postmark REST API","Email, Business, Protocol",07.12.2018,https://www.programmableweb.com/sdk/postmark-perl-sdk-ido-perlmuter, The Postmark Perl SDK by Ido Perlmuter allows developers to integrate the Postmark API into their Perl applications.,,PERL,Independent Developer,https://github.com/ido50/WWW-Postmark
55,"Postmark EMAIL/MESSAGING/FTP API, Postmark REST API","Email, Business, Protocol",07.12.2018,https://www.programmableweb.com/sdk/postmark-nodejs-sdk-andrew-sliwinski, The Postmark NodeJS SDK by Andrew Sliwinski allows developers to integrate the Postmark API into their NodeJS applications. This SDK is installed via npm.,,Node.js,Independent Developer,https://github.com/thisandagain/trebuchet
56,"Postmark EMAIL/MESSAGING/FTP API, Postmark REST API","Email, Business, Protocol",07.12.2018,https://www.programmableweb.com/sdk/postmark-scala-sdk-seb-richards, The Postmark Scala SDK by Seb Richards allows developers to integrate the Postmark API into their Scala applications.,,Scala,Independent Developer,https://github.com/sebrichards/postmark-scala
57,"Postmark EMAIL/MESSAGING/FTP API, Postmark REST API","Email, Business, Protocol",07.12.2018,https://www.programmableweb.com/sdk/postmark-java-sdk-wildbit, The Postmark Java SDK by Wildbit allows developers to integrate the Postmark API into their Java applications. This SDK works with Java 8+.,http://search.maven.org/#artifactdetails%7Ccom.wildbit.java%7Cpostmark%7C1.1.6%7C,Java,Wildbit,https://github.com/wildbit/postmark-java
58,"Postmark EMAIL/MESSAGING/FTP API, Postmark REST API","Email, Business, Protocol",07.12.2018,https://www.programmableweb.com/sdk/postmark-python-sdk-dmitry-dygalo, The Postmark Python SDK by Dmitry Dygalo allows developers to integrate the Postmark API into their Python applications. This SDK is in active development.,https://pypi.org/project/postmarker/,Python,Independent Developer,https://github.com/Stranger6667/postmarker
59,Help Scout Mailbox REST API v2.0,"Enterprise, Customer Service, Email, Support",07.12.2018,https://www.programmableweb.com/sdk/help-scout-cnet-sdk-mathieu-kempe," This Help Scout SDK is a C#.Net class library that provides an interface for the Help Scout Web API. The Help Scout API allows developers to programmatically read and write data hosted with Help Scout. Help Scout is a web-based customer service solution that appears to be regular email, without any visible ticket numbers or log-in requirements.",https://github.com/mathieukempe/HelpScoutNet,".Net, C#",Independent Developer,https://github.com/mathieukempe/HelpScoutNet/blob/master/LICENSE
60,Help Scout Mailbox REST API v2.0,"Enterprise, Customer Service, Email, Support",07.12.2018,https://www.programmableweb.com/sdk/help-scout-python-sdk-mike-mccann," This Help Scout SDK is a Python wrapper for the Help Scout API. The Help Scout API allows developers to programmatically read and write data hosted with Help Scout. Help Scout is a web-based customer service solution that appears to be regular email, without any visible ticket numbers or log-in requirements.",https://github.com/mccannm11/helpscout-api-python,Python,Independent Developer,https://developer.helpscout.com/open-source
61,Help Scout Docs REST API,"Enterprise, Customer Service, Documents, Email, Support",07.12.2018,https://www.programmableweb.com/sdk/help-scout-docs-python-sdk-buffer," This Help Scout SDK is a Python client for the Help Scout Docs API. It is a basic wrapper that allows you to grab content from HelpScout docs.The Help Scout Docs API provides a way to read and write data to your Docs sites. It returns one of three envelopes depending upon the request issued: Single Item Envelope, Collections Envelope or Error Envelope. It allows developers to programmatically read and write data hosted with Help Scout. Help Scout is a web-based customer service solution that appears to be regular email, without any visible ticket numbers or log-in requirements.",https://github.com/bufferapp/BFRHelpScoutDocsClient,Python,Buffer,https://github.com/bufferapp/BFRHelpScoutDocsClient/blob/master/LICENSE
62,Help Scout Docs REST API,"Enterprise, Customer Service, Documents, Email, Support",07.12.2018,https://www.programmableweb.com/sdk/help-scout-docs-ruby-sdk-guestfolio," This Help Scout SDK is a Ruby Wrapper for the Help Scout Docs API. It is limited Help Scout Docs API integration that provides functionality for extracting existing documentation content. The Help Scout Docs API provides a way to read and write data to your Docs sites. It returns one of three envelopes depending upon the request issued: Single Item Envelope, Collections Envelope or Error Envelope. It allows developers to programmatically read and write data hosted with Help Scout. Help Scout is a web-based customer service solution that appears to be regular email, without any visible ticket numbers or log-in requirements.",https://github.com/Guestfolio/help-scout-docs,Ruby,,https://developer.helpscout.com/open-source/
63,Help Scout Docs REST API,"Enterprise, Customer Service, Documents, Email, Support",07.12.2018,https://www.programmableweb.com/sdk/help-scout-docs-php-sdk-michael-morozov," This Help Scout SDK is a PHP Wrapper for the Help Scout Docs API. The Help Scout Docs API provides a way to read and write data to your Docs sites. It returns one of three envelopes depending upon the request issued: Single Item Envelope, Collections Envelope or Error Envelope. It allows developers to programmatically read and write data hosted with Help Scout. Help Scout is a web-based customer service solution that appears to be regular email, without any visible ticket numbers or log-in requirements.",https://github.com/m1x0n/helpscout-docs-api-php,PHP,Independent Developer,https://developer.helpscout.com/open-source/
64,Kvpbase REST API v2.0.1,"Data, Cloud, Developers",07.12.2018,https://www.programmableweb.com/sdk/kvpbase-c-sdk, The Kvpbase C# SDK connects an application with a RESTful object storage platform. This platform is intended for developers and sysadmins. The latest version is 3.0.1.,,C#,,https://github.com/kvpbase/kvpbase-sdk-csharp
65,Gfycat REST API v1,"Images, Animation, Meme",07.12.2018,https://www.programmableweb.com/sdk/gfycat-npm-javascript-sdk," The Gfycat npm JavaScript SDK requires npm install gfycat-sdk --save to authenticate, search images, get user details, and get trending GIFs.",https://www.npmjs.com/package/gfycat-sdk,JavaScript,Gfycat,https://developers.gfycat.com/jssdk/
66,Gfycat REST API v1,"Images, Animation, Meme",07.12.2018,https://www.programmableweb.com/sdk/gfycat-apikit-ios-sdk," The Gfycat APIKit iOS SDK interacts with the API to implement image access features. Documentation available at https://developers.gfycat.com/analytics/#gfycat-analytics For support, contact api@gfycat.com",https://github.com/gfycat/GfycatApiKit,Objective-C,Gfycat,https://developers.gfycat.com/iossdk/
67,Gfycat REST API v1,"Images, Animation, Meme",07.12.2018,https://www.programmableweb.com/sdk/gfycat-core-sdk," The Gfycat Core SDK for Android devices wraps the API to access images, animations, and memes. It's dependent on the Android libraries: Rx Java, Retrofit, and Retrofit RxJava Adapter.",,Java,Gfycat,https://developers.gfycat.com/androidsdk/
68,Getty Images REST API,Images,07.12.2018,https://www.programmableweb.com/sdk/getty-images-ruby-sdk, The Getty Images Ruby SDK interacts with the API to access image retrieval data. Documentation at https://developers.gettyimages.com/api/,,Ruby,Getty Images,https://github.com/gettyimages/gettyimages-api_ruby
69,Getty Images REST API,Images,07.12.2018,https://www.programmableweb.com/sdk/getty-images-nodejs-sdk," The Getty Images Node.js SDK includes Node.js and NPM as prerequisites to access image information, interacting with the API.",,Node.js,Getty Images,https://github.com/gettyimages/gettyimages-api_nodejs
70,Getty Images REST API,Images,07.12.2018,https://www.programmableweb.com/sdk/getty-images-java-sdk, The Getty Images Java SDK enables custom Request functionality that allows a user to call any endpoint. Documentation available at https://developers.gettyimages.com/api/,,Java,Getty Images,https://github.com/gettyimages/gettyimages-api_java
71,Getty Images REST API,Images,07.12.2018,https://www.programmableweb.com/sdk/getty-images-php-sdk," The Getty Images PHP SDK allows searching for images and videos from Getty catalogs, getting image and video metadata, downloading files using Getty Images products such as Editorial subscriptions, Easy Access, Thinkstock Subscriptions, and Image Packs.",,PHP,Getty Images,https://github.com/gettyimages/gettyimages-api_php
72,Getty Images REST API,Images,07.12.2018,https://www.programmableweb.com/sdk/getty-images-net-sdk, The Getty Images .NET SDK can access the API to implement image accessing features. Available credential management for HTTP requests.,,.Net,Getty Images,https://github.com/gettyimages/gettyimages-api_dotnet
73,MyParcel.com REST API v1.0,Shipping,07.11.2018,https://www.programmableweb.com/sdk/myparcelcom-php-sdk, The MyParcel.com PHP SDK allows you to communicate with the MyParcel.com API. The API allows you to send shipments using the MyParcel.com platform. The API requests to and responses have a root JSON object structure that uses the JSON API specification. MyParcel.com provides a shipping portal that allows you to send parcels and letters to and from any place in the world.,https://github.com/MyParcelCOM/api-sdk-php,PHP,MyParcel.com,https://docs.myparcel.com/api-specification/
74,MyParcel Core REST API v2.0.4,"Shipping, European, Location, Ordering, Prices",07.11.2018,https://www.programmableweb.com/sdk/myparcel-core-ruby-sdk-paypro, This MyParcel Core SDK is a Ruby wrapper for the MyParcel.nl API. The MyParcel API provides a RESTlike architecture that integrates shipment features into applications. MyParcel is a platform that makes shipping packages simple.,https://github.com/paypronl/myparcel,Ruby,PayPro,https://github.com/paypronl/myparcel/blob/master/LICENSE.txt
75,Traitify REST API,"Analytics, Predictions",07.11.2018,https://www.programmableweb.com/sdk/traitify-javascript-sdk," The Traitify JavaScript SDK interacts with the Personality API. jQuery is not required, but it does need ie8 and up, chrome, safari, or Firefox browsers to make CORS requests.",,JavaScript,Traitify,https://github.com/traitify/traitify-js-client
76,Traitify REST API,"Analytics, Predictions",07.11.2018,https://www.programmableweb.com/sdk/traitify-php-sdk, The Traitify PHP SDK can be installed via composer to interact with the Personality API. Learn more at https://app.traitify.com/developer,,PHP,Traitify,https://github.com/traitify/traitify-php
77,Traitify REST API,"Analytics, Predictions",07.11.2018,https://www.programmableweb.com/sdk/traitify-python-sdk," The Traitify Python SDK interacts with the Personality API. Developers can access personality traits, types, and career tracks.",,Python,Traitify,https://github.com/traitify/traitify-python2.x
78,Traitify REST API,"Analytics, Predictions",07.11.2018,https://www.programmableweb.com/sdk/traitify-java-sdk, The Traitify Java SDK interacts with the Personality API. Includes JAR files and testing.,,Java,Traitify,https://github.com/traitify/traitify-java
79,MyParcel Core REST API v2.0.4,"Shipping, European, Location, Ordering, Prices",07.11.2018,https://www.programmableweb.com/sdk/myparcel-core-php-sdk, This MyParcel Core SDK is a PHP wrapper for the MyParcel.nl API. The MyParcel API provides a RESTlike architecture that integrates shipment features into applications. MyParcel is a platform that makes shipping packages simple.,https://github.com/myparcelnl/sdk,PHP,MyParcel,https://myparcelnl.github.io/api/
80,Traitify REST API,"Analytics, Predictions",07.11.2018,https://www.programmableweb.com/sdk/traitify-net-sdk, The Traitify .NET SDK interacts with the Personality API. Package installation is required https://www.nuget.org/packages/TraitifyLibrary/1.0.0,,.Net,Traitify,https://github.com/traitify/traitify.net
81,Traitify REST API,"Analytics, Predictions",07.11.2018,https://www.programmableweb.com/sdk/traitify-nodejs-sdk, The Traitify Node.js SDK interacts with the Personality API to access results on slides and bulk.,,Node.js,Traitify,https://github.com/traitify/traitify-node
82,Traitify REST API,"Analytics, Predictions",07.11.2018,https://www.programmableweb.com/sdk/traitify-ruby-sdk, The Traitify Ruby SDK can access the Personality API. It includes assessment results. Learn more at https://app.traitify.com/developer,,Ruby,Traitify,https://github.com/traitify/traitify-ruby
83,,Random,07.11.2018,https://www.programmableweb.com/sdk/unofficial-chuck-norris-facebook-messenger-java-sdk, The Unofficial Chuck Norris Facebook Messenger Java SDK is an integration to ask a random joke by typing hi on Facebook Messenger.,,Java,Independent Developer,https://github.com/chucknorris-io/app-facebook-messenger
84,,Random,07.11.2018,https://www.programmableweb.com/sdk/unofficial-chuck-norris-nodejs-sdk," The Unofficial Chuck Norris Node.js SDK interacts with the API to access facts related to Norris' toughness, attitude, virility, sophistication, and masculinity.",,Node.js,Independent Developer,https://github.com/chucknorris-io/client-nodejs
