,Description,Category,Submitted,Meta_Url,Related APIs,Categories,URL,Company,App Type
0,"To assist users when making Uber requests, SurgeProtector lets one know if the area they are in is currently experiencing peek pricing. This is filterable buy specific Uber model. If there is no surge, users can request a ride from within the app.",Transportation,11.24.2014,https://www.programmableweb.com/mashup/surgeprotector,Uber,"Transportation, Open Data, Payments",https://itunes.apple.com/us/app/surgeprotector/id925613132?mt=8,,Mobile
1,WunderWalk is a web application that enables users to search for places of interest in urban settings. Users are able to customize and share their trips with others.,Location,11.19.2014,https://www.programmableweb.com/mashup/wunderwalk,"Google Maps, Foursquare","Location, Social",http://www.wunderwalk.com/,WunderWalk,Web
2,"Distant.ly is a web application that uses the Traitify API to accept user feedback to generate a personality profile. This is done by selecting ""Me"" or ""Not Me"" when presented with multiple images, helping to paint a picture of the user. The web app then uses this information to make suggestions for travel destinations and activities. Currently still under development, Distant.ly is created and supported by web developer Tom Rutka.",Travel,11.17.2014,https://www.programmableweb.com/mashup/distant.ly,Traitify,"Travel, Big Data, Predictions",http://distantly.ratetourguides.com/,,Web
3,"Diabetes Prevalence &amp; Clinical Research in the U.S. is a web application that contains an interactive map showing the U.S. prevalence of diabetes along with diabetes clinical research sites. This application allows users to view diabetes prevalence by raw number, percentage of population or incidence density per square mile. An additional layer lets users view recruiting diabetes clinical trials throughout the U.S.",Health,11.11.2014,https://www.programmableweb.com/mashup/diabetes-prevalence-clinical-research-united-states,Eli Lilly Clinical Open Innovation,"Health, Healthcare, Mapping, Medical, Medicine, Open Data",http://worlddiabetesday.lillycoi.com,Lilly Clinical Open Innovation,Web
4,"SocketBot builds web applications using Node.js and Angluar JS. SocketBot also works with JavaScript, HTTP, and CSS for front-end development. A project they have developed is Stateship which allows users to find their national, state, and local government representatives.",Application Development,11.11.2014,https://www.programmableweb.com/mashup/socket-bot,HashedTags,"Application Development, Design, Developers, Marketing",http://socketbot.com,Socket Bot,Web
5,"With a Chrome Extension, the Time Extractor API enables identification of dates and/or times on web pages and makes it possible to add them to Google Calendar.",Natural Language Processing,11.11.2014,https://www.programmableweb.com/mashup/time-extractor-chrome-extension,Time Extractor,"Natural Language Processing, Extraction, Time",https://chrome.google.com/webstore/detail/time-extractor/hgaoahpeednaofaedhlbengbefdcfiei,Codeminders,Web
6,"Kiscover is a web application that allows users to search for different types of content available through its database. The available content type varies across multiple platforms, from music to tutorials.",Video,11.10.2014,https://www.programmableweb.com/mashup/kiscover,"YouTube, Linode",Video,http://www.kiscover.com,Kiscover,Web
7,"Bookfinder is a mobile application that lets users browse and search for different book titles. The application uses a few different APIs, including Google Books and Open Library.",Books,11.07.2014,https://www.programmableweb.com/mashup/bookfinder,"Google Books, Open Library Books, Amazon Product Advertising, eBay Finding","Books, Search",http://www.currency-table.com/en/app-bookfinder.html,M. Brodski Software,Mobile
8,"Filmfinder is a mobile application that lets users browse and search for movies and TV series. Filmfinder uses a few different APIs for their database, including Youtube and Movie DB.",Movies,11.07.2014,https://www.programmableweb.com/mashup/filmfinder,"Rotten Tomatoes, The Movie Database (TMDb), YouTube","Movies, Search",http://www.currency-table.com/en/app-filmfinder.html,M. Brodski Software,Mobile
9,"The PropertyWizza mashup compiles information by zipcode to help users make decisions about buying or renting a home. With the help of Postcodes.io and the Nestoria and Zoopla APIs, PropertyWizza provides a map containing information on everything from schools and taxes, to crime and the best pubs.",Real Estate,11.04.2014,https://www.programmableweb.com/mashup/propertywizza,"Nestoria, Zoopla, UK Postcodes","Real Estate, Housing, Postcodes",http://www.propertywizza.com,Wizzamania,Web
10,CensusMapper is a Windows 8 application that allows to access information from the U.S. Census Data using the Census API. The data displays on a map using Bing Maps API. This mashup is built with XAML and C#.,Mapping,11.04.2014,https://www.programmableweb.com/mashup/censusmapper-app-mashup-census-data-bing-maps,"US Census Bureau, Microsoft Bing Maps","Mapping, Data, Demographics",http://www.census.gov/data/data-tools.html,U.S. Census Data and Microsoft Bing,Web
11,Velocipedia is a web application that lets users find available paths for bicycling in Portugal.,Mapping,11.04.2014,https://www.programmableweb.com/mashup/velocipedia,Mapbox,"Mapping, Tourism",http://velocipedia.eu,Velocipedia,Web
12,"Poll Position is a software application designed for Google Glass. It is not endorsed, or made by Google, but it consumes Google APIs. With Poll Position, users can implement Google's Civic Information API in order to retrieve polling information available on a per state basis.",Mapping,11.02.2014,https://www.programmableweb.com/mashup/poll-position,"Google Maps, Google Civic Information, Google Mirror","Mapping, Localization",http://rededge.com/pollposition/,Red Edge,Web
13,"Attractions of America lists top 10 attractions in each of the 50 States of America. Destinations include top beaches, top museums, top nightlife places, and top romantic destinations. The site shows the categories of things to do, US map, deals, and photos. Attractions of America invites users to add a favorite attraction at no cost with the aim to increase the number of adventures presented on the site.",Tourism,10.31.2014,https://www.programmableweb.com/mashup/attractions-america,Google AdSense,"Tourism, Recreation, Travel, USA",http://www.attractionsofamerica.com,Attractions of America,Web
14,"Find Me Similar is a web application that let users find recommendations for their games and movies. The recommendations are generated based on multiple factors such as genres, plots, actors, game type, and more.",Movies,10.30.2014,https://www.programmableweb.com/mashup/find-me-similar,YouTube,"Movies, Games, Recommendations",http://www.findmesimilar.com,Find Me Similar,Web
15,"DocuSign for Salesforce is an eSignature application that lets users/businesses to complete and sign documents electronically, automating workflow and applying automatic updates to existing systems. DocuSign is fully integrated with Salesforce.",Electronic Signature,10.28.2014,https://www.programmableweb.com/mashup/docusign-salesforce,DocuSign Enterprise,"Electronic Signature, Sales",https://www.docusign.com/partner/docusign-salesforce,"DocuSign, Inc.",Web
16,"Docusign for Outlook is an eSignature application that is fully integrated with Outlook. With this application, users will be able to electronically sign documents sent to their email, and/or assign people to sign the documents within their contacts.",Electronic Signature,10.28.2014,https://www.programmableweb.com/mashup/docusign-outlook,DocuSign Enterprise,"Electronic Signature, Email",https://www.docusign.com/partner/docusign-for-outlook,"DocuSign, Inc.",Desktop
17,DocuSign for Microsoft is an eSignature application that is integrated with Microsoft Word. The application lets users to review and send documents for signature directly from the MS Office applications that they are using. The recipients are then able to sign the documents electronically using DocuSign.,Electronic Signature,10.28.2014,https://www.programmableweb.com/mashup/docusign-microsoft-word,DocuSign Enterprise,"Electronic Signature, Documents",https://www.docusign.com/partner/docusign-for-microsoft-word,"DocuSign, Inc.",Desktop
18,Zuora is an online company that provides services to businesses who want to sell their products/services via subscription. This application is integrated with DocuSign to enable its customers to electronically sign their documents.,Electronic Signature,10.28.2014,https://www.programmableweb.com/mashup/zuora-docusign,DocuSign Enterprise,"Electronic Signature, Billing",https://www.docusign.com/partner/zuora,"DocuSign, Inc.",Web
19,Contract Guardian integrated with DocuSign is a service offered by Contract Guardian that allows customers to sign documents electronically. Customers are also able to add more signers to the documents.,Electronic Signature,10.28.2014,https://www.programmableweb.com/mashup/contract-guardian-docusign,DocuSign Enterprise,"Electronic Signature, Contracts",https://www.docusign.com/partner/contract-guardian,"DocuSign, Inc.",Web
20,"Centrify is a Saas company that provides solutions for unifying identity management across cloud, mobile and data center IT environments. Docusign is integrated with Centrify to allow customers to sign on Centrify's website.",Electronic Signature,10.28.2014,https://www.programmableweb.com/mashup/centrify-docusign,DocuSign Enterprise,"Electronic Signature, Identity",https://www.docusign.com/partner/centrify-user-suite,"DocuSign, Inc.",Web
21,ArcPoint Gateway is an online construction billing system that allows electronic real-time submissions. ArcPoint Gateway can be integrated with user financial systems through a centralized payment processing gateway.,Electronic Signature,10.28.2014,https://www.programmableweb.com/mashup/arcpoint-gateway,DocuSign Enterprise,"Electronic Signature, Real Time",https://www.docusign.com/partner/arc-point-gateway,"DocuSign, Inc.",Web
22,AppBuilder Forms is a mobile application from Weever Apps that lets users create and manage a suite of mobile forms for business-related processes. Customers to this application can access and manage documents electronically.,Electronic Signature,10.28.2014,https://www.programmableweb.com/mashup/appbuilder-forms-docusign,DocuSign Enterprise,"Electronic Signature, Forms",https://www.docusign.com/partner/appbuilder-forms,"DocuSign, Inc.",Web
23,Aplifi is a technology and service provider for the life and annuity industry. Aplifi integrates DocuSign into their applications to enable their customers to electronically sign documents.,Electronic Signature,10.28.2014,https://www.programmableweb.com/mashup/docusign-aplifi,DocuSign Enterprise,"Electronic Signature, Transactions",https://www.docusign.com/partner/aplifi,"DocuSign, Inc.",Web
24,Akcelerant is a web application that focuses its development to provide services to the financial industry. The DocuSign Akcelerant Integration allows customers to transfer lending documents to distribute for eSignature.,Electronic Signature,10.28.2014,https://www.programmableweb.com/mashup/docusign-akcelerant-integration,DocuSign Enterprise,"Electronic Signature, Financial",https://www.docusign.com/partner/akcelerant,"DocuSign, Inc.",Web
25,Smartsheet is a SaaS company that offers a businesses collaboration and work management tool. The Smartsheet and DocuSign integration will enable users to electronically sign documents such as contracts.,Electronic Signature,10.28.2014,https://www.programmableweb.com/mashup/smartsheet-docusign-integration,DocuSign Enterprise,"Electronic Signature, Collaboration, Contracts, Project Management",https://www.docusign.com/partner/smartsheet,"DocuSign, Inc.",Web
26,"Wikia Game Guides is a mobile application that offers walkthroughs, tips, cheats and guides to users for their games.",Games,10.27.2014,https://www.programmableweb.com/mashup/wikia-game-guides,Wikia,"Games, Guides",http://api.wikia.com/wiki/Wikia_Game_Guides,Wikia,Mobile
27,"LyricWiki Lyrics is the mobile application for LyricWiki, a website which provides users with lyrics that are inputted by other fans. Users can access to the same content using this mobile application on their portable devices.",Lyrics,10.27.2014,https://www.programmableweb.com/mashup/lyricwiki-lyrics,LyricWiki,Lyrics,http://api.wikia.com/wiki/LyricWiki_lyrics,LyricWiki,Mobile
28,"My Wikia is a mobile application for Wikia, a resource for pop culture topics such as movies, video games, TV shows, and more. My Wikia is designed for iPad.",Wiki,10.27.2014,https://www.programmableweb.com/mashup/my-wikia,Wikia,Wiki,http://api.wikia.com/wiki/My_Wikia,Wikia,Mobile
29,"X.co is an URL shortener web application. Users can enter the URL they want to shorten directly onto the application, and X.co will shorten it into another usable link.",URL Shortener,10.27.2014,https://www.programmableweb.com/mashup/x.co,GoDaddy,URL Shortener,http://app.x.co/,GoDaddy,Web
30,Whereabouts London is a web application created by the Future Cities Catapult with the goal to explore what London could look like in the future based on how people live currently. It aims to use open data to explore and improve the quality of life in future cities.,Data,10.27.2014,https://www.programmableweb.com/mashup/whereabouts-london,Mapbox,"Data, Big Data, Cities, Mapping",http://www.whereaboutslondon.org,,Web
31,"Formerly known as Webstagram, Websta is a web application that allows users to browse for and view photos/content available on Instagram.",Images,10.26.2014,https://www.programmableweb.com/mashup/websta,Instagram Graph,"Images, Viewer",http://websta.me/,A-FIS PTE. LTD,Web
32,"This is the unofficial Android dependent on the REFUGE Restrooms AP. The app allows users to interact with the database of restrooms safe for transgender, intersex, gender nonconforming, as well as handicapped individuals. Users can search a map to view drop-pins for restroom locations nearest to their proximity. Also, the app displays short bios on the restroom so that users are informed.",Lists,10.23.2014,https://www.programmableweb.com/mashup/refuge-android-app,REFUGE Restrooms,"Lists, Directories, Healthcare",https://play.google.com/store/apps/details?id=com.sopinka.refuge,Sopinka Software Solutions,Mobile
33,"Users can order pizza with Dom, the new virtual assistant by Domino's Pizza. This voice recognition mashup can be found in Domino's app. It is available on the Apple App Store, Windows Phone Store, and Google Play.",Recognition,10.23.2014,https://www.programmableweb.com/mashup/dom-dominos-pizza,Nuance Nina,"Recognition, Food, Ordering, Voice",https://order.dominos.com/en/pages/content/content.jsp?page=apps&so=hp,Domino's Pizza,Mobile
34,"Padvark.nl is a web application that provides users with information on different running, cycling or cross-country biking events in the Netherlands. With Padvark.nl, users will be able to access information on cycling events, simply by entering the location of their choice.",Sports,10.23.2014,https://www.programmableweb.com/mashup/padvark.nl,"Strava, Google Maps, Google Chart","Sports, Calendars, Charts, Cycling, Mapping",http://www.padvark.nl,PadvarkNl,Web
35,"The ""Explore"" app, developed by big data provider Datarella, accesses sensors in Android smartphones and wearable devices to record information like location, environment, mood, activity, general health, and personal behavior. Users of Explore are able to chart their daily activity within the user interface in order to better understand their habits. This data is then aggregated and issued in a way that respects user privacy to Datarella partners to help increase their customer data portfolio.",Quantified Self,10.22.2014,https://www.programmableweb.com/mashup/explore-app,Datarella,"Quantified Self, Big Data, Fitness, Health, Intelligence",https://play.google.com/store/apps/details?id=com.datarella.explore&hl=de,Datarella,Mobile
36,Salsa's is a web application that lets customers place online orders for Mexican food in Australia. The application uses the MYOB AccountRight Live API which aenables the company to manage their inventory and customers' orders.,Accounts,10.20.2014,https://www.programmableweb.com/mashup/salsas,MYOB AccountRight Live,"Accounts, Food",http://www.salsas.com.au/,Salsa's,Web
37,"Boost is a mobile application that enables users to pre-order their drinks online to pick up at the Boost juice store or have it delivered to them (depending on location). Boost uses MYOB AccountRight Live API, which allows customers to interact with Boost individually.",Accounts,10.20.2014,https://www.programmableweb.com/mashup/boost,MYOB AccountRight Live,Accounts,http://www.boostjuice.com.au/,Boost,Mobile
38,"Instagr.in is a web-based version of Instagram that supplies to users the complete functionality of Instagram, including browsing user feeds, tagging users &amp; locations, liking/unliking, performing a search of Instagram by keyword or username, commenting, as well as downloading and sharing photos. In addition to these normal functions, a unique aspect of Instagr.in is that the ""blend"" tab will aggregate occurrences of identical of users, hashtags, and locations into a single feed.",Photos,10.16.2014,https://www.programmableweb.com/mashup/instagr.,Instagram Graph,"Photos, Community, Images",https://instagr.in/,,Web
39,"UP▲HAIL gives users real time price comparisons between using Uber and Lyft. It can also respond with nearby rideshare opportunities, price surges, nearest cities with on-demand rideshares, available SUVs or vans, and active promotions. Supported U.S. cities include Atlanta, Baltimore, Boston, Los Angeles, New York City, Pittsburgh, San Francisco, Seattle, and Washington D.C.",Transportation,10.16.2014,https://www.programmableweb.com/mashup/%E2%96%B2hail,Uber,"Transportation, Payments",http://uphail.com/,,Web
40,Adium Pushover uses Pushover's API to trigger notifications to Android and iOS devices when a message is received through Adium's open source instant messaging application.,Messaging,10.15.2014,https://www.programmableweb.com/mashup/adium-pushover,"Pushover Message, Yahoo Messenger, AOL Instant Messenger, MSN Messenger, Google Talk, Twitter, Facebook, Skype",Messaging,http://adiumxtras.com/index.php?a=xtras&xtra_id=8257,Adium,Mobile
41,"Using the Pushover API, IFTTT allows connections to be made between Pushover and over 109 Channels in a customized ""recipe"" that triggers notifications to be sent to your mobile device. Popular IFTTT Recipes include Box, Dailymotion, Bestbuy, Evernote, Facebook, Fitbit, Google Drive, Instagram, Linkedin, Nike, SMS, Twitter, Yahoo Sports, Yammer, and YouTube.",Notifications,10.15.2014,https://www.programmableweb.com/mashup/ifttt,"Pushover Message, Facebook","Notifications, Activity Streams",https://ifttt.com,IFTTT,Mobile
42,"Printicular aims to facilitate printing from social media. Users can order prints from a smart phone and pick up on Walgreens the same day. They also can receive the pictures in a specific location with the express delivery worldwide service. Printicular can print photos from a phone's camera, from Facebook, and Instagram.",Printing,10.13.2014,https://www.programmableweb.com/mashup/printicular,Walgreens QuickPrints,"Printing, Photos",http://printicular.com/,Walgreens,Mobile
