,Description,Category,Submitted,Meta_Url,Related APIs,Categories,URL,Company,App Type
0,See health code violations and past inspections directly on a restaurant listing page.,Health,03.08.2007,https://www.programmableweb.com/mashup/yellow-pages-plus-denver-health-inspections,Yahoo Local Search,"Health, Mapping, Food",http://yp.yahoo.com.health.u.orch8.net/py/ypBrowse.py?ycat=7766842&city=Denver&state=CO&zip=80007&uzip=80007&country=us,,
1,"Customizable maps, fishing catch tracker, fishing reports and daily weather.",Sports,03.08.2007,https://www.programmableweb.com/mashup/fishingnotes.com,"Google Search, Google Maps, NOAA National Weather Service (NWS) NDFD SOAP","Sports, Sports, Travel, Weather, Mapping",http://www.fishingnotes.com,,
2,"Locate ping-pong tables in Berlin, Germany, on a map.",Mapping,03.07.2007,https://www.programmableweb.com/mashup/berlin-tischtennis,Google Maps,"Mapping, German, Games, German, Sports",http://www.berlin-tischtennis.de,,
3,"Free, self-serve carpool or rideshare commuter matching service. Map-centric with user-friendly interface.",Mapping,03.06.2007,https://www.programmableweb.com/mashup/emotorpool,Google Maps,"Mapping, Transportation, Travel",http://www.emotorpool.com,,
4,Draws musical scales on a virtual fretboard. Uses the FUTEF API to get scale information from Wikipedia.,Music,03.06.2007,https://www.programmableweb.com/mashup/guitarscales-drawer,FUTEF Wikipedia API,"Music, Music, Wiki",http://www.rozengain.com/guitar-scales/,,
5,"User-edited search results for health, beauty and fashion sites plus blog, friends, reviews and contests.",Search,03.06.2007,https://www.programmableweb.com/mashup/best-beauty-search,"Blogger, Google AdWords , Google Search, Ning, Google AdSense","Search, Beauty, Health, eCommerce",http://www.bestbeautysearch.com,,
6,"Wide collection of Arabic media including TV, radio, movies and clips.",Media,03.06.2007,https://www.programmableweb.com/mashup/3arabtv-clips,YouTube,"Media, Video",http://veedea.com?term=arabic,,
7,"Lots of handy tools that let you profile any the 87,058,540 Internet domains in existence. In addition to indexing every active domain, it also knows about the 237,192,827 inactive domains that have been registered and deleted since the early days.",Statistics,03.06.2007,https://www.programmableweb.com/mashup/domain-tools,Compete,Statistics,http://www.domaintools.com/,,
8,"Slick music information mashup with photos, videos and news. Search or browse artists by name or genre.",Music,03.05.2007,https://www.programmableweb.com/mashup/musictonic,"Amazon Product Advertising, Yahoo Maps, Last.fm, Yahoo Image Search","Music, Photos, Video, News Services",http://musictonic.com,,
9,"Upload your GPS tracks stored in GPX format, and see your tracks and your friends tracks in satellite view.",Mapping,03.05.2007,https://www.programmableweb.com/mashup/gps-tracks,Google Maps,"Mapping, Mapping, Mapping, Recreation",http://trovami.altervista.org/en/track/,,
10,The top 25 crimes as reported by Time magazine are plotted on a map with useful information and photos about each.,Photos,03.05.2007,https://www.programmableweb.com/mashup/top-25-crimes-century,"Google Maps, Yahoo Geocoding","Photos, Mapping, History, News Services, Crime",http://www.mibazaar.com/top25crimes.html,,
11,"Black Enterprise magazine listing of Top 10 Most Powerful Blacks in Hollywood, mapped by place of birth with biographical info and videos.",Celebrities,03.05.2007,https://www.programmableweb.com/mashup/top-10-african-americans-hollywood,"Google Maps, Yahoo Geocoding","Celebrities, Mapping, Video, Movies",http://www.mibazaar.com/influentialcelebrities/top10powerfulblacks.html,,
12,"Create sets of media related to fashion, particularly leaning towards coverage of fashion events, and share them with other members.",Fashion,03.05.2007,https://www.programmableweb.com/mashup/fashion-diary,"Flickr, YouTube","Fashion, Video, Photos",http://www.fashionising.com/,,
13,Winner of the 2007 ETel Mashup Contest. A clever and useful mashup that transcribes office voice mails left by patients for doctors into text and then sends them via SMS to the doctor. With source code.,Messaging,03.04.2007,https://www.programmableweb.com/mashup/after-hours-doctors-office,"Amazon Mechanical Turk, StrikeIron SMS Mobile Marketing","Messaging, Telephony, Application Development, Telephony",https://howethomas.backpackit.com/pub/975351,,
14,"Get real time stock quotes of your favorite stocks n your mobile phone using SMS, WAP or Email. Use the keyword quote followed by the ticker symbol. Provide multiple ticker symbols, like quote goog yhoo.",Stocks,03.04.2007,https://www.programmableweb.com/mashup/realtime-stock-quotes-phone,411Sync,"Stocks, Financial, Messaging, Mobile, Messaging",http://www.411sync.com/cgi-bin/search?query=quote%20aapl%20yhoo%20goog%20amzn%20ebay%20msft,,
15,"Virginia Beach and Norfolk area rental ads with syndication to Google Base, Oodle, VAST and Edgeio.",Mapping,03.03.2007,https://www.programmableweb.com/mashup/virginia-renters,"Vast, Google Base","Mapping, Real Estate",http://www.ft2.com/virginia/,,
16,"Makes Tribe.net forums mobile. Read latest posts on the Tribe forums on your cell phone using SMS, WAP and e-mail. Use the keyword tribe and provide the tribe name.",Social,03.03.2007,https://www.programmableweb.com/mashup/tribe-forums-mobile,411Sync,"Social, Mobile, Search",http://www.411sync.com/cgi-bin/search?query=tribes%20brainstorm,,
17,"A generative artwork that explores how advertising uses and manipulates language. Real corporate slogans are remixed and randomized to generate invented slogans, then paired with Flickr images, generating fake advertisements on the fly.",Art,03.03.2007,https://www.programmableweb.com/mashup/ad-generator,Flickr,"Art, Photos, Advertising",http://www.theadgenerator.org/,,
18,"Compare two images and pick the winner in this HotOrNot-style voting mashup. See pairs of photos of men, women, cars, cats, dogs and more. Note: some photos not safe for work, NSFW.",Humor,02.28.2007,https://www.programmableweb.com/mashup/flickr-combat,Flickr,"Humor, Photos, Games",http://www.flickrcombat.com/,,
19,"Learn a lot about your web site with this mashup. Check the incoming links, the directories a domain is in, its PageRank, and more with this domain-info script.",Bookmarks,02.27.2007,https://www.programmableweb.com/mashup/domain-info-script,"del.icio.us, Google Search, Yahoo Search, Microsoft Bing, Yahoo Site Explorer","Bookmarks, SEO, Search",http://yoast.com/code/domain-info/,,
20,Using the FeedBurner API this tool draws a graph of your sites feedreaders over a period of time.,Blogging,02.27.2007,https://www.programmableweb.com/mashup/feedburner-graph,FeedBurner,"Blogging, Feeds, Visualizations",http://yoast.com/code/feedburner-graph/,,
21,"A democratic approach to search. You can search the internet, vote for a particular result and also comment on a particular site.",Search,02.26.2007,https://www.programmableweb.com/mashup/sansj-search,Yahoo Search,"Search, Social",http://www.sansj.com/index.php,,
22,Livecontacts friend finder application for connected Windows Mobile PDAs and Nokia Symbian smartphones. Know where your friends are and plot your position in Google Maps.,Mapping,02.26.2007,https://www.programmableweb.com/mashup/livecontacts,"Google Maps, Microsoft MapPoint, Microsoft Bing Maps, MSN Messenger, Map24 AJAX","Mapping, Mapping, Mobile",http://www.livecontacts.com/Public/DefaultIntro.aspx,,
23,"Like tinyurl, but for maps. Create a map, add routes or points of interest, and get a short URL to share it or come back to it later.",Bookmarks,02.26.2007,https://www.programmableweb.com/mashup/tinymap.net,Google Maps,"Bookmarks, Mapping, Travel, Mapping",http://www.tinymap.net,,
24,Generative fiction with Google Maps and Flickr.,Mapping,02.23.2007,https://www.programmableweb.com/mashup/traces-conspiracy,"Flickr, Google Maps","Mapping, Art, Books",http://chatonsky.net/project/traces-of-a-conspiracy/,,
25,Spendfish uses the Amazon API to find deals on amazon.com.,eCommerce,02.21.2007,https://www.programmableweb.com/mashup/spendfish,"Amazon Product Advertising, Amazon A9 OpenSearch, Findory","eCommerce, Discounts",http://spendfish.com/,,
26,"Using carpark information and map information from OneMotoring.com.sg and Google Maps respectively, users can have a birds-eye view of all the parking costs in Singapore.",Auto,02.21.2007,https://www.programmableweb.com/mashup/parking-maps-singapore,Google Maps,"Auto, Mapping, Auto, Parking",http://www.best.sg/mash/parking/parking01.jsp,,
27,A place to find your house in Spain.,Real Estate,02.21.2007,https://www.programmableweb.com/mashup/anunciatupiso-spain-real-estate,Google Maps,"Real Estate, Spanish",http://www.anunciatupiso.es,,
28,Visualize the differences in average list prices and search popularity for any city or county in the US. Enter any two cities or counties and a graph showing the popularity will display.,Real Estate,02.21.2007,https://www.programmableweb.com/mashup/truliaholic,Trulia,"Real Estate, Visualizations, Statistics",http://www.truliaholic.com/,,
29,Get graphical answers to lots of interesting questions based on real estate pricing data with this nicely done Trulia mashup.,Statistics,02.21.2007,https://www.programmableweb.com/mashup/plotornot,"Flickr, Trulia","Statistics, Visualizations, Real Estate",http://www.plotornot.com/,,
30,See the real estate listings of Singapore with this Google maps mashup.,Real Estate,02.21.2007,https://www.programmableweb.com/mashup/singapore-real-estate-map,Google Maps,"Real Estate, Mapping",http://www.sporeproperties.com/gmap,,
31,"See upcoming events from the Microsoft Developer Network, MSDN, on this Google Map.",Mapping,02.20.2007,https://www.programmableweb.com/mashup/upcoming-msdn-events-mapped,"Google Maps, Yahoo Geocoding, Microsoft MSDN","Mapping, Events",http://www.mibazaar.com/msdnevents.html,,
32,Aggreated news feeds in a dynamic Flash interface.,News Services,02.20.2007,https://www.programmableweb.com/mashup/dotso.com,,"News Services, Feeds",http://www.dotso.com,,
33,"An aggregation of web content and virtual marketplaces using RSS and multiple APIs. We just passed 800,000,000 listings.",Bookmarks,02.19.2007,https://www.programmableweb.com/mashup/bouncebase,"Technorati, Amazon Product Advertising, del.icio.us, eBay, Yahoo Shopping, YouTube, Yahoo Video Search, Syndic8, Cafe Press, Windows Live Expo, Google Base, Commission Junction","Bookmarks, Feeds, eCommerce, Auctions",http://bouncebase.com/,,
34,WebLS provides an alternative way of browsing the web. It uses the Yahoo Search Engine API to build a file tree for a specified URL and lets you browse through it,Search,02.19.2007,https://www.programmableweb.com/mashup/webls-file-explorer-web,Yahoo Search,"Search, Visualizations",http://www.marcoslot.net/apps/webls/,,
35,DARAO is a YouTube viewer for lazybones. DARAO plays YouTube featured movies automatically without clicks.,Video,02.19.2007,https://www.programmableweb.com/mashup/darao,YouTube,"Video, Movies",http://darao.tv/,,
36,"Badger uses Yahoo Pipes and JavaScript to create Web badges out of any RSS feed. Edit colors, change feeds, pages, and headlines and pick up your source code at the bottom of the page.",Blogging,02.18.2007,https://www.programmableweb.com/mashup/badger-web-badge-any-feed,Yahoo Search,"Blogging, Feeds, Application Development, Application Development",http://kentbrewster.com/badger/,,
37,Google Maps Mashup of donut locations in your neighborhood. Then maps weight loss for later.,Mapping,02.18.2007,https://www.programmableweb.com/mashup/paczki-day-map,"Google Maps, Yahoo Geocoding, Yahoo Local Search","Mapping, Dieting, Food",http://www.mibazaar.com/fattuesday.html,,
38,"MauritiusVisit.com allows you to see aerial views, photos and videos of some of the most interesting sites such as hotels, beaches and attractions in the tropical island of Mauritius.",Travel,02.16.2007,https://www.programmableweb.com/mashup/visit-mauritius,"Google Maps, YouTube","Travel, Mapping, Video",http://mauritiusvisit.com,,
39,"OurGlobes allows users of the social network to geotag any photo or video from anysite, anywhere on their personal map. OG Groups allow users to share their experiences in a new dimension. All of the maps are also embeddable on any other site as well.",Mapping,02.16.2007,https://www.programmableweb.com/mashup/ourglobes,"Google Maps, geocoder, YouTube","Mapping, Photos, Video, Social, Travel",http://www.ourglobes.com,,
40,"Search any location in the world and find photos, videos, docs, map, satellite imagery and nearby places related to it.",Mapping,02.16.2007,https://www.programmableweb.com/mashup/glosk,Flickr,"Mapping, Photos, Travel, Science",http://www.glosk.com,,
41,"Using hotel information from AsiaTravel.com with Google Maps respectively users can sort, view and book Singapore hotels.",Travel,02.16.2007,https://www.programmableweb.com/mashup/singapore-hotel-map,Google Maps,"Travel, Mapping",http://www.best.sg/mash/hotel/hotel01.jsp,,
42,"The most fun way to pick a restaurant near you. Enter your zip, enter a cuisine, and let the Wheel of Food determine where to eat today. Inspired mashup.",Search,02.16.2007,https://www.programmableweb.com/mashup/wheel-food,Yahoo Local Search,"Search, Humor, Games, Food",http://wheelof.com/lunch/,,
43,At MoveTracks.com you to create iTunes playlists called MoveTracks based on your geographic location and any drive you are planning to take.,Music,02.15.2007,https://www.programmableweb.com/mashup/movetracks,Google Maps,"Music, Mapping",http://www.movetracks.com,,
44,Rotational velocity of a point on the surface of the Earth.,Mapping,02.15.2007,https://www.programmableweb.com/mashup/rotational-velocity,Google Maps,"Mapping, Science",http://calcme.com/calc/ff002,,
45,amaDig is a unique graphical Amazon Browser. Visualize your shopping experience.,Visualizations,02.15.2007,https://www.programmableweb.com/mashup/amadig,Amazon Product Advertising,"Visualizations, eCommerce",http://amadig.com,,
46,"Search Photos from over 2,000,000 snaparazzi. Buy and sell photos. Using the Fotolia API.",Photos,02.14.2007,https://www.programmableweb.com/mashup/snaparazzi,Fotolia,"Photos, Search, eCommerce",http://snaparazzi.eu,,
47,See what gets uploaded to flickr.com right now.,Photos,02.14.2007,https://www.programmableweb.com/mashup/flickrspy,Flickr,Photos,http://flickrspy.com,,
48,"Users from Germany, Austria and Great Britain can swap used DVDs, CDs, Books and Games. On the mashup map they can check out where their swap partners come from.",eCommerce,02.14.2007,https://www.programmableweb.com/mashup/hitflip-user-map,Google Maps,"eCommerce, Mapping, Books, Movies",http://www.hitflip.de/labs.html,,
49,"Grabs data from Google base and allows you to search, sort and plot records on a chart, map, and calendar.",Visualizations,02.14.2007,https://www.programmableweb.com/mashup/mainbase,"Google Maps, Google Base","Visualizations, Mapping, eCommerce",http://www.mainbase.com,,
50,"Technorati Search sucks in a Technorati search feed for the query of your choice and hands back a JSON object via Yahoo Pipes, ready to insert inline via the usual methods. With implementation details and source code.",Application Development,02.13.2007,https://www.programmableweb.com/mashup/technorati-blog-search-yahoo-pipes,Technorati,"Application Development, Application Development, Feeds, Search, Blogging",http://kentbrewster.com/technorati-search-via-yahoo-pipes/,,
