,Description,Category,Submitted,Meta_Url,Related APIs,Categories,URL,Company,App Type
0,Tall Tweets lets you write longer messages on Twitter by transforming the tweet into an image.,Social,03.08.2013,https://www.programmableweb.com/mashup/tall-tweets,Twitter,"Social, Humor, Tools",http://talltweets.com/,,
1,Sleeping Time will fetch the last 1000 tweets of a Twitter user and then determines the approximate sleeping schedule based on the time when he or she is least active on Twitter.,Humor,03.08.2013,https://www.programmableweb.com/mashup/sleeping-time,Twitter,"Humor, Social, Health",http://sleepingtime.org/,,
2,Hundred Zeros is a collection of Kindle ebooks that are currently free at Amazon. The listings are updated every hour so users have access to the latest and most up to date collection.,eBooks,03.08.2013,https://www.programmableweb.com/mashup/hundred-zeros,"Amazon Product Advertising- dupe, WordPress.org",eBooks,http://hundredzeros.com/,,
3,"The website historicplaces.net was created in 2012 as a comprehensive listing of buildings, structures, objects, and sites in North America that have received a special status based on their historical or archaeological significance. We have almost 100.000 historic places listed in our database.",History,03.08.2013,https://www.programmableweb.com/mashup/historic-places-north-america,"Google Maps, Google Fusion Tables, Google Geocoding","History, Mapping, Mapping",http://www.historicplaces.net,,
4,"Simple tools to create MailChimp lead capture forms. Organize multiple forms with various features and fields for each. Send subscribers to multiple lists and groups. Growing those lists is simple and ""quick"" with QuickChimp.",Contacts,03.06.2013,https://www.programmableweb.com/mashup/quickchimp,MailChimp,"Contacts, Sales, Tools",http://www.quickchimp.com,,
5,"A tool for Constant Contact users called ccQuick It's a great tool that allows you to create and configure subscribe boxes for your websites and then easily put the box on your site with a simple piece of code.
Lead capture definitely just got easier!",Contacts,03.05.2013,https://www.programmableweb.com/mashup/ccquick,ConstantContact,"Contacts, Tools, Sales",http://www.ccquick.com,,
6,"Noodler makes vehicle comparison fun! See similarities and differences at a glance. Data from Edmunds.com, the highly reputable research site.",Transportation,03.04.2013,https://www.programmableweb.com/mashup/noodler-car-comparison,Edmunds.com Vehicle,"Transportation, Comparisons, Data, Visualizations, Auto",http://www.noodlercompare.com,,
7,"World box office movie search aggregates movie reviews, enabling users to find great movies to watch.",Movies,03.04.2013,https://www.programmableweb.com/mashup/world-movie-search,"YouTube, Facebook, Twitter","Movies, Movies, Video",http://empetree.com,,
8,Weekly email with deals from places you visit according to your foursquare checkins.,Discounts,03.04.2013,https://www.programmableweb.com/mashup/checkin-cashin,"Foursquare, Sqoot","Discounts, Humor",http://www.checkincashin.com,,
9,Price comparison site for millions of products from best online retailers. It uses more than five different APIs.,Prices,02.25.2013,https://www.programmableweb.com/mashup/buylar,"Amazon Product Advertising, Shopping.com, Shopzilla, Google Shopping Search, eBay Shopping","Prices, Comparisons, eCommerce, Products, Sales",http://www.buylar.com,,
10,"Near Here is a travel-ready, lead-generating iPhone app that helps you find, research and contact leads. The D&amp;B Direct API Near Here web app extends the power of the Hoover's Near Here mobile application to your enterprise sales tools.",Mapping,02.25.2013,https://www.programmableweb.com/mashup/near-here-map-bing-maps,"Bing Maps, D&amp;B Direct","Mapping, Search, Tools",http://dnbdirectapps.com/microapps/nearhere/bing.html,,
11,"Twikle is a news aggregator showing the most shared content on social networks. Twikle analyses the contents that are the most shared on social networks and groups together the articles thematically.
When clicking on a title you directly access to the website that has published the matching article. Articles are selected and classified by a computer program which is supported by various factors, such as the number of times articles have been shared on social networks and the topic of the articles. Some articles are grouped together by keywords. These keywords are generated by a computer program analyzing wordsâ€™ frequency of occurrence in the articles and in the messages created on social networks.",Social,02.25.2013,https://www.programmableweb.com/mashup/twikle-current-news-aggregator,Twitter,"Social, Search, News Services, Aggregation",http://twikle.com,,
12,Rotten Tomatoes mashup with reviews for Comcast On-Demand Movies. When you don't know what to watch.,Movies,02.25.2013,https://www.programmableweb.com/mashup/demand-movie-reviews,Rotten Tomatoes,"Movies, TV",http://www.OnDemandMovieReviews.com/,,
13,Have your YouTube video captions translated by humans seamlessly - then reach a *huge* worldwide audience!,Images,02.25.2013,https://www.programmableweb.com/mashup/gengo-youtube-translation,"YouTube, Gengo Human Translation","Images, Translation",http://gengo.com/youtube-translation/,,
14,"Powered by the Google Fusion Tables API, this service visually displays world statistics on a map. Statistics include: Population, GDP, and currency unit.",Statistics,02.23.2013,https://www.programmableweb.com/mashup/world-statistics,Google Fusion Tables,"Statistics, Visualizations, Mapping",http://demo.zilorent.com/world-stat,,
15,"Palmoto Bee is an application that injects Google Drive forms into any Web page using CORS (Cross Domain Scripting). The form and accompanying tools can be used to capture data from the host Web page such as text, HTML, image URLs, document metadata, etc. When submitted, the data is collected and stored on Google Drive along with your other documents. It is a useful tool for doing research such as academic referencing, Web page analysis, searching for a new job, or looking for a best buy - the application can help you capture the interesting bits when and as you find them on the Web.",Spreadsheets,02.22.2013,https://www.programmableweb.com/mashup/palmoto-bee,Google Drive,"Spreadsheets, Search",http://www.palmoto.com/bee,,
16,"Auto Task Templates For Highrise automatically adds your anticipated tasks into Highrise based on a deal's category (such as ""Mobile Website Build"", ""Speaking Gig"" or ""Kitchen Remodel"") and the deal's status (such as ""pending"", ""won"" or ""lost""). A task can be something like:
Feb 8, 11:45am â€“ John Smith:Gather all the
necessary contact information and add it to Highrise.
OR
Feb 12, 11:45am â€“ Sally Jones:Based on the deal
description, create a first sketch of a design and attach
it to the deal.
It's quick and easy to set up tasks that are automatically created, assigned and tracked in Highrise, so that you can know that each and every step of your process is followed to a T.
Auto Task Templates For Highrise makes organizing your sales and production process a breeze and puts all your anticipated tasks in Highrise, every time, so that nothing falls through the cracks.
A FREE 14 day trial is available to see if Auto Task Templates For Highrise is right for you.",Tasks,02.21.2013,https://www.programmableweb.com/mashup/auto-task-templates-highrise,Highrise,"Tasks, Automation, Discounts",http://www.autotask.me,,
17,"Indonesia Jobs Real-time Search Engine. Using Indeed API, CareerJet API, Foursquare API, Facebook Open Graph API and built using Twitter Bootstrap.",Jobs,02.21.2013,https://www.programmableweb.com/mashup/lokrr.com,"indeed, Foursquare, Facebook Graph, Careerjet","Jobs, Search",http://lokrr.com,,
18,"Best movies in theaters, coming soon or on dvd. Search movies, find movie times for theaters.",Movies,02.20.2013,https://www.programmableweb.com/mashup/movies-now-playing,"The Movie Database (TMDb), Rotten Tomatoes","Movies, Streaming, Search",http://www.vpsgo.com,,
19,"Improve your movie experience with the Moviis android application. Film information, trakt.tv integration, check-in, recommendations, history, watchlist, collection, lists, upcoming and now playing in theaters, ratings, trailers and much more...",Movies,02.20.2013,https://www.programmableweb.com/mashup/moviis,"Twitter, The Movie Database (TMDb), trakt.tv, Rotten Tomatoes","Movies, Movies, Mobile, Applications",http://www.moviis.com,,
20,At Shoptweets we scan twitter so you can see what what real people are saying about real stores in real-time.,eCommerce,02.19.2013,https://www.programmableweb.com/mashup/shoptweets,Twitter,eCommerce,http://www.shoptweets.co.uk,,
