,Description,Category,Meta_Url,Source Code,Repository,Languages
0," The Directus Java Sample Code demonstrates how to integrate bookmarks, groups, messages, settings, tables, and utilities.","Content Management, Content, Database",https://www.programmableweb.com/sample-source-code/directus-java-sample-code,https://github.com/directus/sdk-java/tree/master/src/test/java/io/swagger/client...,,Java
1," The Directus .NET Sample Code demonstrates how to configure the API Key and get activity result. Methods include bookmarks, files, groups, messages, row, table, and column.","Content Management, Content, Database",https://www.programmableweb.com/sample-source-code/directus-net-sample-code,https://github.com/directus/sdk-dotnet,,.Net
2," The Directus PHP Sample Code demonstrates how to test the SDK for API integration. With the API, developers can implement content management features into services.","Content Management, Content, Database",https://www.programmableweb.com/sample-source-code/directus-php-sample-code,https://github.com/directus/sdk-php/blob/master/tests/ClientTest.php,,PHP
3, This Alibaba Cloud Python Sample Code demonstrates how to create a scaling group which serves as a management service used to automatically adjust elastic computing resources.,"Cloud, Billing, Business, eCommerce, Storage",https://www.programmableweb.com/sample-source-code/alibaba-cloud-autoscaling-python-sample-code,https://www.alibabacloud.com/help/doc-detail/62370.htm?spm=a2c63.p38356.b99.34.6...,,Python
4, This Alibaba Cloud Python Sample Code demonstrates how to use the Python SDK to send requests to Virtual Private Cloud (VPC) endpoints.,"Cloud, Billing, Business, eCommerce, Storage",https://www.programmableweb.com/sample-source-code/alibaba-cloud-vpc-python-sample-code,https://www.alibabacloud.com/help/doc-detail/62377.htm?spm=a2c63.p38356.b99.33.4...,,Python
5, This Alibaba Cloud Python Sample Code demonstrates how to setup a Server Load Balancer instance and generate fees.,"Cloud, Billing, Business, eCommerce, Storage",https://www.programmableweb.com/sample-source-code/alibaba-cloud-slb-python-sample-code,https://www.alibabacloud.com/help/doc-detail/62375.htm?spm=a2c63.p38356.b99.32.5...,,Python
6, This Alibaba Cloud Python Sample Code shows how to create an ApsaraDB for Relational Database Service (RDS) instancing. RDS is an online database that supports elastic scaling functionality.,"Cloud, Billing, Business, eCommerce, Storage",https://www.programmableweb.com/sample-source-code/alibaba-cloud-apsaradb-rds-python-sample-code,https://www.alibabacloud.com/help/doc-detail/67121.htm?spm=a2c63.p38356.b99.31.5...,,Python
7, This Alibaba Cloud Java Sample Code demonstrates how to use the Java SDK to send requests to Virtual Private Cloud (VPC) endpoints.,"Cloud, Billing, Business, eCommerce, Storage",https://www.programmableweb.com/sample-source-code/alibaba-cloud-vpc-java-sample-code,https://www.alibabacloud.com/help/doc-detail/66504.htm?spm=a2c63.p38356.b99.15.2...,,Java
8, This Alibaba Cloud Java Sample Code shows how to create an ApsaraDB for Relational Database Service (RDS) instancing. RDS is an online database that supports elastic scaling functionality.,"Cloud, Billing, Business, eCommerce, Storage",https://www.programmableweb.com/sample-source-code/alibaba-cloud-apsaradb-rds-java-sample-code,https://www.alibabacloud.com/help/doc-detail/66502.htm?spm=a2c63.p38356.b99.13.6...,,Java
9," The Directus Ruby Sample Code demonstrates how to build the Ruby code into a gem and install from Git. Developers can include the methods of activities, bookmarks, files, groups, message, preferences, columns, rows, and tables.","Content Management, Content, Database",https://www.programmableweb.com/sample-source-code/directus-ruby-sample-code,https://github.com/directus/sdk-ruby,,Ruby
10," The Directus Node.js Sample Code demonstrates how to integrate a content management's bookmarks, files, permissions, relations, roles, and users.","Content Management, Content, Database",https://www.programmableweb.com/sample-source-code/directus-nodejs-sample-code,https://github.com/directus/sdk-js/tree/master/test,,Node.js
11," The Directus JavaScript Sample Code demonstrates how to authenticate, make requests, and receive responses with content management features.","Content Management, Content, Database",https://www.programmableweb.com/sample-source-code/directus-javascript-sample-code,https://github.com/directus/sdk-js/tree/master/test,,JavaScript
12, The Breeze CHMS Payment Integration PHP Sample Code demonstrates how to integrate a third party processor to store payments with Breeze CHMS.,"Religion, Customer Relationship Management",https://www.programmableweb.com/sample-source-code/breeze-chms-payment-integration-php-sample-code,https://www.breezechms.com/api#examples,,PHP
13, The Breeze CHMS Display Person PHP Sample Code demonstrates how to access all profiles of a church's CMS. It can fetch each profile field and output the data belonging to the field of that person.,"Religion, Customer Relationship Management",https://www.programmableweb.com/sample-source-code/breeze-chms-display-person-php-sample-code,https://www.breezechms.com/api#examples,,PHP
14," The Geospark iOS Sample Code demonstrates how to access location features including trip start and end, active list trip, and predictive location updates.","Location, Dashboards",https://www.programmableweb.com/sample-source-code/geospark-ios-sample-code,https://geospark.co/docs/ios-integrate,,Objective-C
15," The Geospark Android Sample Code demonstrates how to enable location and run time permissions. Developers can stop location tracking, enable location listener, start and end a trip, and list an active trip.","Location, Dashboards",https://www.programmableweb.com/sample-source-code/geospark-android-sample-code,https://geospark.co/docs/android-integrate,,Java
16," The Blue Alliance Python Sample Code demonstrates how to test FIRST Robotics data including awards, rankings, elimination, points, predictions, match scores, team events, and webcast.","Education, Events, Robots",https://www.programmableweb.com/sample-source-code/blue-alliance-python-sample-code,https://github.com/TBA-API/tba-api-client-python/tree/master/test,,Python
17, The Blue Alliance JavaScript Sample Code demonstrates how to access the overview with statistics about FIRST Robotics Competition teams and events.,"Education, Events, Robots",https://www.programmableweb.com/sample-source-code/blue-alliance-javascript-sample-code,https://github.com/TBA-API/tba-api-client-javascript/blob/master/test/api/Distri...,,JavaScript
18, The Blue Alliance PHP Sample Code demonstrates how to access the API to receive information and statistics about FIRST Robotics Competition teams and events.,"Education, Events, Robots",https://www.programmableweb.com/sample-source-code/blue-alliance-php-sample-code,https://github.com/TBA-API/tba-api-client-php/blob/master/TBAAPIClient/test/Api/...,,PHP
19, The ClicData cURL Sample Code demonstrates how to get a token and refresh a token. The example provided displays code to use a command line cURL.,"Data, Dashboards",https://www.programmableweb.com/sample-source-code/clicdata-curl-sample-code,https://app.clicdata.com/help/apidocumentation/api-example-curl-get-token,,cURL
20, This Alibaba Cloud Java Sample Code demonstrates how to setup a Server Load Balancer instance and create fees.,"Cloud, Billing, Business, eCommerce, Storage",https://www.programmableweb.com/sample-source-code/alibaba-cloud-slb-implementation-java-sample-code,https://www.alibabacloud.com/help/doc-detail/66503.htm?spm=a2c63.p38356.b99.14.8...,,Java
21, This Alibaba Cloud Java Sample Code demonstrates elastic processing capabilities. This example creates an ECS instance and generates fees.,"Cloud, Billing, Business, eCommerce, Storage",https://www.programmableweb.com/sample-source-code/alibaba-cloud-create-ecs-instance-java-sample-code,https://www.alibabacloud.com/help/doc-detail/66501.htm?spm=a2c63.p38356.b99.12.2...,,Java
22, This Alibaba Cloud Python Sample Code demonstrates elastic processing capabilities. This example creates an ECS instance and generates fees.,"Cloud, Billing, Business, eCommerce, Storage",https://www.programmableweb.com/sample-source-code/alibaba-cloud-ecs-implementation-python-sample-code,https://www.alibabacloud.com/help/doc-detail/62197.htm?spm=a2c63.p38356.b99.30.7...,,Python
23, This Alibaba Cloud .NET Sample Code demonstrates elastic processing capabilities. This example creates an ECS instance and generates fees.,"Cloud, Billing, Business, eCommerce, Storage",https://www.programmableweb.com/sample-source-code/alibaba-cloud-ecs-implementation-net-sample-code,https://www.alibabacloud.com/help/doc-detail/66514.htm?spm=a2c63.p38356.b99.56.6...,,.Net
24, This Alibaba Cloud C++ Sample Code demonstrates elastic processing capabilities. This example creates an ECS instance and generates fees.,"Cloud, Billing, Business, eCommerce, Storage",https://www.programmableweb.com/sample-source-code/alibaba-cloud-ecs-implementation-c-sample-code,https://www.alibabacloud.com/help/doc-detail/66486.htm?spm=a2c63.p38356.b99.74.1...,,C++
25," The ClicData C# Sample Code demonstrates how to refresh an access token, get a user's profile info, list data, create data and add rows of data using C#.","Data, Dashboards",https://www.programmableweb.com/sample-source-code/clicdata-c-sample-code,https://app.clicdata.com/help/apidocumentation/api-example-csharp,,C#
26," The ClicData PHP Sample Code demonstrates how to get OAuth, create a user, and create a data table, insert rows and delete rows.","Data, Dashboards",https://www.programmableweb.com/sample-source-code/clicdata-php-sample-code,https://app.clicdata.com/help/apidocumentation/api-example-php,,PHP
27," The Gigya Web Sample Code demonstrates how to use the JavaScript SDK. A basic tutorial explains how to work with the Gigya service, a basic Facebook app, and a guide for interacting with Gigya Web SDK methods.","Identity, Accessibility, Authentication, Authorization",https://www.programmableweb.com/sample-source-code/gigya-web-sample-code,https://developers.gigya.com/display/GD/Web+SDK,,JavaScript
28, The Gigya Cordova Sample Code demonstrates how to setup Gigya to create a new app to integrate identity features. Facebook Native login and Google Native login available.,"Identity, Accessibility, Authentication, Authorization",https://www.programmableweb.com/sample-source-code/gigya-cordova-sample-code,https://developers.gigya.com/display/GD/Cordova,,JavaScript
29, This Transbank Python Sample Code demonstrates how to handle errors during the refund request process.,"Financial, Mobile",https://www.programmableweb.com/sample-source-code/transbank-implementing-refunds-python-sample-code,https://github.com/TransbankDevelopers/transbank-sdk-python/blob/master/tests/on...,,Python
30," This Transbank Ruby Sample Code is a test Ecommerce platform that utilizes Onepay to create, confirm, and refund transactions. This application needs docker and docker-compose.","Financial, Mobile",https://www.programmableweb.com/sample-source-code/transbank-integrating-ecommerce-onepay-ruby-sample-code,https://github.com/TransbankDevelopers/transbank-sdk-ruby-onepay-example,,Ruby
31," This Transbank PHP Sample Code is a test Ecommerce platform that utilizes Onepay to create, confirm, and refund transactions. Docker and docker-compose are required.","Financial, Mobile",https://www.programmableweb.com/sample-source-code/transbank-integrating-ecommerce-onepay-php-sample-code,https://github.com/TransbankDevelopers/transbank-sdk-php-onepay-example,,PHP
32," This Transbank Python Sample Code is a test shopping cart that demonstrates functionalities including: adding items, calculating cart quantities, and check for erroneous negative item values.","Financial, Mobile",https://www.programmableweb.com/sample-source-code/transbank-cart-implementation-python-sample-code,https://github.com/TransbankDevelopers/transbank-sdk-python/blob/master/tests/on...,,Python
33," This Transbank Python Sample Code demonstrates how to refund transactions with the given authentication details, and how to handle errors.","Financial, Mobile",https://www.programmableweb.com/sample-source-code/transbank-refund-test-python-sample-code,https://github.com/TransbankDevelopers/transbank-sdk-python/blob/master/tests/on...,,Python
34," This Transbank Python Sample Code shows how to perform an authenticated transaction with signable elements, and how to commit it.","Financial, Mobile",https://www.programmableweb.com/sample-source-code/transbank-transaction-python-sample-code,https://github.com/TransbankDevelopers/transbank-sdk-python/blob/master/tests/on...,,Python
35, This Transbank Ruby Sample Code shows how to authenticate and commit a refund transaction. This also demonstrates error messages when invalid parameters are entered.,"Financial, Mobile",https://www.programmableweb.com/sample-source-code/transbank-refund-implementation-ruby-sample-code,https://github.com/TransbankDevelopers/transbank-sdk-ruby/blob/master/test/trans...,,Ruby
36," This Transbank Ruby Sample Code shows the logic required to create a shopping cart with an arbitrary number of items. This application also shows how to remove items, and to update the item quantity counter.","Financial, Mobile",https://www.programmableweb.com/sample-source-code/transbank-shopping-cart-ruby-sample-code,https://github.com/TransbankDevelopers/transbank-sdk-ruby/blob/master/test/trans...,,Ruby
37," This Transbank Ruby Sample Code demonstrates how to perform and complete a transaction, and how to handle several errors such as when signatures are invalid.","Financial, Mobile",https://www.programmableweb.com/sample-source-code/transbank-transaction-ruby-sample-code,https://github.com/TransbankDevelopers/transbank-sdk-ruby/blob/master/test/trans...,,Ruby
38," This Transbank .NET Sample Code demonstrates how to add items to a Onepay shopping cart, and how to refund transactions.","Financial, Mobile",https://www.programmableweb.com/sample-source-code/transbank-onepay-transaction-net-sample-code,https://github.com/TransbankDevelopers/transbank-sdk-dotnet/blob/master/Transban...,,.Net
39, The Microedge cURL Sample Code by Blackbaud demonstrates how to access the API to authenticate and make calls for implementing funding and gifts into applications.,"Funding, Gifts",https://www.programmableweb.com/sample-source-code/microedge-curl-sample-code-blackbaud,https://docs.api.microedge.com/?shell#authentication,,cURL
40, The Microedge .NET Sample Code by Blackbaud demonstrates how to use the GIFTS Online SDK. Reference available at https://www.nuget.org/packages/MicroEdge.GoApi.SDK/,"Funding, Gifts",https://www.programmableweb.com/sample-source-code/microedge-net-sample-code-blackbaud,https://github.com/blackbaud/microedge-goapi-sample-sdk,,.Net
41," The SynapseFi PHP Sample Code demonstrates how to make calls to the API to access financial and banking features. Quickstart flows include savings, payout, marketplace, and P2P flows.","Financial, Banking",https://www.programmableweb.com/sample-source-code/synapsefi-php-sample-code,https://docs.synapsefi.com/docs/api-initialization,,PHP
42, This Transbank Sample Code demonstrates how to process transactions within .NET third-party applications. This test application uses .NET Framework 4.6 and ASP.NET MVC5.,"Financial, Mobile",https://www.programmableweb.com/sample-source-code/transbank-onepay-application-net-sample-code,https://github.com/TransbankDevelopers/transbank-sdk-dotnet-onepay-example,,.Net
43," This Transbank Python Sample Code is a test Ecommerce platform that utilizes Onepay to perform a transaction, commit a transaction, and send refunds.","Financial, Mobile",https://www.programmableweb.com/sample-source-code/transbank-integrating-ecommerce-onepay-python-sample-code,https://github.com/TransbankDevelopers/transbank-sdk-python-onepay-example,,Python
44, This Transbank Java Sample Code is an application that performs a transaction in a test store by using QR Checkout. Google Chrome must be installed to use this payment simulator.,"Financial, Mobile",https://www.programmableweb.com/sample-source-code/transbank-onepay-application-java-sample-code,https://github.com/TransbankDevelopers/transbank-sdk-java-onepay-example,,Java
45, This Transbank PHP Sample Code shows how to send a refund request by passing mock credentials.,"Financial, Mobile",https://www.programmableweb.com/sample-source-code/transbank-refund-test-php-sample-code,https://github.com/TransbankDevelopers/transbank-sdk-php/blob/master/tests/Refun...,,PHP
46, This Transbank Sample Code adds a shopping cart to PHP applications by importing a JSON string.,"Financial, Mobile",https://www.programmableweb.com/sample-source-code/transbank-shopping-cart-php-sample-code,https://github.com/TransbankDevelopers/transbank-sdk-php/blob/master/tests/Shopp...,,PHP
47, This Transbank PHP Sample Code is a test class that shows the abstraction required to perform transactions in mobile devices (when using web browsers).,"Financial, Mobile",https://www.programmableweb.com/sample-source-code/transbank-onepay-transaction-php-sample-code,https://github.com/TransbankDevelopers/transbank-sdk-php/blob/master/tests/Trans...,,PHP
48, This Transbank PHP Sample Code demonstrates web browser transactions within Webpay supported devices. This class shows how to perform One Click transactions as well.,"Financial, Mobile",https://www.programmableweb.com/sample-source-code/transbank-webpay-transaction-php-sample-code,https://github.com/TransbankDevelopers/transbank-sdk-php/blob/master/tests/Webpa...,,PHP
49," This Transbank Java Sample Code demonstrates a way to implement transactions within Onepay supported mobile devices. This test application sets up commerce specific data (authentication details), adds items to the shopping cart, and performs a transaction.","Financial, Mobile",https://www.programmableweb.com/sample-source-code/transbank-onepay-transaction-java-sample-code,https://github.com/TransbankDevelopers/transbank-sdk-java/blob/master/src/test/j...,,Java
50," This Transbank Java Sample Code integrates shopping cart functionalities with Onepay supported devices (mobile). This test application adds items, removes them, and throws errors when several conditions are met (such as negative numbers).","Financial, Mobile",https://www.programmableweb.com/sample-source-code/transbank-onepay-shopping-cart-java-sample-code,https://github.com/TransbankDevelopers/transbank-sdk-java/blob/master/src/test/j...,,Java
51, This Transbank Java Sample Code demonstrates the abstraction needed to perform mobile refund transaction requests by passing an API Key and Shared Secret.,"Financial, Mobile",https://www.programmableweb.com/sample-source-code/transbank-onepay-refund-test-java-sample-code,https://github.com/TransbankDevelopers/transbank-sdk-java/blob/master/src/test/j...,,Java
52," The SynapseFi Ruby Sample Code demonstrates how to set up the environment for the SDK. It includes client ID, client secret, user IP and sandbox requests if endpoints are true.","Financial, Banking",https://www.programmableweb.com/sample-source-code/synapsefi-ruby-sample-code,https://docs.synapsefi.com/docs/api-initialization,,Ruby
53, The SynapseFi Node.js Sample Code demonstrates how to store client ID and client secret to determine sandbox and production endpoints.,"Financial, Banking",https://www.programmableweb.com/sample-source-code/synapsefi-nodejs-sample-code,https://docs.synapsefi.com/docs/api-initialization,,Node.js
54," The SynapseFi Python Sample Code demonstrates how to initialize the environment for using the Python SDK. Client ID, client secret, fingerprint, IP address, development mode, and logging available.","Financial, Banking",https://www.programmableweb.com/sample-source-code/synapsefi-python-sample-code,https://docs.synapsefi.com/docs/api-initialization,,Python
55, The GameSparks Marmalade C++ Sample Code demonstrates how to copy the GameSparks to a path and modify files to integrate the SDK into a project.,Games,https://www.programmableweb.com/sample-source-code/gamesparks-marmalade-c-sample-code,https://bitbucket.org/gamesparks/gamesparks-cpp-marmalade,,C++
56, The GameSparks Visual C# Sample Code demonstrates how to integrate the GameSparks SDK into a new Visual C# Project. Download link available.,Games,https://www.programmableweb.com/sample-source-code/gamesparks-visual-c-sample-code,https://docs.gamesparks.com/sdk-center/visual-c-sharp.html,,C#
57," The GameSparks Corona Lua Sample Code demonstrates how to build server-side components of their games, managing after post-launch. Corona SDK is written in Lua.",Games,https://www.programmableweb.com/sample-source-code/gamesparks-corona-lua-sample-code,https://bitbucket.org/gamesparks/gamesparks-corona,,Lua
58," The GameSparks Unreal C++ Sample Code demonstrates how to run a sample for implementing game features. Compatible platforms include Unreal, Android NDK, XCode, and Visual Studio.",Games,https://www.programmableweb.com/sample-source-code/gamesparks-unreal-c-sample-code,https://bitbucket.org/gamesparks/gamesparks-cpp-unreal,,C++
