,Description,Category,Meta_Url,Source Code,Repository,Languages
0, The Stormglass Historical Data Curl Sample Code demonstrates how to access historical data set the start and end query parameters to the dates to query. The maximum length of the response will be 10 days from start.,"Water, Marine",https://www.programmableweb.com/sample-source-code/stormglass-historical-data-curl-sample-code,https://docs.stormglass.io/?language=cURL#historical-data,,cURL
1, The Stormglass Area Curl Sample Code demonstrates how to retrieve forecast for an area described by either a box or a polygon.,"Water, Marine",https://www.programmableweb.com/sample-source-code/stormglass-area-curl-sample-code,https://docs.stormglass.io/?language=cURL#area-request,,cURL
2, The Stormglass Curl Sample Code demonstrates how to access the API to implement forecasts for any coordinate using HTTP requests.,"Weather, Marine",https://www.programmableweb.com/sample-source-code/stormglass-curl-sample-code,https://docs.stormglass.io/?language=cURL,,cURL
3," The Clyde PHP Sample Code demonstrates how to access the API to implement products, contracts, and orders into an insurance application.",Insurance,https://www.programmableweb.com/sample-source-code/clyde-php-sample-code,https://github.com/clyde-dev/php-sdk,,PHP
4, The Clyde Node.js Sample Code demonstrates how to access the API. Developers can access products and contracts and handle errors.,Insurance,https://www.programmableweb.com/sample-source-code/clyde-nodejs-sample-code,https://www.npmjs.com/package/clyde-sdk,,Node.js
5, This ACRCloud JavaScript Sample Code implements the recommended media identification protocol. The test application uses POST for memory streams.,"Recognition, Audio, B2B, Content, Music, TV",https://www.programmableweb.com/sample-source-code/acrcloud-identify-protocol-javascript-sample-code,https://github.com/acrcloud/webapi_example/blob/master/identify%20protocol%201%2...,,JavaScript
6, This ACRCloud Java Sample Code implements the recommended media identification protocol. The test application uses POST for memory streams.,"Recognition, Audio, B2B, Content, Music, TV",https://www.programmableweb.com/sample-source-code/acrcloud-identify-protocol-java-sample-code,https://github.com/acrcloud/webapi_example/blob/master/identify%20protocol%201%2...,,Java
7, This ACRCloud C# Sample Code implements the recommended media identification protocol. The test application uses POST for memory streams.,"Recognition, Audio, B2B, Content, Music, TV",https://www.programmableweb.com/sample-source-code/acrcloud-identify-protocol-c-sample-code,https://github.com/acrcloud/webapi_example/blob/master/identify%20protocol%201%2...,,C#
8, This ACRCloud Python Sample Code demonstrates how to implement media recognition of different video and audio files.,"Recognition, Audio, B2B, Content, Music, TV",https://www.programmableweb.com/sample-source-code/acrcloud-media-python-sample-code,https://github.com/acrcloud/acrcloud_sdk_python/blob/master/windows/win64/python...,,Python
9," This ACRCloud C# Sample Code performs media recognition tests. The snippet demonstrates audio decoding, and detection.","Recognition, Audio, B2B, Content, Music, TV",https://www.programmableweb.com/sample-source-code/acrcloud-recognition-c-sample-code,https://github.com/acrcloud/acrcloud_sdk_csharp/blob/master/ACRCloudRecognitionT...,,C#
10," The H2O Flow JavaScript Sample Code demonstrates how to use Flow, a static type checker for JavaScript.",Machine Learning,https://www.programmableweb.com/sample-source-code/h2o-flow-javascript-sample-code,http://docs.h2o.ai/h2o/latest-stable/h2o-docs/quick-start-videos.html#h2o-quick-...,,JavaScript
11, The H2O Hadoop Java Sample Code demonstrates how to start with Hadoop. Apache Hadoop is a framework that processes large data across clusters of computers.,Machine Learning,https://www.programmableweb.com/sample-source-code/h2o-hadoop-java-sample-code,http://docs.h2o.ai/h2o/latest-stable/h2o-docs/quick-start-videos.html,,Java
