,Description,Category,Meta_Url,Source Code,Repository,Languages
0," This Ruby Sample Code demonstrates how to download a single video. The application requires APP_TOKEN, PRIVATE_KEY, VIDEO_TOKEN, and FILE_NAME.","Video, Media, Streaming",https://www.programmableweb.com/sample-source-code/ziggeo-download-video-ruby-sample-code,https://github.com/Ziggeo/ZiggeoRubySdk/blob/master/demos/videos_download_video....,,Ruby
1," This Ruby Sample Code demonstrates how to retrieve information associated with the specified video files. This requires APP_TOKEN, PRIVATE_KEY, and VIDEO_TOKENs.","Video, Media, Streaming",https://www.programmableweb.com/sample-source-code/ziggeo-get-video-information-bulk-ruby-sample-code,https://github.com/Ziggeo/ZiggeoRubySdk/blob/master/demos/videos_get_bulk.rb,,Ruby
2, The Klaviyo Identify User JavaScript Sample Code demonstrates how to identify users from the server-side. It helps to track properties about a user without tracking an associated event.,"Measurements, Email, Marketing, Monetization",https://www.programmableweb.com/sample-source-code/klaviyo-identify-user-javascript-sample-code,https://help.klaviyo.com/hc/en-us/articles/115000751052-Klaviyo-API-Reference-Gu...,,JavaScript
3," The Klaviyo Shopify Customer JavaScript Sample Code demonstrates how to change customers to users when using Shopify Plus. Users' information include email, first name, and last name.","Measurements, Email, Marketing, Monetization",https://www.programmableweb.com/sample-source-code/klaviyo-shopify-customer-javascript-sample-code,https://help.klaviyo.com/hc/en-us/articles/115000751052-Klaviyo-API-Reference-Gu...,,JavaScript
4, The Klaviyo Web Tracking JavaScript Sample Code demonstrates how to use a web tracking snippet that tracks an 'active on-site' event when identified individuals visit a site.,"Measurements, Email, Marketing, Monetization",https://www.programmableweb.com/sample-source-code/klaviyo-web-tracking-javascript-sample-code,https://help.klaviyo.com/hc/en-us/articles/115000751052-Klaviyo-API-Reference-Gu...,,JavaScript
5, The GoodHire Subscriptions Curl Sample Code demonstrates how to access the API to implement subscription features that represent an ongoing alert monitoring subscription on a candidate.,"Background, Compliance, Enterprise, Jobs",https://www.programmableweb.com/sample-source-code/goodhire-subscriptions-curl-sample-code,https://help.goodhire.com/docs/customer-subscriptions,,cURL
6," The GoodHire Reports Curl Sample Code demonstrates how to retrieve packages. API customers with custom packages setup by the GoodHire sales team can pull a package list, the IDs, and the prices. This process can be completed with a call to the Product Bundles endpoint.","Background, Compliance, Enterprise, Jobs",https://www.programmableweb.com/sample-source-code/goodhire-reports-curl-sample-code,https://help.goodhire.com/docs/customer-reports,,cURL
7, The GoodHire Curl Sample Code demonstrates how to use basic HTTP authentication to access the API. The Key is a token that passes the authorization header of requests.,"Background, Compliance, Enterprise, Jobs",https://www.programmableweb.com/sample-source-code/goodhire-curl-sample-code,https://help.goodhire.com/docs/customer-get-started,,cURL
8, The Ekata Name Check Curl Sample Code demonstrates how to access the API to compare two strings to determine if the names can be matched to a single person.,"Identity, Verification",https://www.programmableweb.com/sample-source-code/ekata-name-check-curl-sample-code,https://ekata.com/developer/documentation/api-overview/#tag/Name-Check-API,,cURL
9," The Ekata Phone Intelligence Curl Sample Code demonstrates how to validate the metadata attributes associated with the phone such as Is Valid, Country Code, Is Prepaid, Line Type, and Carrier.","Identity, Verification",https://www.programmableweb.com/sample-source-code/ekata-phone-intelligence-curl-sample-code,https://ekata.com/developer/documentation/api-overview/#tag/Phone-Intelligence-A...,,cURL
