,Description,Category,Meta_Url,Source Code,Repository,Languages
0, The ParaSwapt PHP Sample Code demonstrates how to use tokens to authenticate the API. Developers can send requests to receive JSON responses in return.,"Cryptocurrency, Blockchain, Financial, Payments",https://www.programmableweb.com/sample-source-code/paraswapt-php-sample-code,https://paraswapapi.docs.apiary.io/#/reference/0/tokens-collection/list-all-toke...,,PHP
1, The ParaSwapt Python Sample Code demonstrates how to make API requests with a token and print body responses. The API supports JSON formats.,"Cryptocurrency, Blockchain, Financial, Payments",https://www.programmableweb.com/sample-source-code/paraswapt-python-sample-code,https://paraswapapi.docs.apiary.io/#/reference/0/tokens-collection/list-all-toke...,,Python
2," The ParaSwapt Java Sample Code demonstrates how to build a new client with tokens, send requests to the API, and receive a status response in return.","Cryptocurrency, Blockchain, Financial, Payments",https://www.programmableweb.com/sample-source-code/paraswapt-java-sample-code,https://paraswapapi.docs.apiary.io/#/reference/0/tokens-collection/list-all-toke...,,Java
3," The ParaSwapt Curl Sample Code demonstrates how to access the API with token authentication. The body includes decimals, symbols, and addresses.","Cryptocurrency, Blockchain, Financial, Payments",https://www.programmableweb.com/sample-source-code/paraswap-curl-sample-code,https://paraswapapi.docs.apiary.io/#/reference/0/tokens-collection/list-all-toke...,,cURL
4, The ParaSwap JavaScript Sample Code demonstrates how to access the API to implement cryptocurrency into applications and websites. Developers can use the SDK to swap and pay using ERC-20 tokens.,"Cryptocurrency, Blockchain, Financial, Payments",https://www.programmableweb.com/sample-source-code/paraswap-javascript-sample-code,https://www.npmjs.com/package/paraswap,,JavaScript
5, The ParaSwap TypeScript Sample Code demonstrates how to use the TypeScript SDK and run a local example. Developers can use this SDK to swap and pay using ERC-20 tokens.,"Cryptocurrency, Blockchain, Financial, Payments",https://www.programmableweb.com/sample-source-code/paraswap-typescript-sample-code,https://github.com/paraswap/paraswap-sdk,,JavaScript
6, This Python Sample Code demonstrates how to perform GET and POST requests and handle errors.,"Identity, Management",https://www.programmableweb.com/sample-source-code/one-identity-client-side-python-sample-code,https://github.com/OneIdentity/safeguard-sessions-plugin-hashicorp-vault/blob/ma...,,Python
7, This Python Sample Code demonstrates how to integrate with the Safeguard sessions module and perform several key management calls.,"Identity, Management",https://www.programmableweb.com/sample-source-code/one-identity-key-list-python-sample-code,https://github.com/OneIdentity/safeguard-sessions-plugin-hashicorp-vault/blob/ma...,,Python
8," The mlrequest Reinforcement Learning Python Sample Code demonstrates how to call a reward endpoint after making a prediction, if the model's prediction resulted in a positive outcome. For example, if a user started watching the movie that was recommended, the reward endpoint should then be called to notify the model that it predicted a good action.","Machine Learning, Artificial Intelligence",https://www.programmableweb.com/sample-source-code/mlrequest-reinforcement-learning-python-sample-code,https://docs.mlrequest.com/,,Python
9, This Python Sample Code demonstrates how to connect to HashiCorp Vault successfully. The test application performs several private key tests.,"Identity, Management",https://www.programmableweb.com/sample-source-code/one-identity-vault-test-python-sample-code,https://github.com/OneIdentity/safeguard-sessions-plugin-hashicorp-vault/blob/ma...,,Python
10," The mlrequest Learning Python Sample Code demonstrates how a machine can learn labels. To learn, send the labeled data to a /learn endpoint. The act of a model learning from data is referred to as training or updating.","Machine Learning, Artificial Intelligence",https://www.programmableweb.com/sample-source-code/mlrequest-learning-python-sample-code,https://docs.mlrequest.com/,,Python
11," The mlrequest Evaluating Python Sample Code demonstrates how well the model predicted Iris flower types to the actual labels for each example. This is after a developer has received predictions from the unseen data, and now wants to know how well the model did.","Machine Learning, Artificial Intelligence",https://www.programmableweb.com/sample-source-code/mlrequest-evaluating-python-sample-code,https://docs.mlrequest.com/,,Python
12," The mlrequest Predicting Python Sample Code demonstrates how to use data that the model has not seen before, to test how well it can predict which type of Iris flower it is.","Machine Learning, Artificial Intelligence",https://www.programmableweb.com/sample-source-code/mlrequest-predicting-python-sample-code,https://docs.mlrequest.com/,,Python
13," The mlrequest Training Python Sample Code demonstrates how to detect the type of an Iris flower based on 4 input features: sepal length, sepal width, petal length, and petal width.","Machine Learning, Artificial Intelligence",https://www.programmableweb.com/sample-source-code/mlrequest-training-python-sample-code,https://docs.mlrequest.com/,,Python
14," The serpstack Ruby Sample Code demonstrates how to access the API with an API Key to make callbacks. Developers can implement search and SEO features into software, websites, and applications.","Search, Data, SEO",https://www.programmableweb.com/sample-source-code/serpstack-ruby-sample-code,https://serpstack.com/documentation,,Ruby
15, The serpstack Go Sample Code demonstrates how to import requests by using HTTP verbs. Developers can search information applying SEO principles.,"Search, Data, SEO",https://www.programmableweb.com/sample-source-code/serpstack-go-sample-code,https://serpstack.com/documentation,,Go
16, The serpstack jQuery Sample Code demonstrates how to use an Acess Key to authenticate the API. Developers can make calls that will display JSON formats in return.,"Search, Data, SEO",https://www.programmableweb.com/sample-source-code/serpstack-jquery-sample-code,https://serpstack.com/documentation,,jQuery
17, The serpstack Node.js Sample Code demonstrates how to display API responses once developers make calls. They can use an API Key to authenticate.,"Search, Data, SEO",https://www.programmableweb.com/sample-source-code/serpstack-nodejs-sample-code,https://serpstack.com/documentation,,Node.js
18, The serpstack Python Sample Code demonstrates how to use an Access Key to authenticate. Developers can make calls that will display JSON formats in return.,"Search, Data, SEO",https://www.programmableweb.com/sample-source-code/serpstack-python-sample-code,https://serpstack.com/documentation,,Python
19, This NodeJS Sample Code demonstrates how to send authenticated file messages using WhatsApp.,"Messaging, Brazilian, Enterprise",https://www.programmableweb.com/sample-source-code/zenvia-send-file-message-using-whatsapp-nodejs-sample-code,https://github.com/zenvia/zenvia-sdk-node/blob/master/examples/whatsapp-send-fil...,,Node.js
20, This NodeJS Sample Code demonstrates how to receive message events and send text messages using the WhatsApp channel.,"Messaging, Brazilian, Enterprise",https://www.programmableweb.com/sample-source-code/zenvia-whatsapp-test-nodejs-sample-code,https://github.com/zenvia/zenvia-sdk-node/blob/master/examples/whatsapp-chat.js,,Node.js
21, This NodeJS Sample Code demonstrates how to retrieve a subscription by ID.,"Messaging, Brazilian, Enterprise",https://www.programmableweb.com/sample-source-code/zenvia-get-subscription-nodejs-sample-code,https://github.com/zenvia/zenvia-sdk-node/blob/master/examples/subscription-get....,,Node.js
22, This NodeJS Sample Code demonstrates how to delete a subscription linked to a client.,"Messaging, Brazilian, Enterprise",https://www.programmableweb.com/sample-source-code/zenvia-delete-subscription-nodejs-sample-code,https://github.com/zenvia/zenvia-sdk-node/blob/master/examples/subscription-dele...,,Node.js
23, This NodeJS Sample Code demonstrates how to create a Webhook to receive messages.,"Messaging, Brazilian, Enterprise",https://www.programmableweb.com/sample-source-code/zenvia-create-subscription-message-nodejs-sample-code,https://github.com/zenvia/zenvia-sdk-node/blob/master/examples/subscription-crea...,,Node.js
24, This NodeJS Sample Code demonstrates how to send authenticated messages through the SMS channel.,"Messaging, Brazilian, Enterprise",https://www.programmableweb.com/sample-source-code/zenvia-send-text-message-using-sms-channel-nodejs-sample-code,https://github.com/zenvia/zenvia-sdk-node/blob/master/examples/sms-send-text-mes...,,Node.js
25, This NodeJS Sample Code demonstrates how to send text messages using the Facebook channel. This test application authenticates and sends a message.,"Messaging, Brazilian, Enterprise",https://www.programmableweb.com/sample-source-code/zenvia-send-text-message-using-facebook-channel-nodejs-sample-code,https://github.com/zenvia/zenvia-sdk-node/blob/master/examples/facebook-send-tex...,,Node.js
26, This NodeJS Sample Code demonstrates how to send file messages using the Facebook channel. This test application authenticates and sends an image.,"Messaging, Brazilian, Enterprise",https://www.programmableweb.com/sample-source-code/zenvia-send-files-using-facebook-channel-nodejs-sample-code,https://github.com/zenvia/zenvia-sdk-node/blob/master/examples/facebook-send-fil...,,Node.js
27, This Java Sample Code demonstrates how to integrate Zenvia Conversation Cloud (ZCC) dispatch features with third parties.,"Messaging, Brazilian, Enterprise",https://www.programmableweb.com/sample-source-code/zenvia-zcc-dispatch-java-sample-code,https://github.com/zenvia/zenvia-zcc-sample-dispatch-java,,Java
28," The Factorial Shifts Python Sample Code demonstrates how to import requests, use GET verbs, and print responses. Developers can implement shifts features into applications, websites, and software.","Human Resources, Electronic Signature, Management, Time Tracking",https://www.programmableweb.com/sample-source-code/factorial-shifts-python-sample-code,https://docs.factorialhr.com/reference,,Python
29, The Factorial Shifts JavaScript Sample Code demonstrates how to use XML HTTP requests to call the API. Developers can receive JSON formats in return.,"Human Resources, Electronic Signature, Management, Time Tracking",https://www.programmableweb.com/sample-source-code/factorial-shifts-javascript-sample-code,https://docs.factorialhr.com/reference,,JavaScript
30," The Factorial Shifts Ruby Sample Code demonstrates how to use URI, HTTP, and Open SSL to make API calls. Developers can implement shifts features into applications with the API.","Human Resources, Electronic Signature, Management, Time Tracking",https://www.programmableweb.com/sample-source-code/factorial-shifts-ruby-sample-code,https://docs.factorialhr.com/reference,,Ruby
31, The Factorial Shifts Node.js Sample Code demonstrates how to use GET verbs to make API requests. Developers can call the API to receive JSON formats in return.,"Human Resources, Electronic Signature, Management, Time Tracking",https://www.programmableweb.com/sample-source-code/factorial-shifts-nodejs-sample-code,https://docs.factorialhr.com/reference,,Node.js
32, The Factorial Shifts Curl Sample Code demonstrates how to set up clock in time and clock out time to help employees to track their working hours.,"Human Resources, Electronic Signature, Management, Time Tracking",https://www.programmableweb.com/sample-source-code/factorial-shifts-curl-sample-code,https://docs.factorialhr.com/reference,,cURL
33," The Factorial Employee Python Sample Code demonstrates how to import requests and use GET verbs to access the API. Developers can implement employees' features into websites, applications, and software.","Human Resources, Electronic Signature, Management, Time Tracking",https://www.programmableweb.com/sample-source-code/factorial-employee-python-sample-code,https://docs.factorialhr.com/reference,,Python
34, The Factorial Employee JavaScript Sample Code demonstrates how to access the API with XML HTTP requests. Developers can use GET verbs to make API requests.,"Human Resources, Electronic Signature, Management, Time Tracking",https://www.programmableweb.com/sample-source-code/factorial-employee-javascript-sample-code,https://docs.factorialhr.com/reference,,JavaScript
35," The Factorial Employee Ruby Sample Code demonstrates how to access the API with URI, HTTP, and Open SSL. Developers can make requests to implement employees' features.","Human Resources, Electronic Signature, Management, Time Tracking",https://www.programmableweb.com/sample-source-code/factorial-employee-ruby-sample-code,https://docs.factorialhr.com/reference,,Ruby
36, The Factorial Employee Node.js Sample Code demonstrates how to use a variable request with GET methods to access the API. Developers can implement employees' data when they make calls that will display JSON in return.,"Human Resources, Electronic Signature, Management, Time Tracking",https://www.programmableweb.com/sample-source-code/factorial-employee-nodejs-sample-code,https://docs.factorialhr.com/reference,,Node.js
37, The Factorial Employee Curl Sample Code demonstrates how to use GET verbs to access the API. Developers can make calls to the API that will return JSON formats in return.,"Human Resources, Electronic Signature, Management, Time Tracking",https://www.programmableweb.com/sample-source-code/factorial-employee-curl-sample-code,https://docs.factorialhr.com/reference,,cURL
38, The Factorial Python Sample Code demonstrates how to access the API to implement human resources features into websites and applications.,"Human Resources, Electronic Signature, Management, Time Tracking",https://www.programmableweb.com/sample-source-code/factorial-python-sample-code,https://docs.factorialhr.com/reference,,Python
39," The Factorial JavaScript Sample Code demonstrates how to access the API with XML HTTP requests to implement human resources features into applications, websites, and software.","Human Resources, Electronic Signature, Management, Time Tracking",https://www.programmableweb.com/sample-source-code/factorial-javascript-sample-code,https://docs.factorialhr.com/reference,,JavaScript
40," The Factorial Ruby Sample Code demonstrates how to access the API to implement human resource features including employees' ID, termination, leave types, shifts, clock in, and clock out.","Human Resources, Electronic Signature, Management, Time Tracking",https://www.programmableweb.com/sample-source-code/factorial-ruby-sample-code,https://docs.factorialhr.com/reference,,Ruby
41," The Factorial Node.js Sample Code demonstrates how to access the API to implement employee data, leave types, shifts, clock in, and clock out human resource features.","Human Resources, Electronic Signature, Management, Time Tracking",https://www.programmableweb.com/sample-source-code/factorial-nodejs-sample-code,https://docs.factorialhr.com/reference,,Node.js
42," The Factorial Curl Sample Code demonstrates how to access the API to implement human resources features into applications, websites, and software.","Human Resources, Electronic Signature, Management, Time Tracking",https://www.programmableweb.com/sample-source-code/factorial-curl-sample-code,https://docs.factorialhr.com/reference,,cURL
43," This NodeJS Sample Code can be used as a starter of a Zenvia connector. After integrating with their platform, developers can send the customized connector to the Zenvia development team for approval.","Messaging, Brazilian, Enterprise",https://www.programmableweb.com/sample-source-code/zenvia-base-connector-nodejs-sample-code,https://github.com/zenvia/node-connector-base,,Node.js
44, This JavaScript Sample Code demonstrates how to implement an asynchronous function that creates transfer information.,"File Sharing, Documents, Storage",https://www.programmableweb.com/sample-source-code/wetransfer-create-transfer-javascript-sample-code,https://github.com/WeTransfer/wt-js-sdk/blob/master/example/create-transfer.js,,JavaScript
45," This JavaScript Sample Code demonstrates how to create board data in WeTransfer enabled applications. This uses an asynchronous function to read file content in parallel, create files, and create a board.","File Sharing, Documents, Storage",https://www.programmableweb.com/sample-source-code/wetransfer-create-board-javascript-sample-code,https://github.com/WeTransfer/wt-js-sdk/blob/master/example/create-board.js,,JavaScript
46," This Ruby Sample Code demonstrates how to fetch an API Key, and create a transfer with files.","File Sharing, Documents, Storage",https://www.programmableweb.com/sample-source-code/wetransfer-create-transfer-ruby-sample-code,https://github.com/WeTransfer/wetransfer_ruby_sdk/blob/master/examples/create_tr...,,Ruby
47, This Ruby Sample Code demonstrates how to send collection information in WeTransfer applications.,"File Sharing, Documents, Storage",https://www.programmableweb.com/sample-source-code/wetransfer-create-collection-ruby-sample-code,https://github.com/WeTransfer/wetransfer_ruby_sdk/blob/master/examples/create_co...,,Ruby
48, The AdSpeed PHP Sample Code demonstrates how to access the API with GET verbs to implement advertising features into applications. Developers can obtain XML formats in return when they call the API.,"Advertising, Enterprise, Marketing",https://www.programmableweb.com/sample-source-code/adspeed-php-sample-code,https://www.adspeed.com/Knowledges/1039/AdSpeed-API/Sample-Code.html,,PHP
49, The NextThink Count Metrics Curl Sample Code demonstrates how to measure the number of objects that satisfy a particular set of conditions every day. Developers can use the Portal that provides an API to query the details of count metrics.,"Human Resources, Jobs",https://www.programmableweb.com/sample-source-code/nextthink-count-metrics-curl-sample-code,https://doc.nexthink.com/Documentation/Nexthink/latest/APIAndIntegrations/Countm...,,cURL
50," The Xfers Merchant Curl Sample Code serves as a reference for developers who want to use the dashboard to manage a merchant account. Please note the sample code is in deprecation stage, however, information is still available and future merchant account will be in the dashboard.","Payments, Banking",https://www.programmableweb.com/sample-source-code/xfers-merchant-curl-sample-code,http://docs.xfers.io/V3/Singapore#tag/Merchant,,cURL
51, The Xfers Bank Account Curl Sample Code demonstrates how to attach a new back account to a user. Developers can withdraw a user's balance to the bank account.,"Payments, Banking",https://www.programmableweb.com/sample-source-code/xfers-bank-account-curl-sample-code,http://docs.xfers.io/V3/Singapore#tag/Bank-Account,,cURL
52, The Xfers Payout Curl Sample Code demonstrates how to move money from a merchant's account to a user's account. Developers can authenticate with an API Key.,"Payments, Banking",https://www.programmableweb.com/sample-source-code/xfers-payout-curl-sample-code,http://docs.xfers.io/V3/Singapore#tag/Payout,,cURL
53, The Xfers Cards Curl Sample Code demonstrates how to add or update credit cards to a connected user. Developers can charge a credit card without creating an Xfers account.,"Payments, Banking",https://www.programmableweb.com/sample-source-code/xfers-cards-curl-sample-code,http://docs.xfers.io/V3/Singapore#tag/Cards,,cURL
54, The Xfers Charge Curl Sample Code demonstrates how to move money from the user's account to the merchant's account. Developers can authenticate with an API Key.,"Payments, Banking",https://www.programmableweb.com/sample-source-code/xfers-charge-curl-sample-code,http://docs.xfers.io/V3/Singapore#tag/Charge,,cURL
55, The Xfers User Account Curl Sample Code demonstrates how to get the current user’s balance to be displayed to the user when he checks his account.,"Payments, Banking",https://www.programmableweb.com/sample-source-code/xfers-user-account-curl-sample-code,http://docs.xfers.io/V3/Singapore#tag/User-Account,,cURL
56," The Xfers Login Curl Sample Code demonstrates how to start user registration by inputting a phone number. After this API is called, an OTP SMS will be sent to that number.","Payments, Banking",https://www.programmableweb.com/sample-source-code/xfers-login-curl-sample-code,http://docs.xfers.io/V3/Singapore#operation/signUpLogin,,cURL
