,Description,Category,Meta_Url,Source Code,Repository,Languages
0, Recognize.IM Node.js Sample Code by Marcin Szajek demonstrates how to use the API client. It includes requests and router details. Installation and usage available with few lines of code.,"Recognition, Images, Photos, Products",https://www.programmableweb.com/sample-source-code/recognize.im-node.js-sample-code-marcin-szajek,https://github.com/RecognizeIm/node.js-client/tree/master/sampleClient,https://github.com/RecognizeIm/node.js-client/tree/master/sampleClient,Node.js
1," Recognize.IM PHP Sample Code by Marcin Szajek presents API interaction, providing configuration and testing as main resources.","Recognition, Images, Products",https://www.programmableweb.com/sample-source-code/recognize.im-php-sample-code-marcin-szajek,https://github.com/RecognizeIm/php-client/tree/master/example,https://github.com/RecognizeIm/php-client/tree/master/example,PHP
2, The Lambda Ruby Sample Code by Lambda demonstrates how to create an album and recognize an image. Available invitation to sign up for the Facial Recognition API.,"Recognition, Images, Machine Learning",https://www.programmableweb.com/sample-source-code/lambda-ruby-sample-code-lambda,https://lambdal.com/api-documentation#src,,Ruby
3," The Seldon C++ Sample Code by Vivien Mallet presents with a test how to open paths to interact with dependencies. Test to iterate, create matrix, and debug are available.","Machine Learning, Business, Enterprise, Open Source",https://www.programmableweb.com/sample-source-code/seldon-c-sample-code-vivien-mallet,https://github.com/libseldon/seldon/tree/master/test,,C++
4, The Alfresco Python Sample Code by Python Rocks allows API access to integrate content management features into enterprise applications. Demo examples include cmis.py and rest.py,"Content Management, Enterprise, Management",https://www.programmableweb.com/sample-source-code/alfresco-python-sample-code-python-rocks,https://github.com/pydevops/alfresco,,Python
5, The SugarSync Java Sample Code by David demonstrates how to access a shared folder. It includes installation and usage as resources.,"Syncing, Backup, Cloud, File Sharing",https://www.programmableweb.com/sample-source-code/sugarsync-java-sample-code-david,https://github.com/scaperot/sugarsync-example,,Java
6," The FileRun PHP How-To by FileRun presents a quick start to authorize, add new client application, and use the client library.","File Sharing, Cloud, Upload",https://www.programmableweb.com/sample-source-code/filerun-php-how-to-filerun,http://docs.filerun.com/index.php/API#Quick_start_for_PHP_developers,,PHP
7," The ShareFile Visual Basic.NET Sample Code by Citrix only for demonstration purposes, presents POST, GET, PATCH, and DELETE data.","File Sharing, Security, Storage, Syncing",https://www.programmableweb.com/sample-source-code/sharefile-visual-basic.net-sample-code-citrix,https://api.sharefile.com/rest/samples/vb.aspx,,Visual Basic
8," The ShareFile Ruby Sample Code by Citrix only for demonstration purposes, presents POST, GET, PATCH, and DELETE data.","File Sharing, Security, Storage, Syncing",https://www.programmableweb.com/sample-source-code/sharefile-ruby-sample-code-citrix,https://api.sharefile.com/rest/samples/ruby.aspx,,Ruby
9," The Brafton Java Sample Code by Brafton demonstrates how to interact with the API, providing and overview to send requests as XML objects to receive responses.","Content, Content Management, Marketing",https://www.programmableweb.com/sample-source-code/brafton-java-sample-code-brafton,http://www.brafton.com/support/java-sample/,,Java
10," The Brafton .Net Sample Code by Brafton presents how to interact with the API, providing context, news item, category, and photo classes.","Content, Content Management, Marketing",https://www.programmableweb.com/sample-source-code/brafton-.net-sample-code-brafton,http://www.brafton.com/support/dotnet-sample/,,.Net
11," The Brafton PHP Sample Code by Brafton demonstrates how to integrate content into applications, by providing authentication and callbacks.","Content, Content Management, Marketing",https://www.programmableweb.com/sample-source-code/brafton-php-sample-code-brafton,https://github.com/4rthem/google-api,,PHP
12," The ShareFile PHP Sample Code by Citrix only for demonstration purposes, presents POST, GET, PATCH, and DELETE data.","File Sharing, Security, Storage, Syncing",https://www.programmableweb.com/sample-source-code/sharefile-php-sample-code-citrix,https://api.sharefile.com/rest/samples/php.aspx,,PHP
13," The ShareFile Java Sample Code by Citrix only for demonstration purposes, displays POST, GET, PATCH, and DELETE data.","File Sharing, Security, Storage, Syncing",https://www.programmableweb.com/sample-source-code/sharefile-java-sample-code-citrix,https://api.sharefile.com/rest/samples/java-se.aspx,,Java
14," The ShareFile .NET Sample Code by Citrix only for demonstration purposes, presents POST, GET, PATCH, and DELETE data.","File Sharing, Security, Storage, Syncing",https://www.programmableweb.com/sample-source-code/sharefile-.net-sample-code-citrix,https://api.sharefile.com/rest/samples/csharp.aspx,,.Net
15," The SmartFile JavaScript Sample Code by Sylvain Gizard demonstrates how to interact with the API, providing code to configure and make callbacks in JSON format.","File Sharing, Enterprise, Hosting",https://www.programmableweb.com/sample-source-code/smartfile-javascript-sample-code-sylvain-gizard,https://github.com/sylvaingi/meteor-smartfile-example,,JavaScript
16," The SmartFile PHP Sample Code by SmartFile demonstrates how to interact with the API, displaying examples to create a directory, download file, list files, test, upload files, and communicate with users.","File Sharing, Enterprise, Hosting",https://www.programmableweb.com/sample-source-code/smartfile-php-sample-code-smartfile,https://github.com/smartfile/client-php/tree/master/examples,,PHP
17," The SmartFile Python Sample Code by Ryan Johnston demonstrates how to interact with the API, providing installation instructions of Python, Django and MySQL tools.","File Sharing, Enterprise, Hosting",https://www.programmableweb.com/sample-source-code/smartfile-python-sample-code-ryan-johnston,https://github.com/pombredanne/savethemails,,Python
18, The nullNude PHP Sample Code by dNeural contains sample applications that check photos for nudity.,"Adult, Content Management, Machine Learning",https://www.programmableweb.com/sample-source-code/nullnude-php-sample-code-dneural,https://github.com/dneural/php-nullnude/tree/master/examples,,PHP
19, The nullNude Python Sample Code by dNeural contains sample applications that check photos for nudity.,"Adult, Content Management, Machine Learning",https://www.programmableweb.com/sample-source-code/nullnude-python-sample-code-dneural,https://github.com/dneural/python-nullnude/tree/master/examples,,Python
20, The CHINO.io .NET Sample Code by CHINO.io details several functions of the .NET SDK.,"Healthcare, Backend-as-a-Service, Compliance, Database-as-a-Service, European, Law, Privacy",https://www.programmableweb.com/sample-source-code/chino.io-.net-sample-code-chino.io,https://github.com/chinoio/chino-dotnet/tree/develop/ChinoTest,,.Net
21, The CHINO.io Python Sample Code by CHINO.io demonstrates several functions of the Python SDK.,"Healthcare, Backend-as-a-Service, Compliance, Database-as-a-Service, European, Law, Privacy",https://www.programmableweb.com/sample-source-code/chino.io-python-sample-code-chino.io,https://github.com/chinoio/chino-python/tree/master/test,,Python
22, This sample code fetches all your logs from logcat and sends them to Bugfender. You can get a Bugfender account for free.,"Mobile, Application Development, Monitoring",https://www.programmableweb.com/sample-source-code/bugfender-android-sample-code,https://github.com/bugfender/BugfenderSDK-android-sample,,Java
23, The InsideView JavaScript Sample Code by InsideView demonstrates how to interact with company data and user interface. HTML5 project requires token and email to access.,"Intelligence, Marketing, Platform-as-a-Service, Sales",https://www.programmableweb.com/sample-source-code/insideview-javascript-sample-code-insideview,https://github.com/InsideviewAPI/InsideViewAPI-samples,,JavaScript
24," The MaxMind Ruby Sample Code by Adam Daniels demonstrates how to interact with the API, providing code to receive chargeback service support.","Security, Intelligence, Location",https://www.programmableweb.com/sample-source-code/maxmind-ruby-sample-code-adam-daniels,https://github.com/adam12/maxmind/tree/master/examples,,Ruby
25, The Space Bunny Node.js Sample Code by Space Bunny demonstrates several features of the Node.js SDK.,"Internet of Things, Messaging, Monitoring",https://www.programmableweb.com/sample-source-code/space-bunny-node.js-sample-code-space-bunny,https://github.com/space-bunny/node-sdk/tree/master/examples,,Node.js
26," The Space Bunny Ruby Sample Code by Space Bunny describes ""device"" and ""live_stream"" functionality.","Internet of Things, Messaging, Monitoring",https://www.programmableweb.com/sample-source-code/space-bunny-ruby-sample-code-space-bunny,https://github.com/space-bunny/ruby_sdk/tree/master/examples,,Ruby
27," The MonkeyLearn JavaScript Sample Code by Josue demonstrates how to interact with the API, providing code to configure provider, set token, structure key, and make callbacks.","Machine Learning, Analytics, Text",https://www.programmableweb.com/sample-source-code/monkeylearn-javascript-sample-code-josue,https://github.com/blacknash/angularjs_monkeylearn/tree/master/examples,,JavaScript
28, The MonkeyLearn Python Sample Code by Alec demonstrates how to integrate sentiment analysis of articles. It includes classifier and database files as main resources.,"Machine Learning, Analytics, Text",https://www.programmableweb.com/sample-source-code/monkeylearn-python-sample-code-alec,https://github.com/alecblumenfeld-mcgill/MonkeyLearn-Political-Classifer,,Python
29," The FitPay iOS Sample Code by FitPay demonstrates credit card functionality, device integration, and several other functions.","Payments, Authentication, Security, Wearable",https://www.programmableweb.com/sample-source-code/fitpay-ios-sample-code-fitpay,https://github.com/fitpay/fitpay-ios-sdk/tree/develop/FitpaySDKDemo,,Swift
30, The FitPay Android Sample Code by FitPay demonstrates several functions of the Android SDK such as notifications.,"Payments, Authentication, Security, Wearable",https://www.programmableweb.com/sample-source-code/fitpay-android-sample-code-fitpay,https://github.com/fitpay/fitpay-android/tree/develop/fitpay/src/test/,,Java
31, The FitPay Java Sample Code by FitPay demonstrates several functions of the Java SDK.,"Payments, Authentication, Security, Wearable",https://www.programmableweb.com/sample-source-code/fitpay-java-sample-code-fitpay,https://github.com/fitpay/fitpay_java_sdk/tree/master/src/test,,Java
32," The Playbasis iOS Sample Code by eddie demonstrates how to interact with the API, providing login, points, actions, badges, and rules information.","Engagement, Games, Rewards",https://www.programmableweb.com/sample-source-code/playbasis-ios-sample-code-eddie,https://github.com/arzumy/sdk/tree/master/ios/demoApp,,Objective-C
33," The Playbasis Android Sample Code by eddie presents how to interact with the API, providing instructions to set up the action listener, add action items, and interact with callbacks.","Engagement, Games, Rewards",https://www.programmableweb.com/sample-source-code/playbasis-android-sample-code-eddie,https://github.com/arzumy/sdk/tree/master/android/demoApp,,Java
34," The LivePerson Node.js Sample Code by LivePerson demonstrates how to access engagement history, including search, filter, and keep a copy chat transcripts.","Chat, Customer Service, Real Time",https://www.programmableweb.com/sample-source-code/liveperson-node.js-sample-code-liveperson,https://connect.liveperson.com/content/connecting-engagement-history-api-nodejs,,Node.js
35," The YaaS C# Sample Code by Robert Schmid demonstrates how to integrate a wishlist of microservices into applications, providing authentication and callbacks. Startup and JSON package available.","Marketplace, Application Development, Integration",https://www.programmableweb.com/sample-source-code/yaas-c-sample-code-robert-schmid,https://github.com/rs22/YaasServicePatterns/tree/master/example/Wishlist,,C#
36, The YaaS Java Sample Code by Pierre Fritsch demonstrates how to integrate a Wishlist of products and services. It includes API console and API overview.,"Marketplace, Application Development, Integration",https://www.programmableweb.com/sample-source-code/yaas-java-sample-code-pierre-fritsch,https://github.com/SAP/yaas_java_jersey_wishlist,,Java
37, The Slamby Python Sample Code by Slamby demonstrates functions of the Python SDK such as obtaining tag lists.,"Classifieds, Advertising, Text",https://www.programmableweb.com/sample-source-code/slamby-python-sample-code-slamby,https://github.com/slamby/slamby-sdk-python#getting-started,,Python
38, The Slamby PHP Sample Code by Slamby demonstrates functions of the PHP SDK such as recommendation requests.,"Classifieds, Advertising, Text",https://www.programmableweb.com/sample-source-code/slamby-php-sample-code-slamby,https://github.com/slamby/slamby-sdk-php/tree/master/lib/Tests,,PHP
39," The Slamby JavaScript Sample Code by Slamby demonstrates functions of the JavaScript SDK such as filters, and tags.","Classifieds, Advertising, Text",https://www.programmableweb.com/sample-source-code/slamby-javascript-sample-code-slamby,https://github.com/slamby/slamby-sdk-javascript#getting-started,,JavaScript
40, The Slamby .NET Sample Code by Slamby is a sample application that can be used to test several features of the .NET SDK.,"Classifieds, Advertising, Text",https://www.programmableweb.com/sample-source-code/slamby-.net-sample-code-slamby,https://github.com/slamby/slamby-sdk-net/tree/master/src/Slamby.SDK.Net.Tests,,.Net
41," The MyFonts Ruby Sample Code by David Moulton demonstrates how to add specific type of fonts into applications, according to style and designer. Gem installation available.","Fonts, Words, Writing",https://www.programmableweb.com/sample-source-code/myfonts-ruby-sample-code-david-moulton,https://github.com/dmoulton/myfonts-demo,,Ruby
42, The Infoconnect Java Sample Code by Craig Schumann presents how to communicate with the API to access data business features. Available Java library and SWTTest as resources.,"Data, Business, Campaigns, Engagement",https://www.programmableweb.com/sample-source-code/infoconnect-java-sample-code-craig-schumann,https://github.com/Infoconnect/infoconnect-api-java-client,,Java
43," The Scoop.it PHP Sample Code by zenria demonstrates how to cure content from posters, users, and topics. It also provides code to list and get categories.","Content, Marketing, Software-as-a-Service",https://www.programmableweb.com/sample-source-code/scoop.it-php-sample-code-zenria,https://github.com/vdemay/Scoopit-PHP/tree/master/examples,,PHP
44, The Cogswell Java Sample Code by Cogswell demonstrates several features of the Java SDK with a sample application.,"Messaging, Events, Real Time",https://www.programmableweb.com/sample-source-code/cogswell-java-sample-code-cogswell,https://github.com/cogswell-io/cogs-java-example-app,,Java
45, The Cogswell iOS Sample Code by Cogswell demonstrates several features of the iOS SDK with a sample application.,"Messaging, Events, Real Time",https://www.programmableweb.com/sample-source-code/cogswell-ios-sample-code-cogswell,https://github.com/cogswell-io/cogs-ios-example-app,,Swift
46, The Cogswell C# Sample Code by Cogswell demonstrates several features of the C# SDK with a sample application.,"Messaging, Events, Real Time",https://www.programmableweb.com/sample-source-code/cogswell-c-sample-code-cogswell,https://github.com/cogswell-io/cogs-cs-example-app,,C#
47, The Cogswell Android Sample Code by Cogswell demonstrates several features of the Android SDK with a sample application.,"Messaging, Events, Real Time",https://www.programmableweb.com/sample-source-code/cogswell-android-sample-code-cogswell,https://github.com/cogswell-io/cogs-android-example-app,,Java
48, The Sailthru Java Sample Code by Sailthru is a sample application that demonstrates functions of the Java SDK such as purchasing.,"Email, Messaging, Monitoring",https://www.programmableweb.com/sample-source-code/sailthru-java-sample-code-sailthru,https://github.com/sailthru/sailthru-java-client/tree/master/examples,,Java
49, The Sailthru Ruby Sample Code by Sailthru is a sample application that demonstrates functions of the Ruby SDK such as blast requests.,"Email, Messaging, Monitoring",https://www.programmableweb.com/sample-source-code/sailthru-ruby-sample-code-sailthru,https://github.com/sailthru/sailthru-ruby-client/tree/master/test,,Ruby
50, The Sailthru .NET Sample Code by Sailthru is a sample application that demonstrates functions of the .NET SDK such as blast requests.,"Email, Messaging, Monitoring",https://www.programmableweb.com/sample-source-code/sailthru-.net-sample-code-sailthru,https://github.com/sailthru/sailthru-net-client/tree/master/Sailthru,,.Net
51, The ItsLearning JavaScript How-To by ItsLearning demonstrates with a workshop how to use the application offline. This tutorial covers life-cycle of service workers and Cache API.,"Learning Management Systems, Cloud, Education",https://www.programmableweb.com/sample-source-code/itslearning-javascript-how-to-itslearning,https://github.com/plumpNation/itslearning-offline-ws,,JavaScript
52," The Litmos C# How-To by Wade Leveille demonstrates how to interact with the API by making callbacks. Controllers, models, properties, scripts, and views available as resources.","Learning Management Systems, Education, Training",https://www.programmableweb.com/sample-source-code/litmos-c-how-to-wade-leveille,https://github.com/wadeleveille/LitmosAPIClient.Net/tree/master/Sample,,C#
53, The Litmos JavaScript How-To by Nic Musser presents how to interact with the API to access learning management system features. Developers can create users via API Key.,"Learning Management Systems, Education, Training",https://www.programmableweb.com/sample-source-code/litmos-javascript-how-to-nic-musser,https://github.com/nussmuss/litmos-api,,JavaScript
54, The Talkable iOS How-To by Talkable demonstrates how to install the SDK. Resources include guides to implement a standalone campaign and a post purchase campaign. Additional information available at http://docs.talkable.com/ios_sdk/integration.html#ios-sdk-integration,"Referrals, eCommerce, Marketing",https://www.programmableweb.com/sample-source-code/talkable-ios-how-to-talkable,http://docs.talkable.com/ios_sdk/getting_started.html,,Objective-C
55," The Talkable Android How-To by Talkable demonstrates how to install the SDK. Once set up is complete, developers will be able to integrate the Talkable campaign feature.","Referrals, eCommerce, Marketing",https://www.programmableweb.com/sample-source-code/talkable-android-how-to-talkable,http://docs.talkable.com/android_sdk/getting_started.html,,Java
56, The Vungle C++ Sample Code by wanghuan1115 demonstrates how to interact with the API. It contains guides to use the Vungle Unity plugin available at https://support.vungle.com/hc/en-us/articles/204311244,"Mobile, Advertising, Video",https://www.programmableweb.com/sample-source-code/vungle-c-sample-code-wanghuan1115,https://github.com/wanghuan1115/sdkbox-vungle-sample,,C++
57, The Vungle Unity Sample Code by Mike demonstrates how to interact with the API. It contains guides to use the Vungle Unity plugin available at https://support.vungle.com/hc/en-us/articles/204311244,"Mobile, Advertising, Video",https://www.programmableweb.com/sample-source-code/vungle-unity-sample-code-mike,https://github.com/phanductrieu/publisher-sample-unity,,Unity
58, The Vungle JavaScript Sample Code by tinybearc presents how to interact with the SDK samples provided on GitHub. Steps include code to clone repository and run code with a particular language and platform.,"Mobile, Advertising, Video",https://www.programmableweb.com/sample-source-code/vungle-javascript-sample-code-tinybearc,https://github.com/sdkbox/sdkbox-sample-vungle,,JavaScript
59, The Vungle Android Sample Code by dangilk demonstrates how to access the API providing a JAR file. Authentication and callbacks are useful to understand the integration of mobile video campaigns into applications.,"Mobile, Advertising, Video",https://www.programmableweb.com/sample-source-code/vungle-android-sample-code-dangilk,https://github.com/Vungle/Android-SDK/tree/master/Sample/libs,,Java
60," The Tenon Node.js Sample Code by Justin Stockton demonstrates how to import a module, create an instance with Key, check a URL, check a document, and a source of the HTML source.","Accessibility, Design, Software-as-a-Service",https://www.programmableweb.com/sample-source-code/tenon-node.js-sample-code-justin-stockton,https://github.com/poorgeek/tenon-node/tree/master/example,,Node.js
61," The Unsplash JavaScript Sample Code by Unsplash communicates with the API to access photo download features, offering configuration and JSON package as resources.","Photos, Art, Design",https://www.programmableweb.com/sample-source-code/unsplash-javascript-sample-code-unsplash,https://github.com/unsplash/unsplash-js/tree/master/examples,,JavaScript
62, The OpenAIRE Python Sample Code by Lars Holm Nielsen demonstrates how to access open European scientific data from the API. Developers can obtain records and databases with code available on the site.,"Science, European, Open Data, Publishing",https://www.programmableweb.com/sample-source-code/openaire-python-sample-code-lars-holm-nielsen,https://github.com/inveniosoftware/invenio-openaire/tree/master/examples,,Python
63," The Voucherify Ruby How-To authenticate by Voucherify demonstrates installation, authorization, and usage to integrate API features interacting with the backend.","Coupons, Application Development, eCommerce",https://www.programmableweb.com/sample-source-code/voucherify-ruby-how-to-authenticate-voucherify,https://voucherify.readme.io/docs/ruby,,Ruby
64," The Voucherify PHP How-To authenticate by Voucherify provides installation, authorization, and usage code to integrate API features interacting with the backend.","Coupons, Application Development, eCommerce",https://www.programmableweb.com/sample-source-code/voucherify-php-how-to-authenticate-voucherify,https://voucherify.readme.io/docs/php,,PHP
65," The Voucherify Node.js How-To authenticate by Voucherify presents installation, authorization, and usage to integrate API features interacting with the backend.","Coupons, Application Development, eCommerce",https://www.programmableweb.com/sample-source-code/voucherify-node.js-how-to-authenticate-voucherify,https://voucherify.readme.io/docs/nodejs-tutorial,,Node.js
66, The Sailthru PHP Sample Code by Sailthru is a sample application that demonstrates functions of the PHP SDK.,"Email, Messaging, Monitoring",https://www.programmableweb.com/sample-source-code/sailthru-php-sample-code-sailthru,https://github.com/sailthru/sailthru-php5-client/tree/master/examples,,PHP
67," The Cicero PHP Sample Code by Andrew Thompson demonstrates how to communicate with the API, providing code to display maps and obtain Cicero data.","Data, Addresses, Database, Government",https://www.programmableweb.com/sample-source-code/cicero-php-sample-code-andrew-thompson,https://github.com/azavea/cicero-examples,,PHP
68," The Cicero Java Sample Code by Aviv Keshet demonstrates how to communicate with the API, providing setup with indications to install. As a service, Cicero can access address-based legislative matching features.","Data, Addresses, Database, Government",https://www.programmableweb.com/sample-source-code/cicero-java-sample-code-aviv-keshet,https://github.com/persim/cicero-sample,,Java
