,Description,Category,Meta_Url,Source Code,Repository,Languages
0," The PredictionIO Python Sample Code by PredictionIO presents API interactivity, providing code to export event files, rank query items, and import historical stock data from Yahoo.","Predictions, Intelligence, Machine Learning, Recognition",https://www.programmableweb.com/sample-source-code/predictionio-python-sample-code-predictionio,https://github.com/apache/incubator-predictionio-sdk-python/tree/develop/example...,,Python
1, The PredictionIO PHP Sample Code by PredictionIO presents API interaction by ranking items and including events. Each branch contains resources to send requests and receive responses.,"Predictions, Intelligence, Machine Learning, Recognition",https://www.programmableweb.com/sample-source-code/predictionio-php-sample-code-predictionio,https://github.com/apache/incubator-predictionio-sdk-php/tree/develop/examples,,PHP
2," The PredictionIO Java Sample Code by PredictionIO demonstrates how to import event creation, via API. It contains prediction samples as available resources with its respective utilities, callbacks, commands, and structures.","Predictions, Intelligence, Machine Learning, Recognition",https://www.programmableweb.com/sample-source-code/predictionio-java-sample-code-predictionio,https://github.com/apache/incubator-predictionio-sdk-java/tree/develop/examples,,Java
3," This Python sample code works with the REST API and is a cloud-based lead management solution. It enables InsideSales reps to qualify leads, dial and improve contact rates. InsideSales is a provider of response management solutions for sales and marketing and has a telephony suite of tools including voice messaging, auto dialing, and lead response.","Sales, Enterprise, Marketing",https://www.programmableweb.com/sample-source-code/insidesales-rest-python-sample-code-insidesales,http://community.insidesales.com/lmp/apis/faq/codesamples,http://community.insidesales.com/assets/departments/support/python_rest_sample_code.zip,Python
4," This Ruby sample code works with the REST API and is a cloud-based lead management solution. It enables InsideSales reps to qualify leads, dial and improve contact rates. InsideSales is a provider of response management solutions for sales and marketing and has a telephony suite of tools including voice messaging, auto dialing, and lead response.","Sales, Enterprise, Marketing",https://www.programmableweb.com/sample-source-code/insidesales-rest-ruby-sample-code-insidesales,http://community.insidesales.com/lmp/apis/faq/codesamples,http://community.insidesales.com/assets/departments/support/ruby_rest_sample_code.zip,Ruby
5," This PerL sample code works with the REST API and is a cloud-based lead management solution. It enables InsideSales reps to qualify leads, dial and improve contact rates. InsideSales is a provider of response management solutions for sales and marketing and has a telephony suite of tools including voice messaging, auto dialing, and lead response.","Sales, Enterprise, Marketing",https://www.programmableweb.com/sample-source-code/insidesales-rest-perl-sample-code-insidesales,http://community.insidesales.com/lmp/apis/faq/codesamples,http://community.insidesales.com/assets/departments/support/pearl_rest_sample_code.zip,PERL
6," This PHP sample code works with the REST API and is a cloud-based lead management solution. It enables InsideSales reps to qualify leads, dial and improve contact rates. InsideSales is a provider of response management solutions for sales and marketing and has a telephony suite of tools including voice messaging, auto dialing, and lead response.","Sales, Enterprise, Marketing",https://www.programmableweb.com/sample-source-code/insidesales-rest-php-sample-code-insidesales,http://community.insidesales.com/lmp/apis/faq/codesamples,http://community.insidesales.com/assets/departments/support/php_rest_sample_code.zip,PHP
7," This VB sample code works with the REST API and is a cloud-based lead management solution. It enables InsideSales reps to qualify leads, dial and improve contact rates. InsideSales is a provider of response management solutions for sales and marketing and has a telephony suite of tools including voice messaging, auto dialing, and lead response.","Sales, Enterprise, Marketing",https://www.programmableweb.com/sample-source-code/insidesales-rest-vb-sample-code-insidesales,http://community.insidesales.com/lmp/apis/faq/codesamples,http://community.insidesales.com/assets/departments/support/vb_rest_example.zip,"VBScript, Visual Basic"
8," This C# sample code works with the REST API and is a cloud-based lead management solution. It enables InsideSales reps to qualify leads, dial and improve contact rates. InsideSales is a provider of response management solutions for sales and marketing and has a telephony suite of tools including voice messaging, auto dialing, and lead response.","Sales, Enterprise, Marketing",https://www.programmableweb.com/sample-source-code/insidesales-rest-c-sample-code-insidesales,http://community.insidesales.com/lmp/apis/faq/codesamples,http://community.insidesales.com/assets/departments/support/csharp_rest_example.zip,C#
9," This Ruby sample code works with the SOAP API and is a cloud-based lead management solution. It enables InsideSales reps to qualify leads, dial and improve contact rates. InsideSales is a provider of response management solutions for sales and marketing and has a telephony suite of tools including voice messaging, auto dialing, and lead response.","Sales, Enterprise, Marketing",https://www.programmableweb.com/sample-source-code/insidesales-soap-ruby-sample-code-insidesales,http://community.insidesales.com/lmp/apis/faq/codesamples,http://community.insidesales.com/assets/departments/support/ruby_soap_sample_code.zip,Ruby
10," This Perl sample code works with the SOAP API and is a cloud-based lead management solution. It enables InsideSales reps to qualify leads, dial and improve contact rates. InsideSales is a provider of response management solutions for sales and marketing and has a telephony suite of tools including voice messaging, auto dialing, and lead response.","Sales, Enterprise, Marketing",https://www.programmableweb.com/sample-source-code/insidesales-soap-perl-sample-code-insidesales,http://community.insidesales.com/lmp/apis/faq/codesamples,http://community.insidesales.com/assets/departments/support/pearl_soap_sample_code.zip,PERL
11," This PHP sample code works with the SOAP API and is a cloud-based lead management solution. It enables InsideSales reps to qualify leads, dial and improve contact rates. Insidesales is a provider of response management solutions for sales and marketing and has a telephony suite of tools including voice messaging, auto dialing, and lead response.","Sales, Enterprise, Marketing",https://www.programmableweb.com/sample-source-code/insidesales-soap-php-sample-code-insidesales,http://community.insidesales.com/lmp/apis/faq/codesamples,http://community.insidesales.com/assets/departments/support/php_soap_sample_code.zip,PHP
12," This Java sample code works with the SOAP API and is a cloud-based lead management solution. It enables InsideSales reps to qualify leads, dial and improve contact rates. Insidesales is a provider of response management solutions for sales and marketing and has a telephony suite of tools including voice messaging, auto dialing, and lead response.","Sales, Enterprise, Marketing",https://www.programmableweb.com/sample-source-code/insidesales-soap-java-sample-code-insidesales,http://community.insidesales.com/lmp/apis/faq/codesamples,http://community.insidesales.com/assets/departments/support/java_soap_sample_code.zip,Java
13," This C# sample code works with the SOAP API and is a cloud-based lead management solution. It enables InsideSales reps to qualify leads, dial and improve contact rates. Insidesales is a provider of response management solutions for sales and marketing and has a telephony suite of tools including; voice messaging, auto dialing, and lead response.","Sales, Enterprise, Marketing",https://www.programmableweb.com/sample-source-code/insidesales-soap-c-sample-code-insidesales,http://community.insidesales.com/lmp/apis/faq/codesamples,http://community.insidesales.com/assets/departments/support/csharp_soap_sample_code.zip,C#
14," The Google Cloud Prediction Ruby Sample Code by Google demonstrates API interaction with project setup, authentication, and usage. Contact prediction-api-discuss@googlegroups.com for additional information.","Predictions, Intelligence, Machine Learning, Recognition",https://www.programmableweb.com/sample-source-code/google-cloud-prediction-ruby-sample-code-google,https://github.com/google/google-api-ruby-client-samples/tree/master/prediction,,Ruby
15, The Google Cloud Prediction Node.js Sample Code by Google demonstrates with an application how to interact with the API. It presents client authentication and return callbacks.,"Predictions, Intelligence, Machine Learning, Recognition",https://www.programmableweb.com/sample-source-code/google-cloud-prediction-nodejs-sample-code-google,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/master/predictio...,,Node.js
16," The Google Cloud Prediction Python Sample Code by Google presents API interaction with authclient, requests, and responses as available resources.","Predictions, Intelligence, Machine Learning, Recognition",https://www.programmableweb.com/sample-source-code/google-cloud-prediction-python-sample-code-google,https://cloud.google.com/prediction/docs/developer-guide#predictionfromappengine,,Python
17," The Google Cloud Prediction Java Sample Code by Google presents how to interact with the API, demonstrating an application. It provides instructions to browse online, register app, check out, and run the project.","Predictions, Intelligence, Machine Learning, Recognition",https://www.programmableweb.com/sample-source-code/google-cloud-prediction-java-sample-code-google,https://github.com/google/google-api-java-client-samples/tree/master/prediction-...,,Java
18, The Google Cloud Prediction Go Sample Code by Google demonstrates API interaction with JSON requests and responses in a variety of contexts. Library available at https://github.com/GoogleCloudPlatform/google-cloud-go,"Predictions, Intelligence, Machine Learning, Recognition",https://www.programmableweb.com/sample-source-code/google-cloud-prediction-go-sample-code-google,https://github.com/google/google-api-go-client/commit/77c705c9afc87d8ecf2be098b8...,,Go
19," The LambdaLabs Objective-C Sample Code by LambdaLabs provides demonstrations to interact with the API with different languages. Examples include create an album, train the album, rebuild the album, and recognize an image. Contact support@lambdal.com for additional development information.","Medical Records, Hardware, Intelligence, Machine Learning",https://www.programmableweb.com/sample-source-code/lambdalabs-objective-c-sample-code-lambdalabs,https://lambdal.com/api-documentation#src,,Objective-C
20," The LambdaLabs C# Sample Code by LambdaLabs offers demos to communicate with the API. Examples include create an album, train the album, rebuild the album, and recognize an image. Contact support@lambdal.com to access additional information.","Recognition, Hardware, Intelligence, Machine Learning",https://www.programmableweb.com/sample-source-code/lambdalabs-c-sample-code-lambdalabs,https://lambdal.com/api-documentation#src,,C#
21," The LambdaLabs Java Sample Code by LambdaLabs provides demos to interact with the API as available resources. Examples include create an album, train the album, rebuild the album, and recognize an image. Developers can contact Lambda to the email support@lambdal.com for additional information.","Recognition, Hardware, Intelligence, Machine Learning",https://www.programmableweb.com/sample-source-code/lambdalabs-java-sample-code-lambdalabs,https://lambdal.com/api-documentation#src,,Java
22," The LambdaLabs Node.js Sample Code by LambdaLabs offers demos to interact with the API on the main sire. Examples include create an album, train the album, rebuild the album, and recognize an image. Contact support@lambdal.com for additional development information.","Recognition, Hardware, Intelligence, Machine Learning",https://www.programmableweb.com/sample-source-code/lambdalabs-nodejs-sample-code-lambdalabs,https://lambdal.com/api-documentation#src,,Node.js
23," The LambdaLabs PHP Sample Code by LambdaLabs provides demonstrations to communicate with the API. Examples include create an album, train the album, rebuild the album, and recognize an image. For contact, email support@lambdal.com to access additional information.","Recognition, Hardware, Intelligence, Machine Learning",https://www.programmableweb.com/sample-source-code/lambdalabs-php-sample-code-lambdalabs,https://lambdal.com/api-documentation#src,,PHP
24," The LambdaLabs Python Sample Code by LambdaLabs offers demonstration to interact with the API. Examples include create an album, train the album, rebuild the album, and recognize an image. Contact support@lambdal.com for additional languages.","Recognition, Hardware, Intelligence, Machine Learning",https://www.programmableweb.com/sample-source-code/lambdalabs-python-sample-code-lambdalabs,https://lambdal.com/api-documentation#src,,Python
25," The LambdaLabs Ruby Sample Code by LambdaLabs provides demos to interact with the API. Examples include create an album, train the album, rebuild the album, and recognize an image. Contact support@lambdal.com for additional information.","Recognition, Hardware, Intelligence, Machine Learning",https://www.programmableweb.com/sample-source-code/lambdalabs-ruby-sample-code-lambdalabs,https://lambdal.com/api-documentation#src,,Ruby
26," The WePay Java Sample Code by WePay demonstrates how to integrate payments with the API. Resources include account calls, check out calls, credit card calls, OAuth2 calls, and preapproval calls.","Payments, Business, Marketplace, Transactions",https://www.programmableweb.com/sample-source-code/wepay-java-sample-code-wepay,https://github.com/wepay/WePay-Java-SDK/tree/master/sample_calls,,Java
27," The WePay Python Sample Code by WePay presents payment integration by interacting with the API. It includes calls, requests, and responses.","Payments, Business, Marketplace, Transactions",https://www.programmableweb.com/sample-source-code/wepay-python-sample-code-wepay,https://github.com/wepay/Python-SDK/blob/master/test/test_api.py,,Python
28, The WePay PHP Sample Code by WePay demonstrates payment integration via API. It includes steps to open an account and interact with a user.,"Payments, Business, Marketplace, Transactions",https://www.programmableweb.com/sample-source-code/wepay-php-sample-code-wepay,https://github.com/wepay/PHP-SDK/tree/master/demoapp,,PHP
29, The Dwolla Ruby Sample Code by Dwolla presents API interaction to access transaction features. It provides installation and configuration. Documentation available at https://developers.dwolla.com/,"Banking, Payments, Platform-as-a-Service, Transactions",https://www.programmableweb.com/sample-source-code/dwolla-ruby-sample-code-dwolla,https://github.com/Dwolla/dwolla-sample-rails-app,,Ruby
30," The Dwolla C# Sample Code by Dwolla presents API interaction. It shows how to use the SDK adding the package from NuGet, aiming to creating a Dwolla application.","Banking, Payments, Platform-as-a-Service, Transactions",https://www.programmableweb.com/sample-source-code/dwolla-c-sample-code-dwolla,https://github.com/Dwolla/dwolla-Win8-sample,,C#
31, The Dwolla Python Sample Code by Dwolla demonstrates how to integrate payments into applications. It provides instructions to configure S3 bucket transfer acceleration.,"Banking, Payments, Platform-as-a-Service, Transactions",https://www.programmableweb.com/sample-source-code/dwolla-python-sample-code-dwolla,https://github.com/Dwolla/cloudformation-customization-demo,,Python
32," The H2O Scala Sample Code by H2O demonstrates how to predict spam text messages via machine learning. It includes models, responses, tables, and metrics as resources.","Machine Learning, Business, Enterprise, Intelligence",https://www.programmableweb.com/sample-source-code/h2o-scala-sample-code-h2o,https://github.com/h2oai/sparkling-water/blob/master/examples/src/main/scala/org...,,Scala
33," The Avalara Perl Sample Code by Mark Gardner of ZipRecruiter presents modules to interact with the API. It includes tax, connection, service, and address as resources.","Taxes, Automation, Prices, Sales",https://www.programmableweb.com/sample-source-code/avalara-perl-sample-code-mark-gardner-ziprecruiter,https://metacpan.org/release/WebService-Avalara-AvaTax,,PERL
34," The Avalara Python Sample Code by Avalara demonstrates API interaction. It provides method to obtain credentials, get tax, and validate address.","Taxes, Automation, Prices, Sales",https://www.programmableweb.com/sample-source-code/avalara-python-sample-code-avalara,https://github.com/avadev/AvaTax-Calc-REST-Python,,Python
35," The Avalara Ruby Sample Code by Avalara demonstrates how to interact with the API. It includes tax/get POST and GET methods, in addition to dependencies, requirements, and credentials as available resources.","Taxes, Automation, Prices, Sales",https://www.programmableweb.com/sample-source-code/avalara-ruby-sample-code-avalara,https://github.com/avadev/AvaTax-Calc-REST-Ruby,,Ruby
